"icd10_code","icd10_name","icd10am_code","icd10am_name","file_seq","icd10_seq","icd10_max"
"N04.6","Nephrotic syndrome : dense deposit disease","N04.6","Nephrotic syndrome, dense deposit disease",8963,1,1
"N04.7","Nephrotic syndrome : diffuse crescentic glomerulonephritis","N04.7","Nephrotic syndrome, diffuse crescentic glomerulonephritis",8964,1,1
"N04.8","Nephrotic syndrome : other","N04.8","Nephrotic syndrome, other",8965,1,1
"N04.9","Nephrotic syndrome : unspecified","N04.9","Nephrotic syndrome, unspecified",8966,1,1
"N05.0","Unspecified nephritic syndrome : minor glomerular abnormality","N05.0","Unspecified nephritic syndrome, minor glomerular abnormality",8967,1,1
"N05.1","Unspecified nephritic syndrome : focal and segmental glomerular lesions","N05.1","Unspecified nephritic syndrome, focal and segmental glomerular lesions",8968,1,1
"N05.2","Unspecified nephritic syndrome : diffuse membranous glomerulonephritis","N05.2","Unspecified nephritic syndrome, diffuse membranous glomerulonephritis",8969,1,1
"N05.3","Unspecified nephritic syndrome : diffuse mesangial proliferative glomerulonephritis","N05.3","Unspecified nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",8970,1,1
"N05.4","Unspecified nephritic syndrome : diffuse endocapillary proliferative glomerulonephritis","N05.4","Unspecified nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis",8971,1,1
"N05.5","Unspecified nephritic syndrome : diffuse mesangiocapillary glomerulonephritis","N05.5","Unspecified nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",8972,1,1
"N05.6","Unspecified nephritic syndrome : dense deposit disease","N05.6","Unspecified nephritic syndrome, dense deposit disease",8973,1,1
"N05.7","Unspecified nephritic syndrome : diffuse crescentic glomerulonephritis","N05.7","Unspecified nephritic syndrome, diffuse crescentic glomerulonephritis",8974,1,1
"N05.8","Unspecified nephritic syndrome : other","N05.8","Unspecified nephritic syndrome, other",8975,1,1
"N05.9","Unspecified nephritic syndrome : unspecified","N05.9","Unspecified nephritic syndrome, unspecified",8976,1,1
"N06.0","Isolated proteinuria with specified morphological lesion : minor glomerular abnormality","N06.0","Isolated proteinuria with minor glomerular abnormality",8977,1,1
"N06.1","Isolated proteinuria with specified morphological lesion : focal and segmental glomerular lesions","N06.1","Isolated proteinuria with focal and segmental glomerular lesions",8978,1,1
"N06.2","Isolated proteinuria with specified morphological lesion : diffuse membranous glomerulonephritis","N06.2","Isolated proteinuria with diffuse membranous glomerulonephritis",8979,1,1
"N06.3","Isolated proteinuria with specified morphological lesion : diffuse mesangial proliferative glomerulonephritis","N06.3","Isolated proteinuria with diffuse mesangial proliferative glomerulonephritis",8980,1,1
"N06.4","Isolated proteinuria with specified morphological lesion : diffuse endocapillary proliferative glomerulonephritis","N06.4","Isolated proteinuria with diffuse endocapillary proliferative glomerulonephritis",8981,1,1
"N06.5","Isolated proteinuria with specified morphological lesion : diffuse mesangiocapillary glomerulonephritis","N06.5","Isolated proteinuria with diffuse mesangiocapillary glomerulonephritis",8982,1,1
"N06.6","Isolated proteinuria with specified morphological lesion : dense deposit disease","N06.6","Isolated proteinuria with dense deposit disease",8983,1,1
"N06.7","Isolated proteinuria with specified morphological lesion : diffuse crescentic glomerulonephritis","N06.7","Isolated proteinuria with diffuse crescentic glomerulonephritis",8984,1,1
"N06.8","Isolated proteinuria with specified morphological lesion : other","N06.8","Isolated proteinuria with specified morphological lesion, other",8985,1,1
"N06.9","Isolated proteinuria with specified morphological lesion : unspecified","N06.9","Isolated proteinuria with specified morphological lesion, unspecified",8986,1,1
"N07.0","Hereditary nephropathy, not elsewhere classified : minor glomerular abnormality","N07.0","Hereditary nephropathy, not elsewhere classified, minor glomerular abnormality",8987,1,1
"N07.1","Hereditary nephropathy, not elsewhere classified : focal and segmental glomerular lesions","N07.1","Hereditary nephropathy, not elsewhere classified, focal and segmental glomerular lesions",8988,1,1
"N07.2","Hereditary nephropathy, not elsewhere classified : diffuse membranous glomerulonephritis","N07.2","Hereditary nephropathy, not elsewhere classified, diffuse membranous glomerulonephritis",8989,1,1
"N07.3","Hereditary nephropathy, not elsewhere classified : diffuse mesangial proliferative glomerulonephritis","N07.3","Hereditary nephropathy, not elsewhere classified, diffuse mesangial proliferative glomerulonephritis",8990,1,1
"N07.4","Hereditary nephropathy, not elsewhere classified : diffuse endocapillary proliferative glomerulonephritis","N07.4","Hereditary nephropathy, not elsewhere classified, diffuse endocapillary proliferative glomerulonephritis",8991,1,1
"N07.5","Hereditary nephropathy, not elsewhere classified : diffuse mesangiocapillary glomerulonephritis","N07.5","Hereditary nephropathy, not elsewhere classified, diffuse mesangiocapillary glomerulonephritis",8992,1,1
"N07.6","Hereditary nephropathy, not elsewhere classified : dense deposit disease","N07.6","Hereditary nephropathy, not elsewhere classified, dense deposit disease",8993,1,1
"N07.7","Hereditary nephropathy, not elsewhere classified : diffuse crescentic glomerulonephritis","N07.7","Hereditary nephropathy, not elsewhere classified, diffuse crescentic glomerulonephritis",8994,1,1
"N07.8","Hereditary nephropathy, not elsewhere classified : other","N07.8","Hereditary nephropathy, not elsewhere classified, other",8995,1,1
"N07.9","Hereditary nephropathy, not elsewhere classified : unspecified","N07.9","Hereditary nephropathy, not elsewhere classified, unspecified",8996,1,1
"N08.0","Glomerular disorders in infectious and parasitic diseases classified elsewhere","N08.0","Glomerular disorders in infectious and parasitic diseases classified elsewhere",8997,1,1
"N08.1","Glomerular disorders in neoplastic diseases","N08.1","Glomerular disorders in neoplastic diseases",8998,1,1
"N08.2","Glomerular disorders in blood diseases and disorders involving the immune mechanism","N08.2","Glomerular disorders in blood diseases and disorders involving the immune mechanism",8999,1,1
"N08.3","Glomerular disorders in diabetes mellitus","E14.21","Unspecified diabetes mellitus with incipient diabetic nephropathy",9000,1,8
"N08.3","Glomerular disorders in diabetes mellitus","E14.22","Unspecified diabetes mellitus with established diabetic nephropathy",9001,2,8
"N08.3","Glomerular disorders in diabetes mellitus","E13.21","Other specified diabetes mellitus with incipient diabetic nephropathy",9002,3,8
"N08.3","Glomerular disorders in diabetes mellitus","E13.22","Other specified diabetes mellitus with established diabetic nephropathy",9003,4,8
"N08.3","Glomerular disorders in diabetes mellitus","E10.21","Type 1 diabetes mellitus with incipient diabetic nephropathy",9004,5,8
"N08.3","Glomerular disorders in diabetes mellitus","E10.22","Type 1 diabetes mellitus with established diabetic nephropathy",9005,6,8
"N08.3","Glomerular disorders in diabetes mellitus","E11.21","Type 2 diabetes mellitus with incipient diabetic nephropathy",9006,7,8
"N08.3","Glomerular disorders in diabetes mellitus","E11.22","Type 2 diabetes mellitus with established diabetic nephropathy",9007,8,8
"N08.4","Glomerular disorders in other endocrine, nutritional and metabolic diseases","N08.4","Glomerular disorders in endocrine, nutritional and metabolic diseases",9008,1,1
"N08.5","Glomerular disorders in systemic connective tissue disorders","N08.5","Glomerular disorders in systemic connective tissue disorders",9009,1,1
"N08.8","Glomerular disorders in other diseases classified elsewhere","N08.8","Glomerular disorders in other diseases classified elsewhere",9010,1,1
"N10","Acute tubulo-interstitial nephritis","N10","Acute tubulo-interstitial nephritis",9011,1,1
"N11.0","Nonobstructive reflux-associated chronic pyelonephritis","N11.0","Nonobstructive reflux-associated chronic pyelonephritis",9012,1,1
"N11.1","Chronic obstructive pyelonephritis","N11.1","Chronic obstructive pyelonephritis",9013,1,1
"N11.8","Other chronic tubulo-interstitial nephritis","N11.8","Other chronic tubulo-interstitial nephritis",9014,1,1
"N11.9","Chronic tubulo-interstitial nephritis, unspecified","N11.9","Chronic tubulo-interstitial nephritis, unspecified",9015,1,1
"N12","Tubulo-interstitial nephritis, not specified as acute or chronic","N12","Tubulo-interstitial nephritis, not specified as acute or chronic",9016,1,1
"N13.0","Hydronephrosis with ureteropelvic junction obstruction","N13.0","Hydronephrosis with ureteropelvic junction obstruction",9017,1,1
"N13.1","Hydronephrosis with ureteral stricture, not elsewhere classified","N13.1","Hydronephrosis with ureteral stricture, not elsewhere classified",9018,1,1
"N13.2","Hydronephrosis with renal and ureteral calculous obstruction","N13.2","Hydronephrosis with renal and ureteral calculus obstruction",9019,1,1
"N13.3","Other and unspecified hydronephrosis","N13.3","Other and unspecified hydronephrosis",9020,1,1
"N13.4","Hydroureter","N13.4","Hydroureter",9021,1,1
"N13.5","Kinking and stricture of ureter without hydronephrosis","N13.5","Kinking and stricture of ureter without hydronephrosis",9022,1,1
"N13.6","Pyonephrosis","N13.6","Pyonephrosis",9023,1,1
"N13.7","Vesicoureteral-reflux-associated uropathy","N13.7","Vesicoureteral-reflux-associated uropathy",9024,1,1
"N13.8","Other obstructive and reflux uropathy","N13.8","Other obstructive and reflux uropathy",9025,1,1
"N13.9","Obstructive and reflux uropathy, unspecified","N13.9","Obstructive and reflux uropathy, unspecified",9026,1,1
"N14.0","Analgesic nephropathy","N14.0","Analgesic nephropathy",9027,1,1
"N14.1","Nephropathy induced by other drugs, medicaments and biological substances","N14.1","Nephropathy induced by other drugs, medicaments and biological substances",9028,1,1
"N14.2","Nephropathy induced by unspecified drug, medicament or biological substance","N14.2","Nephropathy induced by unspecified drug, medicament or biological substance",9029,1,1
"N14.3","Nephropathy induced by heavy metals","N14.3","Nephropathy induced by heavy metals",9030,1,1
"N14.4","Toxic nephropathy, not elsewhere classified","N14.4","Toxic nephropathy, not elsewhere classified",9031,1,1
"N15.0","Balkan nephropathy","N15.0","Balkan nephropathy",9032,1,1
"N15.1","Renal and perinephric abscess","N15.1","Renal and perinephric abscess",9033,1,1
"N15.8","Other specified renal tubulo-interstitial diseases","N15.8","Other specified renal tubulo-interstitial diseases",9034,1,1
"N15.9","Renal tubulo-interstitial disease, unspecified","N15.9","Renal tubulo-interstitial disease, unspecified",9035,1,1
"N16.0","Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere","N16.0","Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere",9036,1,1
"N16.1","Renal tubulo-interstitial disorders in neoplastic diseases","N16.1","Renal tubulo-interstitial disorders in neoplastic diseases",9037,1,1
"N16.2","Renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism","N16.2","Renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism",9038,1,1
"N16.3","Renal tubulo-interstitial disorders in metabolic diseases","N16.3","Renal tubulo-interstitial disorders in metabolic diseases",9039,1,1
"N16.4","Renal tubulo-interstitial disorders in systemic connective tissue disorders","N16.4","Renal tubulo-interstitial disorders in systemic connective tissue disorders",9040,1,1
"N16.5","Renal tubulo-interstitial disorders in transplant rejection","N16.5","Renal tubulo-interstitial disorders in transplant rejection (T86.-+)",9041,1,1
"N16.8","Renal tubulo-interstitial disorders in other diseases classified elsewhere","N16.8","Renal tubulo-interstitial disorders in other diseases classified elsewhere",9042,1,1
"N17.0","Acute renal failure with tubular necrosis","N17.0","Acute kidney failure with tubular necrosis",9043,1,1
"N17.1","Acute renal failure with acute cortical necrosis","N17.1","Acute kidney failure with acute cortical necrosis",9044,1,1
"N17.2","Acute renal failure with medullary necrosis","N17.2","Acute kidney failure with medullary necrosis",9045,1,1
"N17.8","Other acute renal failure","N17.8","Other acute kidney failure",9046,1,1
"N17.9","Acute renal failure, unspecified","N17.9","Acute kidney failure, unspecified",9047,1,1
"N18.1","Chronic kidney disease, stage 1","N18.1","Chronic kidney disease, stage 1",9048,1,1
"N18.2","Chronic kidney disease, stage 2","N18.2","Chronic kidney disease, stage 2",9049,1,1
"N18.3","Chronic kidney disease, stage 3","N18.3","Chronic kidney disease, stage 3",9050,1,1
"N18.4","Chronic kidney disease, stage 4","N18.4","Chronic kidney disease, stage 4",9051,1,1
"N18.5","Chronic kidney disease, stage 5","N18.5","Chronic kidney disease, stage 5",9052,1,1
"N18.9","Chronic kidney disease, unspecified","N18.9","Chronic kidney disease, unspecified",9053,1,1
"N19","Unspecified kidney failure","N19","Unspecified kidney failure",9054,1,1
"N20.0","Calculus of kidney","N20.0","Calculus of kidney",9055,1,1
"N20.1","Calculus of ureter","N20.1","Calculus of ureter",9056,1,1
"N20.2","Calculus of kidney with calculus of ureter","N20.2","Calculus of kidney with calculus of ureter",9057,1,1
"N20.9","Urinary calculus, unspecified","N20.9","Urinary calculus, unspecified",9058,1,1
"N21.0","Calculus in bladder","N21.0","Calculus in bladder",9059,1,1
"N21.1","Calculus in urethra","N21.1","Calculus in urethra",9060,1,1
"N21.8","Other lower urinary tract calculus","N21.8","Other lower urinary tract calculus",9061,1,1
"N21.9","Calculus of lower urinary tract, unspecified","N21.9","Calculus of lower urinary tract, unspecified",9062,1,1
"N22.0","Urinary calculus in schistosomiasis [bilharziasis]","N20.9","Urinary calculus, unspecified",9063,1,2
"N22.0","Urinary calculus in schistosomiasis [bilharziasis]","B65.9","Schistosomiasis, unspecified",9064,2,2
"N22.8","Calculus of urinary tract in other diseases classified elsewhere","N20.9","Urinary calculus, unspecified",9065,1,1
"N23","Unspecified renal colic","N23","Unspecified renal colic",9066,1,1
"N25.0","Renal osteodystrophy","N25.0","Renal osteodystrophy",9067,1,1
"N25.1","Nephrogenic diabetes insipidus","N25.1","Nephrogenic diabetes insipidus",9068,1,1
"N25.8","Other disorders resulting from impaired renal tubular function","N25.8","Other disorders resulting from impaired renal tubular function",9069,1,1
"N25.9","Disorder resulting from impaired renal tubular function, unspecified","N25.9","Disorder resulting from impaired renal tubular function, unspecified",9070,1,1
"N26","Unspecified contracted kidney","N26","Unspecified contracted kidney",9071,1,1
"N27.0","Small kidney, unilateral","N27.0","Small kidney, unilateral",9072,1,1
"N27.1","Small kidney, bilateral","N27.1","Small kidney, bilateral",9073,1,1
"N27.9","Small kidney, unspecified","N27.9","Small kidney, unspecified",9074,1,1
"N28.0","Ischaemia and infarction of kidney","N28.0","Ischaemia and infarction of kidney",9075,1,1
"N28.1","Cyst of kidney","N28.1","Cyst of kidney",9076,1,1
"N28.8","Other specified disorders of kidney and ureter","N28.8","Other specified disorders of kidney and ureter",9077,1,1
"N28.9","Disorder of kidney and ureter, unspecified","N28.9","Disorder of kidney and ureter, unspecified",9078,1,1
"N29.0","Late syphilis of kidney","N29.0","Late syphilis of kidney (A52.7+)",9079,1,1
"N29.1","Other disorders of kidney and ureter in infectious and parasitic diseases classified elsewhere","N29.1","Other disorders of kidney and ureter in infectious and parasitic diseases classified elsewhere",9080,1,1
"N29.8","Other disorders of kidney and ureter in other diseases classified elsewhere","N29.8","Other disorders of kidney and ureter in other diseases classified elsewhere",9081,1,1
"N30.0","Acute cystitis","N30.0","Acute cystitis",9082,1,1
"N30.1","Interstitial cystitis (chronic)","N30.1","Interstitial cystitis (chronic)",9083,1,1
"N30.2","Other chronic cystitis","N30.2","Other chronic cystitis",9084,1,1
"N30.3","Trigonitis","N30.3","Trigonitis",9085,1,1
"N30.4","Irradiation cystitis","N30.4","Irradiation cystitis",9086,1,1
"N30.8","Other cystitis","N30.8","Other cystitis",9087,1,1
"N30.9","Cystitis, unspecified","N30.9","Cystitis, unspecified",9088,1,1
"N31.0","Uninhibited neuropathic bladder, not elsewhere classified","N31.0","Uninhibited neuropathic bladder, not elsewhere classified",9089,1,1
"N31.1","Reflex neuropathic bladder, not elsewhere classified","N31.1","Reflex neuropathic bladder, not elsewhere classified",9090,1,1
"N31.2","Flaccid neuropathic bladder, not elsewhere classified","N31.2","Flaccid neuropathic bladder, not elsewhere classified",9091,1,1
"N31.8","Other neuromuscular dysfunction of bladder","N31.8","Other neuromuscular dysfunction of bladder",9092,1,1
"N31.9","Neuromuscular dysfunction of bladder, unspecified","N31.9","Neuromuscular dysfunction of bladder, unspecified",9093,1,1
"N32.0","Bladder-neck obstruction","N32.0","Bladder neck obstruction",9094,1,1
"N32.1","Vesicointestinal fistula","N32.1","Vesicointestinal fistula",9095,1,1
"N32.2","Vesical fistula, not elsewhere classified","N32.2","Vesical fistula, not elsewhere classified",9096,1,1
"N32.3","Diverticulum of bladder","N32.3","Diverticulum of bladder",9097,1,1
"N32.4","Rupture of bladder, nontraumatic","N32.4","Rupture of bladder, nontraumatic",9098,1,1
"N32.8","Other specified disorders of bladder","N32.8","Other specified disorders of bladder",9099,1,1
"N32.9","Bladder disorder, unspecified","N32.9","Bladder disorder, unspecified",9100,1,1
"N33.0","Tuberculous cystitis","N33.0","Tuberculous cystitis (A18.1+)",9101,1,1
"N33.8","Bladder disorders in other diseases classified elsewhere","N33.8","Bladder disorders in other diseases classified elsewhere",9102,1,1
"N34.0","Urethral abscess","N34.0","Urethral abscess",9103,1,1
"N34.1","Nonspecific urethritis","N34.1","Nonspecific urethritis",9104,1,1
"N34.2","Other urethritis","N34.2","Other urethritis",9105,1,1
"N34.3","Urethral syndrome, unspecified","N34.3","Urethral syndrome, unspecified",9106,1,1
"N35.0","Post-traumatic urethral stricture","N35.0","Post traumatic urethral stricture",9107,1,1
"N35.1","Postinfective urethral stricture, not elsewhere classified","N35.1","Postinfective urethral stricture, not elsewhere classified",9108,1,1
"N35.8","Other urethral stricture","N35.8","Other urethral stricture",9109,1,1
"N35.9","Urethral stricture, unspecified","N35.9","Urethral stricture, unspecified",9110,1,1
"N36.0","Urethral fistula","N36.0","Urethral fistula",9111,1,1
"N36.1","Urethral diverticulum","N36.1","Urethral diverticulum",9112,1,1
"N36.2","Urethral caruncle","N36.2","Urethral caruncle",9113,1,1
"N36.3","Prolapsed urethral mucosa","N36.3","Prolapsed urethral mucosa",9114,1,1
"N36.8","Other specified disorders of urethra","N36.8","Other specified disorders of urethra",9115,1,1
"N36.9","Urethral disorder, unspecified","N36.9","Urethral disorder, unspecified",9116,1,1
"N37.0","Urethritis in diseases classified elsewhere","N37.0","Urethritis in diseases classified elsewhere",9117,1,1
"N37.8","Other urethral disorders in diseases classified elsewhere","N37.8","Other urethral disorders in diseases classified elsewhere",9118,1,1
"N39.0","Urinary tract infection, site not specified","N39.0","Urinary tract infection, site not specified",9119,1,1
"N39.1","Persistent proteinuria, unspecified","N39.1","Persistent proteinuria, unspecified",9120,1,1
"N39.2","Orthostatic proteinuria, unspecified","N39.2","Orthostatic proteinuria, unspecified",9121,1,1
"N39.3","Stress incontinence","N39.30","Stress incontinence, unspecified",9122,1,2
"N39.3","Stress incontinence","N39.31","Stress incontinence associated with female pelvic organ prolapse",9123,2,2
"N39.4","Other specified urinary incontinence","N39.4","Other specified urinary incontinence",9124,1,1
"N39.8","Other specified disorders of urinary system","N39.88","Other specified disorders of urinary system",9125,1,2
"N39.8","Other specified disorders of urinary system","N39.81","Loin pain/haematuria syndrome",9126,2,2
"N39.9","Disorder of urinary system, unspecified","N39.9","Disorder of urinary system, unspecified",9127,1,1
"N40","Hyperplasia of prostate","N40","Hyperplasia of prostate",9128,1,1
"N41.0","Acute prostatitis","N41.0","Acute prostatitis",9129,1,1
"N41.1","Chronic prostatitis","N41.1","Chronic prostatitis",9130,1,1
"N41.2","Abscess of prostate","N41.2","Abscess of prostate",9131,1,1
"N41.3","Prostatocystitis","N41.3","Prostatocystitis",9132,1,1
"N41.8","Other inflammatory diseases of prostate","N41.8","Other inflammatory diseases of prostate",9133,1,1
"N41.9","Inflammatory disease of prostate, unspecified","N41.9","Inflammatory disease of prostate, unspecified",9134,1,1
"N42.0","Calculus of prostate","N42.0","Calculus of prostate",9135,1,1
"N42.1","Congestion and haemorrhage of prostate","N42.1","Congestion and haemorrhage of prostate",9136,1,1
"N42.2","Atrophy of prostate","N42.2","Atrophy of prostate",9137,1,1
"N42.3","Dysplasia of prostate","N42.3","Dysplasia of prostate",9138,1,1
"N42.8","Other specified disorders of prostate","N42.8","Other specified disorders of prostate",9139,1,1
"N42.9","Disorder of prostate, unspecified","N42.9","Disorder of prostate, unspecified",9140,1,1
"N43.0","Encysted hydrocele","N43.0","Encysted hydrocele",9141,1,1
"N43.1","Infected hydrocele","N43.1","Infected hydrocele",9142,1,1
"N43.2","Other hydrocele","N43.2","Other hydrocele",9143,1,1
"N43.3","Hydrocele, unspecified","N43.3","Hydrocele, unspecified",9144,1,1
"N43.4","Spermatocele","N43.4","Spermatocele",9145,1,1
"N44","Torsion of testis","N44","Torsion of testis",9146,1,1
"N45.0","Orchitis, epididymitis and epididymo-orchitis with abscess","N45.0","Orchitis, epididymitis and epididymo-orchitis with abscess",9147,1,1
"N45.9","Orchitis, epididymitis and epididymo-orchitis without abscess","N45.9","Orchitis, epididymitis and epididymo-orchitis without abscess",9148,1,1
"N46","Male infertility","N46","Male infertility",9149,1,1
"N47","Redundant prepuce, phimosis and paraphimosis","N47","Redundant prepuce, phimosis and paraphimosis",9150,1,1
"N48.0","Leukoplakia of penis","N48.0","Leukoplakia of penis",9151,1,1
"N48.1","Balanoposthitis","N48.1","Balanoposthitis",9152,1,1
"N48.2","Other inflammatory disorders of penis","N48.2","Other inflammatory disorders of penis",9153,1,1
"N48.3","Priapism","N48.3","Priapism",9154,1,1
"N48.4","Impotence of organic origin","N48.4","Impotence of organic origin",9155,1,1
"N48.5","Ulcer of penis","N48.5","Ulcer of penis",9156,1,1
"N48.6","Induratio penis plastica","N48.6","Induratio penis plastica",9157,1,1
"N48.8","Other specified disorders of penis","N48.8","Other specified disorders of penis",9158,1,1
"N48.9","Disorder of penis, unspecified","N48.9","Disorder of penis, unspecified",9159,1,1
"N49.0","Inflammatory disorders of seminal vesicle","N49.0","Inflammatory disorders of seminal vesicle",9160,1,1
"N49.1","Inflammatory disorders of spermatic cord, tunica vaginalis and vas deferens","N49.1","Inflammatory disorders of spermatic cord, tunica vaginalis and vas deferens",9161,1,1
"N49.2","Inflammatory disorders of scrotum","N49.2","Inflammatory disorders of scrotum",9162,1,1
"N49.8","Inflammatory disorders of other specified male genital organs","N49.8","Inflammatory disorders of other specified male genital organs",9163,1,1
"N49.9","Inflammatory disorder of unspecified male genital organ","N49.9","Inflammatory disorder of unspecified male genital organ",9164,1,1
"N50.0","Atrophy of testis","N50.0","Atrophy of testis",9165,1,1
"N50.1","Vascular disorders of male genital organs","N50.1","Vascular disorders of male genital organs",9166,1,1
"N50.8","Other specified disorders of male genital organs","N50.8","Other specified disorders of male genital organs",9167,1,1
"N50.9","Disorder of male genital organs, unspecified","N50.9","Disorder of male genital organs, unspecified",9168,1,1
"N51.0","Disorders of prostate in diseases classified elsewhere","N51.0","Disorders of prostate in diseases classified elsewhere",9169,1,1
"N51.1","Disorders of testis and epididymis in diseases classified elsewhere","N51.1","Disorders of testis and epididymis in diseases classified elsewhere",9170,1,1
"N51.2","Balanitis in diseases classified elsewhere","N51.2","Balanitis in diseases classified elsewhere",9171,1,1
"N51.8","Other disorders of male genital organs in diseases classified elsewhere","N51.8","Other disorders of male genital organs in diseases classified elsewhere",9172,1,1
"N60.0","Solitary cyst of breast","N60.0","Solitary cyst of breast",9173,1,1
"N60.1","Diffuse cystic mastopathy","N60.1","Diffuse cystic mastopathy",9174,1,1
"N60.2","Fibroadenosis of breast","N60.2","Fibroadenosis of breast",9175,1,1
"N60.3","Fibrosclerosis of breast","N60.3","Fibrosclerosis of breast",9176,1,1
"N60.4","Mammary duct ectasia","N60.4","Mammary duct ectasia",9177,1,1
"N60.8","Other benign mammary dysplasias","N60.8","Other benign mammary dysplasias",9178,1,1
"N60.9","Benign mammary dysplasia, unspecified","N60.9","Benign mammary dysplasia, unspecified",9179,1,1
"N61","Inflammatory disorders of breast","N61","Inflammatory disorders of breast",9180,1,1
"N62","Hypertrophy of breast","N62","Hypertrophy of breast",9181,1,1
"N63","Unspecified lump in breast","N63","Unspecified lump in breast",9182,1,1
"N64.0","Fissure and fistula of nipple","N64.0","Fissure and fistula of nipple",9183,1,1
"N64.1","Fat necrosis of breast","N64.1","Fat necrosis of breast",9184,1,1
"N64.2","Atrophy of breast","N64.2","Atrophy of breast",9185,1,1
"N64.3","Galactorrhoea not associated with childbirth","N64.3","Galactorrhoea not associated with childbirth",9186,1,1
"N64.4","Mastodynia","N64.4","Mastodynia",9187,1,1
"N64.5","Other signs and symptoms in breast","N64.5","Other signs and symptoms in breast",9188,1,1
"N64.8","Other specified disorders of breast","N64.8","Other specified disorders of breast",9189,1,1
"N64.9","Disorder of breast, unspecified","N64.9","Disorder of breast, unspecified",9190,1,1
"N70.0","Acute salpingitis and oophoritis","N70.0","Acute salpingitis and oophoritis",9191,1,1
"N70.1","Chronic salpingitis and oophoritis","N70.1","Chronic salpingitis and oophoritis",9192,1,1
"N70.9","Salpingitis and oophoritis, unspecified","N70.9","Salpingitis and oophoritis, unspecified",9193,1,1
"N71.0","Acute inflammatory disease of uterus","N71.0","Acute inflammatory disease of uterus",9194,1,1
"N71.1","Chronic inflammatory disease of uterus","N71.1","Chronic inflammatory disease of uterus",9195,1,1
"N71.9","Inflammatory disease of uterus, unspecified","N71.9","Inflammatory disease of uterus, unspecified",9196,1,1
"N72","Inflammatory disease of cervix uteri","N72","Inflammatory disease of cervix uteri",9197,1,1
"N73.0","Acute parametritis and pelvic cellulitis","N73.0","Acute parametritis and pelvic cellulitis",9198,1,1
"N73.1","Chronic parametritis and pelvic cellulitis","N73.1","Chronic parametritis and pelvic cellulitis",9199,1,1
"N73.2","Unspecified parametritis and pelvic cellulitis","N73.2","Unspecified parametritis and pelvic cellulitis",9200,1,1
"N73.3","Female acute pelvic peritonitis","N73.3","Female acute pelvic peritonitis",9201,1,1
"N73.4","Female chronic pelvic peritonitis","N73.4","Female chronic pelvic peritonitis",9202,1,1
"N73.5","Female pelvic peritonitis, unspecified","N73.5","Female pelvic peritonitis, unspecified",9203,1,1
"N73.6","Female pelvic peritoneal adhesions","N73.6","Female pelvic peritoneal adhesions",9204,1,1
"N73.8","Other specified female pelvic inflammatory diseases","N73.8","Other specified female pelvic inflammatory diseases",9205,1,1
"N73.9","Female pelvic inflammatory disease, unspecified","N73.9","Female pelvic inflammatory disease, unspecified",9206,1,1
"N74.0","Tuberculous infection of cervix uteri","N74.0","Tuberculous infection of cervix uteri (A18.1+)",9207,1,1
"N74.1","Female tuberculous pelvic inflammatory disease","N74.1","Female tuberculous pelvic inflammatory disease (A18.1+)",9208,1,1
"N74.2","Female syphilitic pelvic inflammatory disease","N74.2","Female syphilitic pelvic inflammatory disease (A51.4+, A52.7+)",9209,1,1
"N74.3","Female gonococcal pelvic inflammatory disease","N74.3","Female gonococcal pelvic inflammatory disease (A54.2+)",9210,1,1
"N74.4","Female chlamydial pelvic inflammatory disease","N74.4","Female chlamydial pelvic inflammatory disease (A56.1+)",9211,1,1
"N74.8","Female pelvic inflammatory disorders in other diseases classified elsewhere","N74.8","Female pelvic inflammatory disorders in other diseases classified elsewhere",9212,1,1
"N75.0","Cyst of Bartholin gland","N75.0","Cyst of Bartholin's gland",9213,1,1
"N75.1","Abscess of Bartholin gland","N75.1","Abscess of Bartholin's gland",9214,1,1
"N75.8","Other diseases of Bartholin gland","N75.8","Other diseases of Bartholin's gland",9215,1,1
"N75.9","Disease of Bartholin gland, unspecified","N75.9","Disease of Bartholin's gland, unspecified",9216,1,1
"N76.0","Acute vaginitis","N76.0","Acute vaginitis",9217,1,1
"N76.1","Subacute and chronic vaginitis","N76.1","Subacute and chronic vaginitis",9218,1,1
"N76.2","Acute vulvitis","N76.2","Acute vulvitis",9219,1,1
"N76.3","Subacute and chronic vulvitis","N76.3","Subacute and chronic vulvitis",9220,1,1
"N76.4","Abscess of vulva","N76.4","Abscess of vulva",9221,1,1
"N76.5","Ulceration of vagina","N76.5","Ulceration of vagina",9222,1,1
"N76.6","Ulceration of vulva","N76.6","Ulceration of vulva",9223,1,1
"N76.8","Other specified inflammation of vagina and vulva","N76.8","Other specified inflammation of vagina and vulva",9224,1,1
"N77.0","Ulceration of vulva in infectious and parasitic diseases classified elsewhere","N77.0","Ulceration of vulva in infectious and parasitic diseases classified elsewhere",9225,1,1
