"","icd10am_code","icd10am_name","epcc_code","epcc_name","chapter_groups","block","block_desc","chapter_range","chapter_desc","epcc_code_source","in_drt"
"6796","M48.84","Other specified spondylopathies, thoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6797","M48.85","Other specified spondylopathies, thoracolumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6798","M48.86","Other specified spondylopathies, lumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6799","M48.87","Other specified spondylopathies, lumbosacral region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6800","M48.88","Other specified spondylopathies, sacral and sacrococcygeal region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6801","M48.89","Other specified spondylopathies, site unspecified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6802","M48.90","Unspecified spondylopathy, multiple sites in spine",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6803","M48.91","Unspecified spondylopathy, occipito-atlanto-axial region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6804","M48.92","Unspecified spondylopathy, cervical region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6805","M48.93","Unspecified spondylopathy, cervicothoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6806","M48.94","Unspecified spondylopathy, thoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6807","M48.95","Unspecified spondylopathy, thoracolumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6808","M48.96","Unspecified spondylopathy, lumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6809","M48.97","Unspecified spondylopathy, lumbosacral region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6810","M48.98","Unspecified spondylopathy, sacral and sacrococcygeal region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6811","M48.99","Unspecified spondylopathy, site unspecified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6812","M49.00","Tuberculosis of spine, multiple sites in spine (A18.0+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6813","M49.01","Tuberculosis of spine, occipito-atlanto-axial region (A18.0+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6814","M49.02","Tuberculosis of spine, cervical region (A18.0+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6815","M49.03","Tuberculosis of spine, cervicothoracic region (A18.0+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6816","M49.04","Tuberculosis of spine, thoracic region (A18.0+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6817","M49.05","Tuberculosis of spine, thoracolumbar region (A18.0+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6818","M49.06","Tuberculosis of spine, lumbar region (A18.0+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6819","M49.07","Tuberculosis of spine, lumbosacral region (A18.0+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6820","M49.08","Tuberculosis of spine, sacral and sacrococcygeal region (A18.0+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6821","M49.09","Tuberculosis of spine, site unspecified (A18.0+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6822","M49.10","Brucella spondylitis, multiple sites in spine (A23.-+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6823","M49.11","Brucella spondylitis, occipito-atlanto-axial region (A23.-+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6824","M49.12","Brucella spondylitis, cervical region (A23.-+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6825","M49.13","Brucella spondylitis, cervicothoracic region (A23.-+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6826","M49.14","Brucella spondylitis, thoracic region (A23.-+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6827","M49.15","Brucella spondylitis, thoracolumbar region (A23.-+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6828","M49.16","Brucella spondylitis, lumbar region (A23.-+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6829","M49.17","Brucella spondylitis, lumbosacral region (A23.-+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6830","M49.18","Brucella spondylitis, sacral and sacrococcygeal region (A23.-+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6831","M49.19","Brucella spondylitis, site unspecified (A23.-+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6832","M49.20","Enterobacterial spondylitis, multiple sites in spine (A01-A04+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6833","M49.21","Enterobacterial spondylitis, occipito-atlanto-axial region (A01-A04+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6834","M49.22","Enterobacterial spondylitis, cervical region (A01-A04+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6835","M49.23","Enterobacterial spondylitis, cervicothoracic region (A01-A04+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6836","M49.24","Enterobacterial spondylitis, thoracic region (A01-A04+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6837","M49.25","Enterobacterial spondylitis, thoracolumbar region (A01-A04+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6838","M49.26","Enterobacterial spondylitis, lumbar region (A01-A04+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6839","M49.27","Enterobacterial spondylitis, lumbosacral region (A01-A04+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6840","M49.28","Enterobacterial spondylitis, sacral and sacrococcygeal region (A01-A04+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6841","M49.29","Enterobacterial spondylitis, site unspecified (A01-A04+)",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6842","M49.30","Spondylopathy in other infectious and parasitic diseases classified elsewhere, multiple sites in spine",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6843","M49.31","Spondylopathy in other infectious and parasitic diseases classified elsewhere, occipito-atlanto-axial region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6844","M49.32","Spondylopathy in other infectious and parasitic diseases classified elsewhere, cervical region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6845","M49.33","Spondylopathy in other infectious and parasitic diseases classified elsewhere, cervicothoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6846","M49.34","Spondylopathy in other infectious and parasitic diseases classified elsewhere, thoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6847","M49.35","Spondylopathy in other infectious and parasitic diseases classified elsewhere, thoracolumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6848","M49.36","Spondylopathy in other infectious and parasitic diseases classified elsewhere, lumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6849","M49.37","Spondylopathy in other infectious and parasitic diseases classified elsewhere, lumbosacral region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6850","M49.38","Spondylopathy in other infectious and parasitic diseases classified elsewhere, sacral and sacrococcygeal region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6851","M49.39","Spondylopathy in other infectious and parasitic diseases classified elsewhere, site unspecified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6852","M49.40","Neuropathic spondylopathy, multiple sites in spine",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6853","M49.41","Neuropathic spondylopathy, occipito-atlanto-axial region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6854","M49.42","Neuropathic spondylopathy, cervical region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6855","M49.43","Neuropathic spondylopathy, cervicothoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6856","M49.44","Neuropathic spondylopathy, thoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6857","M49.45","Neuropathic spondylopathy, thoracolumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6858","M49.46","Neuropathic spondylopathy, lumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6859","M49.47","Neuropathic spondylopathy, lumbosacral region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6860","M49.48","Neuropathic spondylopathy, sacral and sacrococcygeal region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6861","M49.49","Neuropathic spondylopathy, site unspecified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6862","M49.50","Collapsed vertebra in diseases classified elsewhere, multiple sites in spine",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6863","M49.51","Collapsed vertebra in diseases classified elsewhere, occipito-atlanto-axial region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6864","M49.52","Collapsed vertebra in diseases classified elsewhere, cervical region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6865","M49.53","Collapsed vertebra in diseases classified elsewhere, cervicothoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6866","M49.54","Collapsed vertebra in diseases classified elsewhere, thoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6867","M49.55","Collapsed vertebra in diseases classified elsewhere, thoracolumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6868","M49.56","Collapsed vertebra in diseases classified elsewhere, lumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6869","M49.57","Collapsed vertebra in diseases classified elsewhere, lumbosacral region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6870","M49.58","Collapsed vertebra in diseases classified elsewhere, sacral and sacrococcygeal region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6871","M49.59","Collapsed vertebra in diseases classified elsewhere, site unspecified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6872","M49.80","Spondylopathy in other diseases classified elsewhere, multiple sites in spine",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6873","M49.81","Spondylopathy in other diseases classified elsewhere, occipito-atlanto-axial region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6874","M49.82","Spondylopathy in other diseases classified elsewhere, cervical region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6875","M49.83","Spondylopathy in other diseases classified elsewhere, cervicothoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6876","M49.84","Spondylopathy in other diseases classified elsewhere, thoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6877","M49.85","Spondylopathy in other diseases classified elsewhere, thoracolumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6878","M49.86","Spondylopathy in other diseases classified elsewhere, lumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6879","M49.87","Spondylopathy in other diseases classified elsewhere, lumbosacral region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6880","M49.88","Spondylopathy in other diseases classified elsewhere, sacral and sacrococcygeal region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6881","M49.89","Spondylopathy in other diseases classified elsewhere, site unspecified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6882","M50.0","Cervical disc disorder with myelopathy",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6883","M50.1","Cervical disc disorder with radiculopathy",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6884","M50.2","Other cervical disc displacement",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6885","M50.3","Other cervical disc degeneration",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6886","M50.8","Other cervical disc disorders",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6887","M50.9","Cervical disc disorder, unspecified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6888","M51.0","Lumbar and other intervertebral disc disorders with myelopathy",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6889","M51.1","Lumbar and other intervertebral disc disorders with radiculopathy",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6890","M51.2","Other specified intervertebral disc displacement",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6891","M51.3","Other specified intervertebral disc degeneration",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6892","M51.4","Schmorl's nodes",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6893","M51.8","Other specified intervertebral disc disorders",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6894","M51.9","Intervertebral disc disorder, unspecified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6895","M53.0","Cervicocranial syndrome",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6896","M53.1","Cervicobrachial syndrome",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6897","M53.20","Spinal instabilities, multiple sites in spine",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6898","M53.21","Spinal instabilities, occipito-atlanto-axial region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6899","M53.22","Spinal instabilities, cervical region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6900","M53.23","Spinal instabilities, cervicothoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6901","M53.24","Spinal instabilities, thoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6902","M53.25","Spinal instabilities, thoracolumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6903","M53.26","Spinal instabilities, lumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6904","M53.27","Spinal instabilities, lumbosacral region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6905","M53.28","Spinal instabilities, sacral and sacrococcygeal region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6906","M53.29","Spinal instabilities, site unspecified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6907","M53.3","Sacrococcygeal disorders, not elsewhere classified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6908","M53.80","Other specified dorsopathies, multiple sites in spine",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6909","M53.81","Other specified dorsopathies, occipito-atlanto-axial region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6910","M53.82","Other specified dorsopathies, cervical region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6911","M53.83","Other specified dorsopathies, cervicothoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6912","M53.84","Other specified dorsopathies, thoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6913","M53.85","Other specified dorsopathies, thoracolumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6914","M53.86","Other specified dorsopathies, lumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6915","M53.87","Other specified dorsopathies, lumbosacral region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6916","M53.88","Other specified dorsopathies, sacral and sacrococcygeal region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6917","M53.89","Other specified dorsopathies, site unspecified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6918","M53.90","Unspecified dorsopathy, multiple sites in spine",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6919","M53.91","Unspecified dorsopathy, occipito-atlanto-axial region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6920","M53.92","Unspecified dorsopathy, cervical region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6921","M53.93","Unspecified dorsopathy, cervicothoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6922","M53.94","Unspecified dorsopathy, thoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6923","M53.95","Unspecified dorsopathy, thoracolumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6924","M53.96","Unspecified dorsopathy, lumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6925","M53.97","Unspecified dorsopathy, lumbosacral region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6926","M53.98","Unspecified dorsopathy, sacral and sacrococcygeal region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6927","M53.99","Unspecified dorsopathy, site unspecified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6928","M54.00","Panniculitis affecting regions of neck and back, multiple sites in spine",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6929","M54.01","Panniculitis affecting regions of neck and back, occipito-atlanto-axial region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6930","M54.02","Panniculitis affecting regions of neck and back, cervical region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6931","M54.03","Panniculitis affecting regions of neck and back, cervicothoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6932","M54.04","Panniculitis affecting regions of neck and back, thoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6933","M54.05","Panniculitis affecting regions of neck and back, thoracolumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6934","M54.06","Panniculitis affecting regions of neck and back, lumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6935","M54.07","Panniculitis affecting regions of neck and back, lumbosacral region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6936","M54.08","Panniculitis affecting regions of neck and back, sacral and sacrococcygeal region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6937","M54.09","Panniculitis affecting regions of neck and back, site unspecified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6938","M54.10","Radiculopathy, multiple sites",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6939","M54.11","Radiculopathy, occipito-atlanto-axial region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6940","M54.12","Radiculopathy, cervical region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6941","M54.13","Radiculopathy, cervicothoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6942","M54.14","Radiculopathy, thoracic region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6943","M54.15","Radiculopathy, thoracolumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6944","M54.16","Radiculopathy, lumbar region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6945","M54.17","Radiculopathy, lumbosacral region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6946","M54.18","Radiculopathy, sacral and sacrococcygeal region",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
"6947","M54.19","Radiculopathy, site unspecified",,,"other","M40-M54","Dorsopathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)",,FALSE
