"icd10am_code","icd10am_name","epcc_code","epcc_name","epcc_code_source","chapter_groups","epcc_code_multiple","epcc_code_all","epcc_code_first","epcc_code_ks1","epcc_code_ks2","block","block_desc","chapter_range","chapter_desc"
"M86.05","Acute haematogenous osteomyelitis, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.06","Acute haematogenous osteomyelitis, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.07","Acute haematogenous osteomyelitis, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.08","Acute haematogenous osteomyelitis, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.09","Acute haematogenous osteomyelitis, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.10","Other acute osteomyelitis, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.11","Other acute osteomyelitis, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.12","Other acute osteomyelitis, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.13","Other acute osteomyelitis, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.14","Other acute osteomyelitis, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.15","Other acute osteomyelitis, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.16","Other acute osteomyelitis, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.17","Other acute osteomyelitis, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.18","Other acute osteomyelitis, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.19","Other acute osteomyelitis, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.20","Subacute osteomyelitis, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.21","Subacute osteomyelitis, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.22","Subacute osteomyelitis, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.23","Subacute osteomyelitis, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.24","Subacute osteomyelitis, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.25","Subacute osteomyelitis, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.26","Subacute osteomyelitis, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.27","Subacute osteomyelitis, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.28","Subacute osteomyelitis, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.29","Subacute osteomyelitis, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.30","Chronic multifocal osteomyelitis, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.31","Chronic multifocal osteomyelitis, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.32","Chronic multifocal osteomyelitis, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.33","Chronic multifocal osteomyelitis, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.34","Chronic multifocal osteomyelitis, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.35","Chronic multifocal osteomyelitis, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.36","Chronic multifocal osteomyelitis, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.37","Chronic multifocal osteomyelitis, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.38","Chronic multifocal osteomyelitis, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.39","Chronic multifocal osteomyelitis, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.40","Chronic osteomyelitis with draining sinus, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.41","Chronic osteomyelitis with draining sinus, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.42","Chronic osteomyelitis with draining sinus, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.43","Chronic osteomyelitis with draining sinus, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.44","Chronic osteomyelitis with draining sinus, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.45","Chronic osteomyelitis with draining sinus, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.46","Chronic osteomyelitis with draining sinus, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.47","Chronic osteomyelitis with draining sinus, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.48","Chronic osteomyelitis with draining sinus, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.49","Chronic osteomyelitis with draining sinus, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.50","Other chronic haematogenous osteomyelitis, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.51","Other chronic haematogenous osteomyelitis, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.52","Other chronic haematogenous osteomyelitis, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.53","Other chronic haematogenous osteomyelitis, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.54","Other chronic haematogenous osteomyelitis, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.55","Other chronic haematogenous osteomyelitis, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.56","Other chronic haematogenous osteomyelitis, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.57","Other chronic haematogenous osteomyelitis, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.58","Other chronic haematogenous osteomyelitis, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.59","Other chronic haematogenous osteomyelitis, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.60","Other chronic osteomyelitis, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.61","Other chronic osteomyelitis, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.62","Other chronic osteomyelitis, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.63","Other chronic osteomyelitis, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.64","Other chronic osteomyelitis, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.65","Other chronic osteomyelitis, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.66","Other chronic osteomyelitis, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.67","Other chronic osteomyelitis, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.68","Other chronic osteomyelitis, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.69","Other chronic osteomyelitis, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.80","Other osteomyelitis, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.81","Other osteomyelitis, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.82","Other osteomyelitis, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.83","Other osteomyelitis, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.84","Other osteomyelitis, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.85","Other osteomyelitis, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.86","Other osteomyelitis, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.87","Other osteomyelitis, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.88","Other osteomyelitis, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.89","Other osteomyelitis, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.90","Osteomyelitis unspecified, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.91","Osteomyelitis unspecified, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.92","Osteomyelitis unspecified, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.93","Osteomyelitis unspecified, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.94","Osteomyelitis unspecified, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.95","Osteomyelitis unspecified, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.96","Osteomyelitis unspecified, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.97","Osteomyelitis unspecified, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.98","Osteomyelitis unspecified, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M86.99","Osteomyelitis unspecified, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.00","Idiopathic aseptic necrosis of bone, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.01","Idiopathic aseptic necrosis of bone, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.02","Idiopathic aseptic necrosis of bone, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.03","Idiopathic aseptic necrosis of bone, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.04","Idiopathic aseptic necrosis of bone, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.05","Idiopathic aseptic necrosis of bone, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.06","Idiopathic aseptic necrosis of bone, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.07","Idiopathic aseptic necrosis of bone, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.08","Idiopathic aseptic necrosis of bone, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.09","Idiopathic aseptic necrosis of bone, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.10","Osteonecrosis due to drugs, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.11","Osteonecrosis due to drugs, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.12","Osteonecrosis due to drugs, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.13","Osteonecrosis due to drugs, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.14","Osteonecrosis due to drugs, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.15","Osteonecrosis due to drugs, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.16","Osteonecrosis due to drugs, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.17","Osteonecrosis due to drugs, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.18","Osteonecrosis due to drugs, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.19","Osteonecrosis due to drugs, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.20","Osteonecrosis due to previous trauma, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.21","Osteonecrosis due to previous trauma, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.22","Osteonecrosis due to previous trauma, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.23","Osteonecrosis due to previous trauma, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.24","Osteonecrosis due to previous trauma, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.25","Osteonecrosis due to previous trauma, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.26","Osteonecrosis due to previous trauma, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.27","Osteonecrosis due to previous trauma, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.28","Osteonecrosis due to previous trauma, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.29","Osteonecrosis due to previous trauma, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.30","Other secondary osteonecrosis, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.31","Other secondary osteonecrosis, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.32","Other secondary osteonecrosis, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.33","Other secondary osteonecrosis, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.34","Other secondary osteonecrosis, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.35","Other secondary osteonecrosis, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.36","Other secondary osteonecrosis, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.37","Other secondary osteonecrosis, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.38","Other secondary osteonecrosis, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.39","Other secondary osteonecrosis, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.80","Other osteonecrosis, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.81","Other osteonecrosis, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.82","Other osteonecrosis, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.83","Other osteonecrosis, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.84","Other osteonecrosis, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.85","Other osteonecrosis, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.86","Other osteonecrosis, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.87","Other osteonecrosis, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.88","Other osteonecrosis, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.89","Other osteonecrosis, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.90","Osteonecrosis unspecified, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.91","Osteonecrosis unspecified, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.92","Osteonecrosis unspecified, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.93","Osteonecrosis unspecified, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.94","Osteonecrosis unspecified, hand",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.95","Osteonecrosis unspecified, pelvic region and thigh",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.96","Osteonecrosis unspecified, lower leg",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.97","Osteonecrosis unspecified, ankle and foot",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.98","Osteonecrosis unspecified, other site",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M87.99","Osteonecrosis unspecified, site unspecified",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M88.0","Paget's disease of skull",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M88.80","Paget's disease of other bones, multiple sites",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M88.81","Paget's disease of other bones, shoulder region",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M88.82","Paget's disease of other bones, upper arm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
"M88.83","Paget's disease of other bones, forearm",,,,"other",,,,,,"M80-M94","Osteopathies and Chondropathies","M00-M99","Diseases of the musculoskeletal system and connective tissue (M00-M99)"
