code_id,code_id_clean,ascii_desc,block,block_desc,axis_2_desc,axis_1_desc,chapter_id,chapter_range,chapter_desc
90611-01,9061101,Patellar tendon advancement,1522,Reconstruction procedures on knee,Reconstruction,"Knee joint, leg",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49530-00,4953000,Revision of arthroplasty of knee with bone graft to femur,1523,Revision of arthroplasty of knee with bone graft to femur or tibia,Revision,"Knee joint, leg",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49530-01,4953001,Revision of arthroplasty of knee with bone graft to tibia,1523,Revision of arthroplasty of knee with bone graft to femur or tibia,Revision,"Knee joint, leg",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49533-00,4953300,Revision of arthroplasty of knee with bone graft to femur and tibia,1523,Revision of arthroplasty of knee with bone graft to femur or tibia,Revision,"Knee joint, leg",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49554-00,4955400,Revision of arthroplasty of knee with anatomic specific allograft,1523,Revision of arthroplasty of knee with bone graft to femur or tibia,Revision,"Knee joint, leg",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49527-00,4952700,Revision of arthroplasty of knee,1524,Other revision procedures on knee,Revision,"Knee joint, leg",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49545-00,4954500,Revision arthrodesis of knee,1524,Other revision procedures on knee,Revision,"Knee joint, leg",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49548-00,4954800,Revision of patellofemoral stabilisation of knee,1524,Other revision procedures on knee,Revision,"Knee joint, leg",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49551-00,4955100,Revision of reconstructive surgery of knee,1524,Other revision procedures on knee,Revision,"Knee joint, leg",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
90562-00,9056200,Patella resurfacing,1524,Other revision procedures on knee,Revision,"Knee joint, leg",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47594-00,4759400,"Immobilisation of fracture of ankle, not elsewhere classified",1526,Immobilisation procedures on ankle or foot,"Application, insertion, removal","Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47606-00,4760600,Immobilisation of fracture of calcaneum,1526,Immobilisation procedures on ankle or foot,"Application, insertion, removal","Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47606-01,4760601,Immobilisation of dislocation of calcaneum,1526,Immobilisation procedures on ankle or foot,"Application, insertion, removal","Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47606-02,4760602,Immobilisation of fracture of talus,1526,Immobilisation procedures on ankle or foot,"Application, insertion, removal","Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47606-03,4760603,Immobilisation of dislocation of talus,1526,Immobilisation procedures on ankle or foot,"Application, insertion, removal","Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47627-00,4762700,Immobilisation of fracture of tarsus,1526,Immobilisation procedures on ankle or foot,"Application, insertion, removal","Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47633-00,4763300,Immobilisation of fracture of metatarsus,1526,Immobilisation procedures on ankle or foot,"Application, insertion, removal","Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49721-00,4972100,Immobilisation of Achilles' tendon,1526,Immobilisation procedures on ankle or foot,"Application, insertion, removal","Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
48400-02,4840002,Osteotomy of metatarsal bone,1528,Osteotomy of ankle or foot,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
48400-03,4840003,Osteotomy of toe,1528,Osteotomy of ankle or foot,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
48403-00,4840300,Osteotomy of metatarsal bone with internal fixation,1528,Osteotomy of ankle or foot,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
48403-01,4840301,Osteotomy of toe with internal fixation,1528,Osteotomy of ankle or foot,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
48406-15,4840615,Osteotomy of tarsal bone,1528,Osteotomy of ankle or foot,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
48409-15,4840915,Osteotomy of tarsal bone with internal fixation,1528,Osteotomy of ankle or foot,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49700-00,4970000,Arthroscopy of ankle,1529,Other incision procedures on ankle,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49703-02,4970302,Arthroscopic removal of loose body of ankle,1529,Other incision procedures on ankle,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49706-00,4970600,Arthrotomy of ankle,1529,Other incision procedures on ankle,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49706-02,4970602,Removal of loose body of ankle,1529,Other incision procedures on ankle,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49706-03,4970603,Division of ankle contracture,1529,Other incision procedures on ankle,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47912-00,4791200,Incision of foot for paronychia,1530,Other incision procedures on foot,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49806-00,4980600,Subcutaneous tenotomy of foot,1530,Other incision procedures on foot,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49809-00,4980900,Open tenotomy of foot,1530,Other incision procedures on foot,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49854-00,4985400,Plantar fasciotomy,1530,Other incision procedures on foot,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
90556-00,9055600,Tenolysis of Achilles' flexor or extensor tendon of foot,1530,Other incision procedures on foot,Incision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49700-01,4970001,Arthroscopic biopsy of ankle,1531,Arthroscopic excision procedures on ankle,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49703-01,4970301,Arthroscopic trimming of osteophyte of ankle,1531,Arthroscopic excision procedures on ankle,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49703-04,4970304,Arthroscopic synovectomy of ankle,1531,Arthroscopic excision procedures on ankle,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49703-09,4970309,Arthroscopic debridement of ankle,1531,Arthroscopic excision procedures on ankle,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47933-01,4793301,Excision of exostosis of bone of foot,1532,Excision of bone of foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
48400-04,4840004,Ostectomy of metatarsal bone,1532,Excision of bone of foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
48400-05,4840005,Ostectomy of toe,1532,Excision of bone of foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
48403-02,4840302,Ostectomy of metatarsal bone with internal fixation,1532,Excision of bone of foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
48403-03,4840303,Ostectomy of toe with internal fixation,1532,Excision of bone of foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
48406-16,4840616,Ostectomy of tarsal bone,1532,Excision of bone of foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
48409-16,4840916,Ostectomy of tarsal bone with internal fixation,1532,Excision of bone of foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
50333-00,5033300,Excision of tarsal coalition,1532,Excision of bone of foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
44338-00,4433800,Amputation of toe,1533,Amputation of ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
44358-00,4435800,Amputation of toe including metatarsal bone,1533,Amputation of ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
44361-00,4436100,Disarticulation through ankle,1533,Amputation of ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
44361-01,4436101,Amputation of ankle through malleoli of tibia and fibula,1533,Amputation of ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
44364-00,4436400,Midtarsal amputation,1533,Amputation of ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
44364-01,4436401,Transmetatarsal amputation,1533,Amputation of ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
90557-00,9055700,Disarticulation through toe,1533,Amputation of ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49818-00,4981800,Excision of calcaneal spur,1534,Other excision procedures on ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49854-01,4985401,Plantar fasciectomy,1534,Other excision procedures on ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49860-00,4986000,Synovectomy of metatarsophalangeal joint,1534,Other excision procedures on ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49866-00,4986600,Neurectomy of foot,1534,Other excision procedures on ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
50312-00,5031200,Synovectomy of ankle,1534,Other excision procedures on ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
90603-18,9060318,Sequestrectomy of tarsus,1534,Other excision procedures on ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
90603-19,9060319,Sequestrectomy of metatarsus,1534,Other excision procedures on ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
90603-20,9060320,Sequestrectomy of phalanx of foot,1534,Other excision procedures on ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
96261-04,9626104,Excision of prosthesis of foot or toe,1534,Other excision procedures on ankle or foot,Excision,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47609-00,4760900,Closed reduction of fracture of calcaneum,1536,"Closed reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47609-01,4760901,Closed reduction of fracture of calcaneum with internal fixation,1536,"Closed reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47609-02,4760902,Closed reduction of fracture of talus,1536,"Closed reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47609-03,4760903,Closed reduction of fracture of talus with internal fixation,1536,"Closed reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47612-00,4761200,Closed reduction of intra-articular fracture of calcaneum,1536,"Closed reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47612-01,4761201,Closed reduction of intra-articular fracture of calcaneum with internal fixation,1536,"Closed reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47612-06,4761206,Closed reduction of intra-articular fracture of talus,1536,"Closed reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47612-07,4761207,Closed reduction of intra-articular fracture of talus with internal fixation,1536,"Closed reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47621-00,4762100,Closed reduction of fracture of tarsometatarsal joint,1536,"Closed reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47621-01,4762101,Closed reduction of fracture of tarsometatarsal joint with internal fixation,1536,"Closed reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47636-00,4763600,Closed reduction of fracture of metatarsus,1536,"Closed reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47636-01,4763601,Closed reduction of fracture of metatarsus with internal fixation,1536,"Closed reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47597-00,4759700,Closed reduction of fracture of ankle,1537,Closed reduction of fracture of ankle or toe,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47600-00,4760000,"Closed reduction of fracture of ankle with internal fixation of diastasis, fibula or malleolus",1537,Closed reduction of fracture of ankle or toe,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47603-00,4760300,"Closed reduction of fracture of ankle with internal fixation, 2 or more of diastasis, fibula or malleolus",1537,Closed reduction of fracture of ankle or toe,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47663-00,4766300,Closed reduction of fracture of phalanx of great toe,1537,Closed reduction of fracture of ankle or toe,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47663-01,4766301,Closed reduction of fracture of phalanx of great toe with internal fixation,1537,Closed reduction of fracture of ankle or toe,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47672-00,4767200,"Closed reduction of fracture of phalanx of toe, other than great toe",1537,Closed reduction of fracture of ankle or toe,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47672-01,4767201,"Closed reduction of fracture of phalanx of toe, other than great toe, with internal fixation",1537,Closed reduction of fracture of ankle or toe,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47615-00,4761500,Open reduction of fracture of calcaneum,1538,"Open reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47615-01,4761501,Open reduction of fracture of calcaneum with internal fixation,1538,"Open reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47615-02,4761502,Open reduction of fracture of talus,1538,"Open reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47615-03,4761503,Open reduction of fracture of talus with internal fixation,1538,"Open reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47618-00,4761800,Open reduction of intra-articular fracture of calcaneum,1538,"Open reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47618-01,4761801,Open reduction of intra-articular fracture of calcaneum with internal fixation,1538,"Open reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47618-02,4761802,Open reduction of intra-articular fracture of talus,1538,"Open reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47618-03,4761803,Open reduction of intra-articular fracture of talus with internal fixation,1538,"Open reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47624-00,4762400,Open reduction of fracture of tarsometatarsal joint,1538,"Open reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47624-01,4762401,Open reduction of fracture of tarsometatarsal joint with internal fixation,1538,"Open reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47630-00,4763000,Open reduction of fracture of tarsus,1538,"Open reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47630-01,4763001,Open reduction of fracture of tarsus with internal fixation,1538,"Open reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47639-00,4763900,Open reduction of fracture of metatarsus,1538,"Open reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47639-01,4763901,Open reduction of fracture of metatarsus with internal fixation,1538,"Open reduction of fracture of calcaneum, talus or metatarsus",Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47600-01,4760001,"Open reduction of fracture of ankle with internal fixation of diastasis, fibula or malleolus",1539,Open reduction of fracture of ankle or toe,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47603-01,4760301,"Open reduction of fracture of ankle with internal fixation, 2 or more of diastasis, fibula or malleolus",1539,Open reduction of fracture of ankle or toe,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47666-00,4766600,Open reduction of fracture of phalanx of great toe,1539,Open reduction of fracture of ankle or toe,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47666-01,4766601,Open reduction of fracture of phalanx of great toe with internal fixation,1539,Open reduction of fracture of ankle or toe,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47672-02,4767202,"Open reduction of fracture of phalanx of toe, other than great toe",1539,Open reduction of fracture of ankle or toe,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47672-03,4767203,"Open reduction of fracture of phalanx of toe, other than great toe, with internal fixation",1539,Open reduction of fracture of ankle or toe,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
90558-00,9055800,Open reduction of fracture of ankle,1539,Open reduction of fracture of ankle or toe,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47063-00,4706300,Closed reduction of dislocation of ankle,1540,Closed reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47063-01,4706301,Closed reduction of dislocation of ankle with internal fixation,1540,Closed reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47069-00,4706900,Closed reduction of dislocation of toe,1540,Closed reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47069-01,4706901,Closed reduction of dislocation of toe with internal fixation,1540,Closed reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47609-04,4760904,Closed reduction of dislocation of talus,1540,Closed reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47609-05,4760905,Closed reduction of dislocation of talus with internal fixation,1540,Closed reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47609-06,4760906,Closed reduction of dislocation of calcaneum,1540,Closed reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47609-07,4760907,Closed reduction of dislocation of calcaneum with internal fixation,1540,Closed reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47612-02,4761202,Closed reduction of fracture of calcaneum with dislocation,1540,Closed reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47612-03,4761203,Closed reduction of fracture of calcaneum with dislocation and internal fixation,1540,Closed reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47612-04,4761204,Closed reduction of fracture of talus with dislocation,1540,Closed reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47612-05,4761205,Closed reduction of fracture of talus with dislocation and internal fixation,1540,Closed reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47066-00,4706600,Open reduction of dislocation of ankle,1541,Open reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47066-01,4706601,Open reduction of dislocation of ankle with internal fixation,1541,Open reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47072-00,4707200,Open reduction of dislocation of toe,1541,Open reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47072-01,4707201,Open reduction of dislocation of toe with internal fixation,1541,Open reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47615-04,4761504,Open reduction of dislocation of calcaneum,1541,Open reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47615-05,4761505,Open reduction of dislocation of calcaneum with internal fixation,1541,Open reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47615-06,4761506,Open reduction of dislocation of talus,1541,Open reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47615-07,4761507,Open reduction of dislocation of talus with internal fixation,1541,Open reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47618-04,4761804,Open reduction of fracture of calcaneum with dislocation,1541,Open reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47618-05,4761805,Open reduction of fracture of calcaneum with dislocation and internal fixation,1541,Open reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47618-06,4761806,Open reduction of fracture of talus with dislocation,1541,Open reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
47618-07,4761807,Open reduction of fracture of talus with dislocation and internal fixation,1541,Open reduction of dislocation of ankle or foot,Reduction,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49709-00,4970900,Stabilisation of ankle,1542,Repair of tendon or ligament of ankle or foot,Repair,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49709-01,4970901,Arthroscopic stabilisation of ankle,1542,Repair of tendon or ligament of ankle or foot,Repair,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49718-00,4971800,Other repair of tendon of ankle,1542,Repair of tendon or ligament of ankle or foot,Repair,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49718-01,4971801,Repair of Achilles' tendon,1542,Repair of tendon or ligament of ankle or foot,Repair,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49724-00,4972400,Secondary (delayed) repair of Achilles' tendon,1542,Repair of tendon or ligament of ankle or foot,Repair,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49727-00,4972700,Lengthening of Achilles' tendon,1542,Repair of tendon or ligament of ankle or foot,Repair,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49728-00,4972800,Lengthening of gastrocnemius or soleus tendon,1542,Repair of tendon or ligament of ankle or foot,Repair,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49812-00,4981200,Transfer of tendon or ligament of foot,1542,Repair of tendon or ligament of ankle or foot,Repair,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
50339-00,5033900,Transfer of anterior tibialis tendon to lateral column,1542,Repair of tendon or ligament of ankle or foot,Repair,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
50342-00,5034200,Transfer of posterior tibialis tendon through interosseous membrane to anterior or posterior aspect of foot,1542,Repair of tendon or ligament of ankle or foot,Repair,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49712-00,4971200,Arthrodesis of ankle,1543,"Arthrodesis of ankle, foot or toe",Repair,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
49815-00,4981500,Triple arthrodesis of foot,1543,"Arthrodesis of ankle, foot or toe",Repair,"Ankle, foot",15,Blocks 1360-1580,Procedures on musculoskeletal system (blocks 1360-1580)
