code_id,code_id_clean,aust_code,ascii_desc,ascii_short_desc,effective_from,inactive,reactivated
"M8594/1",M85941,0,Mixed germ cell-sex cord-stromal tumour NOS,Mixed germ cell-sex cord-stromal tum NOS,1/7/2022,,
"M8600/0",M86000,0,Thecoma NOS,Thecoma NOS,1/7/1998,,
"M8600/1",M86001,1,"Thecoma, uncertain whether benign or malignant","Thecoma ub/m",1/7/2002,,
"M8600/2",M86002,1,"Thecoma, in situ","Thecoma, insit",1/7/2013,,
"M8600/3",M86003,0,"Thecoma, malignant","Thecoma, malg",1/7/1998,,
"M8600/6",M86006,1,"Thecoma, malignant, metastatic","Thecoma, malg, met",1/7/2002,,
"M8600/9",M86009,1,"Thecoma, malignant, uncertain whether primary or metastatic","Thecoma, malg, up/m",1/7/2002,,
"M8601/0",M86010,0,"Thecoma, luteinised","Thecoma, luteinised",1/7/1998,,
"M8602/0",M86020,0,Sclerosing stromal tumour,Sclerosing stromal tum,1/7/1998,,
"M8610/0",M86100,0,Luteoma NOS,Luteoma NOS,1/7/1998,,
"M8610/1",M86101,1,"Luteoma, uncertain whether benign or malignant","Luteoma, ub/m",1/7/2002,,
"M8610/2",M86102,1,"Luteoma, in situ","Luteoma, insit",1/7/2013,,
"M8610/3",M86103,1,"Luteoma, malignant","Luteoma, malg",1/7/2002,,
"M8610/6",M86106,1,"Luteoma, metastatic","Luteoma, met",1/7/2002,,
"M8610/9",M86109,1,"Luteoma, malignant, uncertain whether primary or metastatic","Luteoma, malg, up/m",1/7/2002,,
"M8620/1",M86201,0,Adult granulosa cell tumour of testis,Adult granulosa cell tumour of testis,1/7/1998,,
"M8620/2",M86202,1,"Adult granulosa cell tumour, in situ",Adult granulosa cell tumour in situ,1/7/2013,,
"M8620/3",M86203,0,Adult granulosa cell tumour of ovary,Adult granulosa cell tumour of ovary,1/7/1998,,
"M8620/6",M86206,1,"Adult granulosa cell tumour of ovary, metastatic",Adult granulosa cell tumour of ovary met,1/7/2002,,
"M8620/9",M86209,1,"Adult granulosa cell tumour of ovary, uncertain whether primary or metastatic","Adult granulosa cell tum of ovary up/m",1/7/2002,,
"M8621/1",M86211,0,Granulosa cell-theca cell tumour,Granulosa cell-theca cell tum,1/7/1998,,
"M8621/2",M86212,1,"Granulosa cell-theca cell tumour, in situ","Granulosa cell-theca cell tum, insit",1/7/2013,,
"M8621/3",M86213,1,"Granulosa cell-theca cell tumour, malignant","Granulosa cell-theca cell tum, malg",1/7/2013,,
"M8621/6",M86216,1,"Granulosa cell-theca cell tumour, metastatic","Granulosa cell-theca cell tum, met",1/7/2013,,
"M8621/9",M86219,1,"Granulosa cell-theca cell tumour, uncertain whether primary or metastatic","Granulosa cell-theca cell tum, up/m",1/7/2013,,
"M8622/0",M86220,0,"Granulosa cell tumour of testis, juvenile",Granulosa cell tumour of testis juvenile,1/7/2019,,
"M8622/1",M86221,0,"Granulosa cell tumour, juvenile",Granulosa cell tumour juvenile,1/7/1998,,
"M8623/1",M86231,0,Sex cord tumour with annular tubules,Sex cord tum w annular tubules,1/7/1998,,
"M8630/0",M86300,0,"Androblastoma, benign","Androblastoma, benign",1/7/1998,,
"M8630/1",M86301,0,Androblastoma NOS,Androblastoma NOS,1/7/1998,,
"M8630/2",M86302,1,"Androblastoma, in situ","Androblastoma, insit",1/7/2013,,
"M8630/3",M86303,0,"Androblastoma, malignant","Androblastoma, malg",1/7/1998,,
"M8630/6",M86306,1,"Androblastoma, malignant, metastatic","Androblastoma, malg, met",1/7/2002,,
"M8630/9",M86309,1,"Androblastoma, malignant, uncertain whether primary or metastatic","Androblastoma, malg, up/m",1/7/2002,,
"M8631/0",M86310,0,"Sertoli-Leydig cell tumour, well differentiated","Sertoli-Leydig cell tum, well diff",1/7/1998,,
"M8631/1",M86311,0,Sertoli-Leydig cell tumour of intermediate differentiation,"Sertoli-Leydig cl tum of intrmed, diff",1/7/2002,,
"M8631/2",M86312,1,"Sertoli-Leydig cell tumour, poorly differentiated, in situ ","Sertoli-Leydig cell tum, p/d, insit",1/7/2013,,
"M8631/3",M86313,0,"Sertoli-Leydig cell tumour, poorly differentiated","Sertoli-Leydig cell tum, p/d",1/7/2002,,
"M8631/6",M86316,1,"Sertoli-Leydig cell tumour, poorly differentiated, metastatic","Sertoli-Leydig cl tum, p/d, met",1/7/2002,,
"M8631/9",M86319,1,"Sertoli-Leydig cell tumour, malignant, poorly differentiated, uncertain whether primary or metastatic","S-L cl tum, malg, p/d, up/m",1/7/2002,,
"M8632/1",M86321,0,Gynandroblastoma,Gynandroblastoma,1/7/1998,,
"M8632/2",M86322,1,"Gynandroblastoma, in situ","Gynandroblastoma, insit",1/7/2013,,
"M8632/3",M86323,1,"Gynandroblastoma, malignant","Gynandroblastoma, malg",1/7/2002,,
"M8632/6",M86326,1,"Gynandroblastoma, metastatic","Gynandroblastoma, met",1/7/2002,,
"M8632/9",M86329,1,"Gynandroblastoma, uncertain whether primary or metastatic","Gynandroblastoma, up/m",1/7/2002,,
"M8633/1",M86331,0,"Sertoli-Leydig cell tumour, retiform","Sertoli-Leydig cell tum, retiform",1/7/2002,,
"M8634/1",M86341,0,"Sertoli-Leydig cell tumour, intermediate differentiation, with heterologous elements","S-L cl tum, intrmed diff, w het elmt",1/7/2002,,
"M8634/2",M86342,1,"Sertoli-Leydig cell tumour, poorly differentiated, with heterologous elements, in situ","S-L cl tum, p/d, w het elmt, insit",1/7/2013,,
"M8634/3",M86343,0,"Sertoli-Leydig cell tumour, poorly differentiated, with heterologous elements","Sertoli-Leydig cl tum, p/d, w het elmt",1/7/2002,,
"M8634/6",M86346,1,"Sertoli-Leydig cell tumour, poorly differentiated, with heterologous elements, metastatic","S-L cl tum, p/d, w het elmt, met",1/7/2002,,
"M8634/9",M86349,1,"Sertoli-Leydig cell tumour, malignant, poorly differentiated, with heterologous elements, uncertain whether primary or metastatic","S-L cl tum, malg, p/d, w het elmt, up/m",1/7/2002,,
"M8640/0",M86400,0,Sertoli cell tumour NOS,Sertoli cell tumour NOS,1/7/1998,1/7/2002,
"M8640/1",M86401,0,Sertoli cell tumour NOS,Sertoli cell tum NOS,1/7/2002,,
"M8640/2",M86402,1,"Sertoli cell carcinoma, in situ","Sertoli cell ca, insit",1/7/2013,,
"M8640/3",M86403,0,Sertoli cell carcinoma,Sertoli cell ca,1/7/1998,,
"M8640/6",M86406,1,"Sertoli cell carcinoma, metastatic","Sertoli cell ca, met",1/7/2002,,
"M8640/9",M86409,1,"Sertoli cell carcinoma, uncertain whether primary or metastatic","Sertoli cell ca, up/m",1/7/2002,,
"M8641/0",M86410,0,Sertoli cell tumour with lipid storage,Sertoli cell tum w lipid storage,1/7/1998,,
"M8642/1",M86421,0,Large cell calcifying Sertoli cell tumour,Large cell calcifying Sertoli cell tum,1/7/2002,,
"M8643/1",M86431,0,Intratubular large cell hyalinising Sertoli cell neoplasia,Intrtblr lrg cl hylsng Sertoli neoplasia,1/7/2022,,
"M8650/0",M86500,0,Leydig cell tumour of ovary NOS,Leydig cell tumour of ovary NOS,1/7/1998,,
"M8650/1",M86501,0,Leydig cell tumour of testis NOS,Leydig cell tumour of testis NOS,1/7/1998,,
"M8650/2",M86502,1,"Leydig cell tumour, in situ","Leydig cell tum, insit",1/7/2013,,
"M8650/3",M86503,0,"Leydig cell tumour, malignant","Leydig cell tum, malg",1/7/1998,,
"M8650/6",M86506,1,"Leydig cell tumour, malignant, metastatic","Leydig cell tum, malg, met",1/7/2002,,
"M8650/9",M86509,1,"Leydig cell tumour, malignant, uncertain whether primary or metastatic","Leydig cell tum, malg, up/m",1/7/2002,,
"M8660/0",M86600,0,Hilus cell tumour,Hilus cell tum,1/7/1998,,
"M8670/0",M86700,0,Lipid cell tumour of ovary,Lipid cell tum of ovary,1/7/1998,,
"M8670/2",M86702,1,"Lipid cell tumour of ovary, in situ","Lipid cell tum of ovary, insit",1/7/2013,,
"M8670/3",M86703,0,"Steroid cell tumour, malignant","Steroid cell tum, malg",1/7/2002,,
"M8670/6",M86706,1,"Steroid cell tumour, malignant, metastatic","Steroid cell tum, malg, met",1/7/2002,,
"M8670/9",M86709,1,"Steroid cell tumour, malignant, uncertain whether primary or metastatic","Steroid cell tum, malg, up/m",1/7/2002,,
"M8671/0",M86710,0,Adrenal rest tumour,Adrenal rest tum,1/7/1998,,
"M8671/1",M86711,1,"Adrenal rest tumour, uncertain whether benign or malignant","Adrenal rest tum, ub/m",1/7/2002,,
"M8680/0",M86800,0,"Paraganglioma, benign","Paraganglioma, benign",1/7/2002,1/7/2022,
"M8680/1",M86801,0,Paraganglioma NOS,Paraganglioma NOS,1/7/1998,1/7/2022,
"M8680/2",M86802,1,"Paraganglioma, in situ","Paraganglioma, insit",1/7/2013,,
"M8680/3",M86803,0,Paraganglioma NOS,Paraganglioma NOS,1/7/1998,,
"M8680/6",M86806,1,"Paraganglioma NOS, metastatic",Paraganglioma NOS metastatic,1/7/2002,,
"M8680/9",M86809,1,"Paraganglioma NOS, uncertain whether primary or metastatic","Paraganglioma NOS up/m",1/7/2002,,
"M8681/1",M86811,0,Sympathetic paraganglioma,Sympathetic paraganglioma,1/7/1998,1/7/2022,
"M8681/3",M86813,0,Sympathetic paraganglioma,Sympathetic paraganglioma,1/7/2022,,
"M8681/6",M86816,1,"Sympathetic paraganglioma, metastatic",Sympathetic paraganglioma metastatic,1/7/2022,,
"M8681/9",M86819,1,"Sympathetic paraganglioma, uncertain whether primary or metastatic","Sympathetic paraganglioma up/m",1/7/2022,,
"M8682/1",M86821,0,Parasympathetic paraganglioma,Parasympathetic paraganglioma,1/7/1998,1/7/2022,
"M8682/3",M86823,0,Parasympathetic paraganglioma,Parasympathetic paraganglioma,1/7/2022,,
"M8682/6",M86826,1,"Parasympathetic paraganglioma, metastatic",Parasympathetic paraganglioma metastatic,1/7/2022,,
"M8682/9",M86829,1,"Parasympathetic paraganglioma, uncertain whether primary or metastatic","Parasympathetic paraganglioma up/m",1/7/2022,,
"M8683/0",M86830,0,Gangliocytic paraganglioma,Gangliocytic paraganglioma,1/7/1998,,
"M8683/1",M86831,1,"Gangliocytic paraganglioma, uncertain whether benign or malignant","Gangliocytic paraganglioma, ub/m",1/7/2013,,
"M8690/0",M86900,1,"Glomus jugulare tumour, benign","Glomus jugulare tum, benign",1/7/2013,1/7/2022,
"M8690/1",M86901,0,Glomus jugulare tumour NOS,Glomus jugulare tum NOS,1/7/1998,1/7/2022,
"M8690/2",M86902,1,"Middle ear paraganglioma, in situ",Middle ear paraganglioma in situ,1/7/2013,,
"M8690/3",M86903,0,Middle ear paraganglioma,Middle ear paraganglioma,1/7/2002,,
"M8690/6",M86906,1,"Middle ear paraganglioma, malignant, metastatic",Middle ear paraganglioma malignant met,1/7/2002,,
"M8690/9",M86909,1,"Middle ear paraganglioma, uncertain whether primary or metastatic","Middle ear paraganglioma up/m",1/7/2002,,
"M8691/1",M86911,0,Aortic body tumour,Aortic body tum,1/7/1998,1/7/2022,
"M8691/2",M86912,1,"Aortic body tumour, in situ","Aortic body tum, insit",1/7/2013,,
"M8691/3",M86913,0,Aortic body tumour,Aortic body tumour,1/7/1998,,
"M8691/6",M86916,1,"Aortic body tumour, metastatic",Aortic body tumour metastatic,1/7/2002,,
"M8691/9",M86919,1,"Aortic body tumour, uncertain whether primary or metastatic","Aortic body tum, up/m",1/7/2002,,
"M8692/1",M86921,0,Carotid body tumour,Carotid body tum,1/7/1998,1/7/2022,
"M8692/3",M86923,0,Carotid body paraganglioma,Carotid body paraganglioma,1/7/2002,,
"M8692/6",M86926,1,"Carotid body paraganglioma, metastatic",Carotid body paraganglioma metastatic,1/7/2002,,
"M8692/9",M86929,1,"Carotid body paraganglioma, uncertain whether primary or metastatic","Carotid body paraganglioma up/m",1/7/2002,,
"M8693/1",M86931,0,Extra-adrenal paraganglioma NOS,Extra-adrenal paraganglioma NOS,1/7/1998,1/7/2022,
"M8693/2",M86932,1,"Extra-adrenal paraganglioma, in situ","Extra-adrenal paraganglioma, insit",1/7/2013,,
"M8693/3",M86933,0,Extra-adrenal paraganglioma NOS,Extra-adrenal paraganglioma NOS,1/7/1998,,
"M8693/6",M86936,1,"Extra-adrenal paraganglioma NOS, metastatic",Extra-adrenal paraganglioma NOS met,1/7/2002,,
"M8693/9",M86939,1,"Extra-adrenal paraganglioma NOS, uncertain whether primary or metastatic","Extra-adrenal paraganglioma NOS up/m",1/7/2002,,
"M8700/0",M87000,0,Phaeochromocytoma NOS,Phaeochromocytoma NOS,1/7/1998,1/7/2022,
"M8700/1",M87001,1,"Phaeochromocytoma, uncertain whether benign or malignant","Phaeochromocytoma, ub/m",1/7/2013,1/7/2022,
"M8700/2",M87002,1,"Phaeochromocytoma NOS, in situ",Phaeochromocytoma NOS in situ,1/7/2013,,
"M8700/3",M87003,0,Phaeochromocytoma NOS,Phaeochromocytoma NOS,1/7/1998,,
"M8700/6",M87006,1,"Phaeochromocytoma NOS, metastatic",Phaeochromocytoma NOS metastatic,1/7/2002,,
"M8700/9",M87009,1,"Phaeochromocytoma NOS, uncertain whether primary or metastatic","Phaeochromocytoma NOS up/m",1/7/2002,,
"M8710/2",M87102,1,"Glomangiosarcoma, in situ","Glomangiosarcoma, insit",1/7/2013,,
"M8710/3",M87103,0,Glomangiosarcoma,Glomangiosarcoma,1/7/1998,,
"M8710/6",M87106,1,"Glomangiosarcoma, metastatic","Glomangiosarcoma, met",1/7/2002,,
"M8710/9",M87109,1,"Glomangiosarcoma, uncertain whether primary or metastatic","Glomangiosarcoma, up/m",1/7/2002,,
"M8711/0",M87110,0,Glomus tumour NOS,Glomus tum NOS,1/7/1998,,
"M8711/1",M87111,0,Glomangiomatosis,Glomangiomatosis,1/7/2002,,
"M8711/2",M87112,1,"Glomus tumour, in situ","Glomus tum, insit",1/7/2013,,
"M8711/3",M87113,0,"Glomus tumour, malignant","Glomus tum, malg",1/7/2002,,
"M8711/6",M87116,1,"Glomus tumour, malignant, metastatic","Glomus tum, malg, met",1/7/2002,,
"M8711/9",M87119,1,"Glomus tumour, malignant, uncertain whether primary or metastatic","Glomus tum, malg, up/m",1/7/2002,,
"M8712/0",M87120,0,Glomangioma,Glomangioma,1/7/1998,,
"M8712/2",M87122,1,"Glomangioma, in situ","Glomangioma, insit",1/7/2013,,
"M8712/3",M87123,1,"Glomangioma, malignant","Glomangioma, malg",1/7/2002,,
"M8712/6",M87126,1,"Glomangioma, malignant, metastatic","Glomangioma, malg, met",1/7/2002,,
"M8712/9",M87129,1,"Glomangioma, uncertain whether primary or metastatic","Glomangioma, up/m",1/7/2002,,
"M8713/0",M87130,0,Glomangiomyoma,Glomangiomyoma,1/7/1998,,
"M8713/2",M87132,1,"Glomangiomyoma, in situ","Glomangiomyoma, insit",1/7/2013,,
"M8714/0",M87140,0,"Perivascular epithelioid tumour, benign",Perivascular epithelioid tumour benign,1/7/2022,,
"M8714/3",M87143,0,"Perivascular epithelioid tumour, malignant",Perivascular epithelioid tum malignant,1/7/2022,,
"M8714/6",M87146,1,"Perivascular epithelioid tumour, metastatic",Perivascular epithelioid tum metastatic,1/7/2022,,
"M8714/9",M87149,1,"Perivascular epithelioid tumour, uncertain whether primary or metastatic","Perivascular epithelioid tumour up/m",1/7/2022,,
"M8720/0",M87200,0,Pigmented naevus NOS,Pigmented naevus NOS,1/7/1998,,
"M8720/1",M87201,1,"Pigmented naevus, uncertain whether benign or malignant","Pigmented naevus, ub/m",1/7/2002,,
"M8720/2",M87202,0,Melanoma in situ,Melanoma insit,1/7/1998,,
"M8720/3",M87203,0,Malignant melanoma NOS,Malg melanoma NOS,1/7/1998,,
"M8720/6",M87206,1,"Malignant melanoma NOS, metastatic","Malg melanoma NOS, met",1/7/1998,,
"M8720/9",M87209,1,"Malignant melanoma NOS, uncertain whether primary or metastatic","Malg melanoma NOS, up/m",1/7/2002,,
"M8721/2",M87212,1,"Nodular melanoma, in situ","Nodular melanoma, insit",1/7/2013,,
"M8721/3",M87213,0,Nodular melanoma,Nodular melanoma,1/7/1998,,
"M8721/6",M87216,1,"Nodular melanoma, metastatic","Nodular melanoma, met",1/7/2002,,
"M8721/9",M87219,1,"Nodular melanoma, uncertain whether primary or metastatic","Nodular melanoma, up/m",1/7/2002,,
"M8722/0",M87220,0,Balloon cell naevus,Balloon cell naevus,1/7/1998,,
"M8722/1",M87221,1,"Balloon cell naevus, uncertain whether benign or malignant","Balloon cell naevus, ub/m",1/7/2002,,
"M8722/2",M87222,1,"Balloon cell melanoma, in situ","Balloon cell melanoma, insit",1/7/2002,,
"M8722/3",M87223,0,Balloon cell melanoma,Balloon cell melanoma,1/7/1998,,
"M8722/6",M87226,1,"Balloon cell melanoma, metastatic","Balloon cell melanoma, met",1/7/2002,,
"M8722/9",M87229,1,"Balloon cell melanoma, uncertain whether primary or metastatic","Balloon cell melanoma, up/m",1/7/2002,,
"M8723/0",M87230,0,Halo naevus,Halo naevus,1/7/1998,,
"M8723/1",M87231,1,"Melanoma, regressing, uncertain whether benign or malignant","Melanoma, regressing, ub/m",1/7/2013,,
"M8723/2",M87232,1,"Malignant melanoma, regressing, in situ","Malg melanoma, regressing, insit",1/7/2002,,
"M8723/3",M87233,0,"Malignant melanoma, regressing","Malg melanoma, regressing",1/7/1998,,
"M8723/6",M87236,1,"Malignant melanoma, regressing, metastatic","Malg melanoma, regressing, met",1/7/2002,,
"M8723/9",M87239,1,"Malignant melanoma, regressing, uncertain whether primary or metastatic","Malg melanoma, regressing, up/m",1/7/2002,,
"M8724/0",M87240,0,Fibrous papule of nose (D22.3),Fibrous papule of nose,1/7/1998,1/7/2002,
"M8725/0",M87250,0,Neuronaevus,Neuronaevus,1/7/1998,,
"M8725/1",M87251,1,"Neuronaevus, uncertain whether benign or malignant","Neuronaevus, ub/m",1/7/2002,,
"M8725/3",M87253,1,"Neuronaevus, malignant","Neuronaevus, malg",1/7/2013,,
"M8725/6",M87256,1,"Neuronaevus, metastatic","Neuronaevus, met",1/7/2013,,
"M8725/9",M87259,1,"Neuronaevus, uncertain whether primary or metastatic","Neuronaevus, up/m",1/7/2013,,
"M8726/0",M87260,0,Magnocellular naevus,Magnocellular naevus,1/7/1998,,
"M8726/1",M87261,1,"Magnocellular naevus, uncertain whether benign or malignant","Magnocellular naevus, ub/m",1/7/2002,,
"M8726/3",M87263,1,"Magnocellular naevus, malignant","Magnocellular naevus, malg",1/7/2013,,
"M8726/6",M87266,1,"Magnocellular naevus, metastatic","Magnocellular naevus, met",1/7/2013,,
"M8726/9",M87269,1,"Magnocellular naevus, uncertain whether primary or metastatic","Magnocellular naevus, up/m",1/7/2013,,
"M8727/0",M87270,0,Dysplastic naevus,Dysplastic naevus,1/7/1998,,
"M8727/1",M87271,1,"Dysplastic naevus, uncertain whether benign or malignant","Dysplastic naevus, ub/m",1/7/2013,,
"M8727/2",M87272,1,"Melanoma in dysplastic naevus, in situ","Melanoma in dysplastic naevus, insit",1/7/2002,,
"M8727/3",M87273,1,"Melanoma in dysplastic naevus, malignant","Melanoma in dysplastic naevus, malg",1/7/2002,,
"M8727/6",M87276,1,"Melanoma in dysplastic naevus, metastatic","Melanoma in dysplastic naevus, met",1/7/2002,,
"M8727/9",M87279,1,"Melanoma in dysplastic naevus, uncertain whether primary or metastatic","Melanoma in dysplastic naevus, up/m",1/7/2002,,
"M8728/0",M87280,0,Meningeal melanocytosis,Meningeal melanocytosis,1/7/2002,,
"M8728/1",M87281,0,Meningeal melanocytoma,Meningeal melanocytoma,1/7/2002,,
"M8728/2",M87282,1,"Meningeal melanomatosis, in situ","Meningeal melanomatosis, insit",1/7/2002,,
"M8728/3",M87283,0,Meningeal melanomatosis,Meningeal melanomatosis,1/7/2002,,
"M8728/6",M87286,1,"Meningeal melanomatosis, metastatic","Meningeal melanomatosis, met",1/7/2002,,
"M8728/9",M87289,1,"Meningeal melanomatosis, uncertain whether primary or metastatic","Meningeal melanomatosis, up/m",1/7/2002,,
"M8730/0",M87300,0,Nonpigmented naevus,Nonpigmented naevus,1/7/1998,,
"M8730/1",M87301,1,"Nonpigmented naevus, uncertain whether benign or malignant","Nonpigmented naevus, ub/m",1/7/2002,,
"M8730/2",M87302,1,"Amelanotic melanoma, in situ","Amelanotic melanoma, insit",1/7/2002,,
"M8730/3",M87303,0,Amelanotic melanoma,Amelanotic melanoma,1/7/1998,,
"M8730/6",M87306,1,"Amelanotic melanoma, metastatic","Amelanotic melanoma, met",1/7/2002,,
"M8730/9",M87309,1,"Amelanotic melanoma, uncertain whether primary or metastatic","Amelanotic melanoma, up/m",1/7/2002,,
"M8740/0",M87400,0,Junctional naevus NOS,Junctional naevus NOS,1/7/1998,,
"M8740/1",M87401,1,"Junctional naevus, uncertain whether benign or malignant","Junctional naevus, ub/m",1/7/2002,,
"M8740/2",M87402,1,"Malignant melanoma in junctional naevus, in situ","Malg melanoma in jctnl, naevus, insit",1/7/2002,,
"M8740/3",M87403,0,Malignant melanoma in junctional naevus,Malg melanoma in junctional naevus,1/7/1998,,
"M8740/6",M87406,1,"Malignant melanoma in junctional naevus, metastatic","Malg melanoma in junctional naevus, met",1/7/2002,,
"M8740/9",M87409,1,"Malignant melanoma in junctional naevus, uncertain whether primary or metastatic","Malg melanoma in jctnl, naevus, up/m",1/7/2002,,
"M8741/1",M87411,1,"Precancerous melanosis, uncertain whether benign or malignant","Precancerous melanosis, ub/m",1/7/2002,,
"M8741/2",M87412,0,Precancerous melanosis NOS,Precancerous melanosis NOS,1/7/1998,,
"M8741/3",M87413,0,Malignant melanoma in precancerous melanosis,Malg melanoma in precancerous melanosis,1/7/1998,,
"M8741/6",M87416,1,"Malignant melanoma in precancerous melanosis, metastatic","Malg melanoma in precancerous mlns, met",1/7/2002,,
"M8741/9",M87419,1,"Malignant melanoma in precancerous melanosis, uncertain whether primary or metastatic","Malg melanoma in pcancerous, mlns, up/m",1/7/2002,,
"M8742/0",M87420,0,Lentiginous melanocytic naevus,Lentiginous melanocytic naevus,1/7/2013,,
"M8742/1",M87421,1,"Lentigo maligna, uncertain whether benign or malignant","Lentigo maligna, ub/m",1/7/2002,,
"M8742/2",M87422,0,Lentigo maligna,Lentigo maligna,1/7/1998,,
"M8742/3",M87423,0,Lentigo maligna melanoma,Lentigo maligna melanoma,1/7/1998,,
"M8742/6",M87426,1,"Lentigo maligna melanoma, metastatic","Lentigo maligna melanoma, met",1/7/2002,,
"M8742/9",M87429,1,"Lentigo maligna melanoma, uncertain whether primary or metastatic","Lentigo maligna melanoma, up/m",1/7/2002,,
"M8743/1",M87431,1,"Low cumulative sun damage melanoma, uncertain whether benign or malignant","Low cumulative sun damage melanoma ub/m",1/7/2013,,
"M8743/2",M87432,1,"Low cumulative sun damage melanoma, in situ",Low cumulative sun damage melanoma insit,1/7/2002,,
"M8743/3",M87433,0,Low cumulative sun damage melanoma,Low cumulative sun damage melanoma,1/7/1998,,
"M8743/6",M87436,1,"Low cumulative sun damage melanoma, metastatic",Low cumulative sun damage melanoma met,1/7/2002,,
"M8743/9",M87439,1,"Low cumulative sun damage melanoma, uncertain whether primary or metastatic","Low cumulative sun damage melanoma up/m",1/7/2002,,
"M8744/0",M87440,0,Acral naevus,Acral naevus,1/7/2022,,
"M8744/2",M87442,1,"Acral melanoma, in situ",Acral melanoma in situ,1/7/2002,,
"M8744/3",M87443,0,Acral melanoma,Acral melanoma,1/7/1998,,
"M8744/6",M87446,1,"Acral melanoma, metastatic",Acral melanoma metastatic,1/7/2002,,
"M8744/9",M87449,1,"Acral melanoma, uncertain whether primary or metastatic","Acral melanoma up/m",1/7/2002,,
"M8745/2",M87452,1,"Desmoplastic melanoma NOS, in situ",Desmoplastic melanoma NOS in situ,1/7/2002,,
"M8745/3",M87453,0,Desmoplastic melanoma NOS,Desmoplastic melanoma NOS,1/7/1998,,
"M8745/6",M87456,1,"Desmoplastic melanoma NOS, metastatic",Desmoplastic melanoma NOS metastatic,1/7/2002,,
"M8745/9",M87459,1,"Desmoplastic melanoma NOS, uncertain whether primary or metastatic","Desmoplastic melanoma NOS up/m",1/7/2002,,
"M8746/2",M87462,1,"Mucosal lentiginous melanoma, in situ","Mucosal lentiginous melanoma, insit",1/7/2002,,
"M8746/3",M87463,0,Mucosal lentiginous melanoma,Mucosal lentiginous melanoma,1/7/2002,,
"M8746/6",M87466,1,"Mucosal lentiginous melanoma, metastatic","Mucosal lentiginous melanoma, met",1/7/2002,,
"M8746/9",M87469,1,"Mucosal lentiginous melanoma, uncertain whether primary or metastatic","Mucosal lentiginous melanoma, up/m",1/7/2002,,
"M8750/0",M87500,0,Dermal naevus,Dermal naevus,1/7/1998,,
"M8750/1",M87501,1,"Dermal naevus, uncertain whether benign or malignant","Dermal naevus ub/m",1/7/2002,,
"M8750/2",M87502,1,"Dermal naevus, in situ",Dermal naevus in situ,1/7/2013,,
"M8750/3",M87503,1,"Dermal naevus, malignant",Dermal naevus malignant,1/7/2013,,
"M8750/6",M87506,1,"Dermal naevus, metastatic",Dermal naevus metastatic,1/7/2013,,
"M8750/9",M87509,1,"Dermal naevus, uncertain whether primary or metastatic","Dermal naevus up/m",1/7/2013,,
"M8760/0",M87600,0,Compound naevus,Compound naevus,1/7/1998,,
"M8760/1",M87601,1,"Compound naevus, uncertain whether benign or malignant","Compound naevus, ub/m",1/7/2002,,
"M8760/2",M87602,1,"Compound naevus, in situ","Compound naevus, insit",1/7/2013,,
"M8760/3",M87603,1,"Compound naevus, malignant","Compound naevus, malg",1/7/2013,,
"M8760/6",M87606,1,"Compound naevus, metastatic","Compound naevus, met",1/7/2013,,
"M8760/9",M87609,1,"Compound naevus, uncertain whether primary or metastatic","Compound naevus, up/m",1/7/2013,,
"M8761/0",M87610,0,Congenital melanocytic naevus NOS,Congenital melanocytic naevus NOS,1/7/2002,,
"M8761/1",M87611,0,Giant pigmented naevus NOS,Giant pigmented naevus NOS,1/7/1998,,
"M8761/2",M87612,1,"Malignant melanoma arising in giant congenital naevus, in situ",Malg melanoma in gt cong naevus insit,1/7/2002,,
"M8761/3",M87613,0,Malignant melanoma arising in giant congenital naevus,Malg melanoma in giant congenital naevus,1/7/1998,,
"M8761/6",M87616,1,"Malignant melanoma arising in giant congenital naevus, metastatic",Malg melanoma in giant cong naevus met,1/7/2002,,
"M8761/9",M87619,1,"Malignant melanoma arising in giant congenital naevus, uncertain whether primary or metastatic","Malg melanoma in giant cong naevus up/m",1/7/2002,,
"M8762/1",M87621,0,Proliferative dermal lesion in congenital naevus,Prolf dermal lesion in cong naevus,1/7/2002,,
"M8770/0",M87700,0,Epithelioid and spindle cell naevus,Epithelioid and spndl cell naevus,1/7/1998,,
"M8770/1",M87701,1,"Epithelioid and spindle cell naevus, uncertain whether benign or malignant ","Epithelioid and spndl cell naevus, ub/m",1/7/2013,,
"M8770/2",M87702,1,"Spitz tumour, in situ",Spitz tumour in situ,1/7/2002,,
"M8770/3",M87703,0,Malignant Spitz tumour,Malignant Spitz tumour,1/7/1998,,
"M8770/6",M87706,1,"Malignant Spitz tumour, metastatic",Malignant Spitz tumour metastatic,1/7/2002,,
"M8770/9",M87709,1,"Malignant Spitz tumour, uncertain whether primary or metastatic","Malignant Spitz tumour up/m",1/7/2002,,
"M8771/0",M87710,0,Epithelioid cell naevus,Epithelioid cell naevus,1/7/1998,,
"M8771/1",M87711,1,"Epithelioid cell naevus, uncertain whether benign or malignant","Epithelioid cell naevus, ub/m",1/7/2002,,
"M8771/2",M87712,1,"Epithelioid cell melanoma, in situ","Epithelioid cell melanoma, insit",1/7/2002,,
"M8771/3",M87713,0,Epithelioid cell melanoma,Epithelioid cell melanoma,1/7/1998,,
"M8771/6",M87716,1,"Epithelioid cell melanoma, metastatic","Epithelioid cell melanoma, met",1/7/2002,,
