code_id,code_id_clean,block,ascii_desc,ascii_short_desc,effective_from,inactive,sex,AgeL,AgeH,Atype,rare_use_flag,block_change,ascii_desc_change,ascii_short_desc_change,sex_change,ageL_change,ageH_change,atype_change,rare_use_flag_change,Status
45533-00,4553300,1756,"Reconstruction of breast using breast sharing technique, first stage",Recon brst using sharing tech first stg,1/7/1998,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45536-00,4553600,1756,"Reconstruction of breast using breast sharing technique, second stage",Recon breast usg brst share tech second,1/7/1998,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45539-00,4553900,1756,Reconstruction of breast with insertion of tissue expander,Recon breast w insertion tissue expander,1/7/1998,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45542-00,4554200,1758,Removal of breast tissue expander and insertion of permanent prosthesis,"R/O breast tis expand & ins perm prosth",1/7/1998,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45545-00,4554500,1757,Reconstruction of nipple,Reconstruction of nipple,1/7/1998,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45545-01,4554501,1757,Reconstruction of areola,Reconstruction of areola,1/7/1998,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45545-02,4554502,1757,Reconstruction of nipple and areola,Reconstruction of nipple and areola,1/7/1998,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45546-00,4554600,1741,Intradermal colouration of skin for nipple or areola,"Intraderm colour skin for nipple/areola",1/7/2000,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45548-00,4554800,1758,Removal of breast prosthesis,Removal of breast prosthesis,1/7/1998,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45548-01,4554801,1758,Removal of breast tissue expander,Removal of breast tissue expander,1/7/2000,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45552-00,4555200,1758,Replacement of breast prosthesis,Replacement of breast prosthesis,1/7/1998,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45556-00,4555600,1755,Mastopexy,Mastopexy,1/7/2004,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45624-00,4562400,1688,Reoperation to correct previous ptosis repair of eyelid by frontalis muscle technique with suture,Reop ptosis eyelid by musc tech w sut,1/7/2000,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
45624-01,4562401,1688,Reoperation to correct previous ptosis repair of eyelid by frontalis muscle technique with fascial sling,Reop ptosis eyelid by musc tech w sling,1/7/2000,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
45624-02,4562402,1688,Reoperation to correct previous ptosis repair of eyelid by resection or advancement of levator muscle,"Reop ptosis eyelid resect/advance musc",1/7/2000,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45624-03,4562403,1688,Reoperation to correct previous ptosis repair of eyelid by other levator muscle techniques,Reop ptosis eyelid by oth musc tech,1/7/2000,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
45624-04,4562404,1688,Reoperation to correct previous ptosis repair of eyelid by tarsal technique,Reop ptosis eyelid by tarsal tech,1/7/2000,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
45624-05,4562405,1688,Reoperation to correct previous ptosis repair of eyelid by other techniques,Reop ptosis eyelid by other tech,1/7/2000,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
45627-00,4562700,239,"Correction of ectropion or entropion, not elsewhere classified",Correction of ectropion or entropion NEC,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
45731-00,4573100,1707,"Osteotomies or ostectomies of mandible, 1 to 3 procedures","Osteo/ostectomies mandible 1 to 3 proc",1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45731-01,4573101,1707,"Osteotomies or ostectomies of maxilla, 1 to 3 procedures","Osteo/ostectomies maxilla 1 to 3 proc",1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45732-00,4573200,1708,"Osteotomies or ostectomies of mandible, 1 to 3 procedures, with internal fixation","Osteo/ostectomies mandible 1 to 3 w IF",1/7/2002,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45732-01,4573201,1708,"Osteotomies or ostectomies of maxilla, 1 to 3 procedures, with internal fixation","Osteo/ostectomies maxilla 1 to 3 w IF",1/7/2002,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45747-00,4574700,1707,"Osteotomies or ostectomies of mandible and maxilla, 6 or more procedures","Osteo/ostectomies mandible & maxilla >=6",1/7/2002,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45752-00,4575200,1708,"Osteotomies or ostectomies of mandible and maxilla, 6 or more procedures, with internal fixation","Osteo/ostectomies mand max >=6 proc w IF",1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
46321-00,4632100,1462,"Arthroplasty of interphalangeal joint of hand, 5 or more joints",Arthroplasty of IPJ hand >= 5 joints,1/7/1998,,,,,,0,0,0,1,0,0,0,0,0,UPDATED
46321-01,4632101,1463,"Arthroplasty of metacarpophalangeal joint, 5 or more joints",Arthroplasty of MCP joint >= 5 joints,1/7/1998,,,,,,0,0,0,1,0,0,0,0,0,UPDATED
46378-00,4637800,1447,Palmar fasciectomy for Dupuytren's contracture involving 3 or more digits (rays),Palmr fasciectomy Dupuytren's >= 3 dgt,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
46486-01,4648601,1636,Primary repair of fingernail,Primary repair of fingernail,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
46486-02,4648602,1636,Primary repair of toenail,Primary repair of toenail,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
46489-01,4648901,1636,Secondary repair of fingernail,Secondary repair of fingernail,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
46489-02,4648902,1636,Secondary repair of toenail,Secondary repair of toenail,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47301-00,4730100,1454,Closed reduction of fracture of phalanx of hand,Closed reduction fx phalanx hand,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47301-01,4730101,1454,Closed reduction of fracture of phalanx of hand with internal fixation,Closed reduction fx phalanx hand with IF,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47304-00,4730400,1453,Closed reduction of fracture of metacarpus,Closed reduction fracture of metacarpus,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47304-01,4730401,1453,Closed reduction of fracture of metacarpus with internal fixation,Closed rdctn fracture metacarpus w IF,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47310-00,4731000,1457,Open reduction of fracture of phalanx of hand with internal fixation,Open reduction fx phalanx hand with IF,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47310-01,4731001,1456,Open reduction of fracture of metacarpus with internal fixation,Open rdctn fracture metacarpus with IF,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47313-00,4731300,1454,Closed reduction of intra-articular fracture of phalanx of hand,Closed rdctn intrartclr fx phalanx hand,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47313-01,4731301,1454,Closed reduction of intra-articular fracture of phalanx of hand with internal fixation,Closed rdctn intrartclr fx phlx hnd w IF,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47313-02,4731302,1453,Closed reduction of intra-articular fracture of metacarpus,Closed rdctn intrartclr fx metacarpus,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47313-03,4731303,1453,Closed reduction of intra-articular fracture of metacarpus with internal fixation,Clsd rdctn intrartclr fx metacarpus IF,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47316-00,4731600,1457,Open reduction of intra-articular fracture of phalanx of hand with internal fixation,Open rdctn intrartclr fx phlx hand w IF,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47316-01,4731601,1456,Open reduction of intra-articular fracture of metacarpus with internal fixation,Open rdctn intrartclr fx metacarpus w IF,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47361-00,4736100,1421,Immobilisation of fracture of distal radius or ulna,"Immobilisation fx distal radius / ulna",1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47362-00,4736200,1427,Closed reduction of fracture of distal radius,Closed reduction fracture distal radius,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47362-01,4736201,1428,Closed reduction of fracture of distal ulna,Closed rdctn fracture of distal ulna,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47364-00,4736400,1429,Open reduction of fracture of distal radius,Open reduction fracture distal radius,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47364-01,4736401,1429,Open reduction of fracture of distal radius with internal fixation,Open rdctn fracture distal radius w IF,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47364-02,4736402,1430,Open reduction of fracture of distal ulna,Open reduction fracture of distal ulna,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47364-03,4736403,1430,Open reduction of fracture of distal ulna with internal fixation,Open reduction fracture distal ulna w IF,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47367-00,4736700,1427,Closed reduction of fracture of distal radius with internal fixation,Closed rdctn fracture distal radius w IF,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47367-01,4736701,1428,Closed reduction of fracture of distal ulna with internal fixation,Closed rdctn fracture distal ulna w IF,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47466-00,4746600,1377,Closed reduction of sternum,Closed reduction of sternum,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
47467-00,4746700,1377,Open reduction of sternum,Open reduction of sternum,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
47492-01,4749201,1479,Closed reduction of fracture of acetabulum,Closed reduction fracture of acetabulum,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
47603-00,4760300,1537,"Closed reduction of fracture of ankle with internal fixation, 2 or more of diastasis, fibula or malleolus",Clsd rdctn fx ank IF >=2 diats fib malus,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
47603-01,4760301,1539,"Open reduction of fracture of ankle with internal fixation, 2 or more of diastasis, fibula or malleolus",Open rdctn fx ank IF >=2 diats fib malus,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
47771-00,4777100,1368,"Open reduction of fracture of zygomatic bone with external fixation, 3 or more sites",Op rdctn fx zyg bone w ex fix >= 3 sites,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
47771-01,4777101,1368,"Open reduction of fracture of zygomatic bone with internal fixation, 3 or more sites",Op rdctn fx zyg bone w IF >= 3 sites,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
47982-00,4798200,1481,Forage of neck or head of femur,Forage of neck or head of femur,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
48503-00,4850300,1520,Epiphysiodesis of tibia or fibula,Epiphysiodesis of tibia or fibula,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
48948-03,4894803,1404,Chondroplasty of shoulder,Chondroplasty of shoulder,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49103-01,4910301,1418,Arthroscopic stabilisation of elbow,Arthroscopic stabilisation of elbow,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49109-02,4910902,1412,Arthroscopic debridement of elbow,Arthroscopic debridement of elbow,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49121-05,4912105,1418,Osteoplasty of elbow,Osteoplasty of elbow,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49121-06,4912106,1418,Chondroplasty of elbow,Chondroplasty of elbow,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49209-00,4920900,1468,Arthroplasty of wrist,Arthroplasty of wrist,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
49224-04,4922404,1468,Chondroplasty of wrist,Chondroplasty of wrist,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49224-05,4922405,1468,Osteoplasty of wrist,Osteoplasty of wrist,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49227-01,4922701,1468,Stabilisation of wrist,Stabilisation of wrist,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49227-02,4922702,1468,Arthroscopic stabilisation of wrist,Arthroscopic stabilisation of wrist,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49503-06,4950306,1520,Arthroscopic chondroplasty of knee with multiple drilling or implant,Arthro chdply knee w mult drilling impl,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49515-00,4951500,1501,Excision of prosthesis of knee,Excision of prosthesis of knee,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
49521-01,4952101,1519,"Total arthroplasty of knee with bone graft to femur, bilateral",Tot arthroplasty knee bne gft femur bil,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
49521-02,4952102,1519,"Total arthroplasty of knee with bone graft to tibia, unilateral",Tot arthroplasty knee bne gft tibia uni,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
49521-03,4952103,1519,"Total arthroplasty of knee with bone graft to tibia, bilateral",Tot arthroplasty knee bone gft tibia bil,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
49527-00,4952700,1524,Revision of arthroplasty of knee,Revision of arthroplasty of knee,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
49530-00,4953000,1523,Revision of arthroplasty of knee with bone graft to femur,Rev arthroplasty knee bone graft femur,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
49530-01,4953001,1523,Revision of arthroplasty of knee with bone graft to tibia,Rev arthroplasty knee bone graft tibia,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
49533-00,4953300,1523,Revision of arthroplasty of knee with bone graft to femur and tibia,Rev arthroply knee graft femur & tibia,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
49542-00,4954200,1522,Arthroscopic reconstruction of knee with repair of meniscus,Arthro recon knee with repair meniscus,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
49542-01,4954201,1522,Reconstruction of knee with repair of meniscus,Reconstruction knee w repair meniscus,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
49554-00,4955400,1523,Revision of arthroplasty of knee with anatomic specific allograft,Rev arthroplasty knee with allograft,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
49559-01,4955901,1520,Chondroplasty of knee with multiple drilling or implant,Chdply knee w multiple drilling implant,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49703-06,4970306,1544,Arthroscopic osteoplasty of ankle,Arthroscopic osteoplasty of ankle,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49703-07,4970307,1544,Chondroplasty of ankle,Chondroplasty of ankle,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49703-08,4970308,1544,Osteoplasty of ankle,Osteoplasty of ankle,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49703-09,4970309,1531,Arthroscopic debridement of ankle,Arthroscopic debridement of ankle,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49706-03,4970603,1529,Division of ankle contracture,Division of ankle contracture,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
49709-01,4970901,1542,Arthroscopic stabilisation of ankle,Arthroscopic stabilisation of ankle,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
49728-00,4972800,1542,Lengthening of gastrocnemius or soleus tendon,Lengthen gastrocnemius or soleus tendon,1/7/2010,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
49827-00,4982700,1547,"Correction of hallux valgus by transfer of adductor hallucis tendon, unilateral",Cor hallux valgus by transfer tend uni,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
49830-00,4983000,1547,"Correction of hallux valgus by transfer of adductor hallucis tendon, bilateral",Cor hallux valgus by transfer tend bil,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
49857-00,4985700,1544,Arthroplasty of foot,Arthroplasty of foot,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
50100-00,5010000,1555,"Arthroscopy of joint, not elsewhere classified",Arthroscopy of joint NEC,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
50130-00,5013000,1550,"Application of external fixation device, not elsewhere classified",Application external fixation dev NEC,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
50218-00,5021800,1570,En bloc resection of lesion of long bone of upper limb with arthrodesis of adjacent joint,En bloc resec lsn upp limb arthrodes jt,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
50218-04,5021804,1570,Total resection of long bone of upper limb with endoprosthetic replacement,Tot resec upp limb w endoprosth replace,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
50218-05,5021805,1570,Total resection of long bone of lower limb with endoprosthetic replacement,Tot resec low limb w endoprosth replace,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51011-00,5101100,46,"Decompression of cervical spinal cord, 1 level",Decomp of cervical spin cord 1 level,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51011-01,5101101,46,"Decompression of thoracic spinal cord, 1 level",Decomp of thoracic spin cord 1 lvl,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51011-02,5101102,46,"Decompression of thoracolumbar spinal cord,1 level",Decomp thoracolumbar spin cord 1 level,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51011-03,5101103,46,"Decompression of lumbar spinal canal, 1 level",Decomp of lumbar spinal canal 1 level,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51012-00,5101200,46,"Decompression of cervical spinal cord, 2 or more levels",Decomp of cervical spin cord >= 2 lvl,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51012-01,5101201,46,"Decompression of thoracic spinal cord, 2 or more levels",Decomp thoracic spin cord >= 2 lvl,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51012-02,5101202,46,"Decompression of thoracolumbar spinal cord, 2 or more levels",Decomp thoracolumbar spin cord >= 2 lvl,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51012-03,5101203,46,"Decompression of lumbar spinal canal, 2 or more levels",Decompression of canal >= 2 lvl,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51020-00,5102000,1390,Simple internal fixation of spine,Simple internal fixation of spine,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51021-00,5102100,1390,"Segmental internal fixation of spine, 1 or 2 levels",Segmental IF of spine 1 or 2 levels,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51023-00,5102300,1390,"Segmental internal fixation of spine, 3 or 4 levels",Segmental IF of spine 3 or 4 levels,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51025-00,5102500,1390,"Segmental internal fixation of spine, 5 or more levels",Segmental IF of spine >= 5 levels,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51031-00,5103100,1389,"Posterior column spinal fusion, 1 level",Posterior column spinal fusion 1 level,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51032-00,5103200,1389,"Posterior column spinal fusion, 2 or more levels",Posterior column spinal fusion >= 2 lvl,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51041-00,5104100,1389,"Anterior column spinal fusion, 1 level",Anterior column spinal fusion 1 level,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51042-00,5104200,1389,"Anterior column spinal fusion, 2 or more levels",Ant column spinal fusion >= 2 levels,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51051-00,5105100,1383,"Pedicle subtraction osteotomy, 1 level",Pedicle subtraction osteotomy 1 level,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51052-00,5105200,1383,"Pedicle subtraction osteotomy, 2 or more levels",Pedicle subtraction osteotomy >= 2 lvl,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51053-00,5105300,1383,Vertebral column resection osteotomy,Vertebral column resection osteotomy,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51054-00,5105400,1383,"Subtotal excision of vertebra, 1 level",Subtotal excision of vertebra 1 level,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51055-00,5105500,1383,"Subtotal excision of vertebra, 2 or more levels",Subtotal excision of vertebra >= 2 lvl,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51057-00,5105700,1383,"En bloc excision of vertebra, 1 level",En bloc excision of vertebra 1 level,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51058-00,5105800,1383,"En bloc excision of vertebra, 2 or more levels",En bloc excision of vertebra >= 2 levels,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51061-00,5106100,1389,"Anterior and posterior column spinal fusion,1 level",Ant & post column spinal fusion 1 level,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51062-00,5106200,1389,"Anterior and posterior column spinal fusion, 2 or more levels",Ant & post column spinal fusion >= 2 lvl,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51071-00,5107100,53,Removal of spinal intradural lesion,Removal of spinal intradural lesion,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51071-01,5107101,53,Removal of spinal extradural lesion,Removal of spinal extradural lesion,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51072-00,5107200,53,Procedure for lesion of craniocervical junction,Proc for lesion craniocervical junction,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51073-00,5107300,53,Removal of spinal intramedullary lesion,Removal of spinal intramedullary lesion,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51103-00,5110300,1390,Odontoid screw fixation,Odontoid screw fixation,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51110-00,5111000,1381,Immobilisation of spine,Immobilisation of spine,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51110-01,5111001,1387,Closed reduction of spine,Closed reduction of spine,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51110-02,5111002,1387,Closed reduction of spine with immobilisation,Closed reduction spine w immobilisation,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51110-03,5111003,1388,Open reduction of spine,Open reduction of spine,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51111-00,5111100,6,Insertion of skull calipers,Insertion of skull calipers,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51112-00,5111200,1870,Application of jacket,Application of jacket,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51113-00,5111300,1870,Application of halo,Application of halo,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51114-00,5111400,1870,Application of halo and jacket,Application of halo and jacket,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51115-00,5111500,1870,Application of halo femoral traction,Application of halo femoral traction,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51130-00,5113000,59,"Insertion of intervertebral disc prosthesis, 1 level",Ins intervertebral disc prosth 1 level,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51130-01,5113001,59,"Insertion of intervertebral disc prosthesis, 2 or more levels",Ins intervertebral disc prosth >= 2 lvl,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51130-02,5113002,59,"Revision of intervertebral disc prosthesis, 1 level",Rev intervertebral disc prosth 1 level,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51130-03,5113003,59,"Revision of intervertebral disc prosthesis, 2 or more levels",Rev intervertebral disc prosth >= 2 lvl,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51130-04,5113004,59,"Removal of intervertebral disc prosthesis, 1 level","R/O intervertebral disc prosth 1 level",1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51130-05,5113005,59,"Removal of intervertebral disc prosthesis, 2 or more levels","R/O intervertebral disc prosth >= 2 lvl",1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51140-00,5114000,1389,Revision of spinal fusion procedure,Rev spinal fusion procedure,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51140-01,5114001,1393,Other revision of spinal procedure,Other revision of spinal procedure,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51145-00,5114500,56,Postoperative reopening of laminotomy or laminectomy site,"Postop reopn lamotmy / laminctmy site",1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51150-00,5115000,1385,Excision of coccyx,Excision of coccyx,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51160-00,5116000,1393,"Anterior exploration of spine, 1 level",Anterior exploration of spine 1 level,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51165-00,5116500,1393,"Anterior exploration of spine, 2 or more levels",Anterior exploration spine >= 2 levels,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
51170-00,5117000,22,Repair of syringomyelia or hydromyelia via craniotomy,Rep syringomyelia hydromyelia v crniotmy,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
55070-00,5507000,1941,"Ultrasound of breast, unilateral","Ultrasound of breast, unilateral",1/7/2002,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
55076-00,5507600,1941,"Ultrasound of breast, bilateral","Ultrasound of breast, bilateral",1/7/2002,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
55276-00,5527600,1945,"Duplex ultrasound of intra-abdominal, aorta and iliac arteries or inferior vena cava and iliac veins","Dplx u/s intrabdo iliac art / veins IVC",1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
55278-00,5527800,1945,Duplex ultrasound of renal or visceral vessels,"Duplex u/s renal or visceral vessels",1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
57350-00,5735000,1966,"Spiral angiography by computerised tomography of head or neck, with intravenous contrast medium",Spiral ang by CT of head or neck w IV CM,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
58912-00,5891200,1975,"Opaque meal of pharynx, oesophagus, stomach and duodenum and follow through to colon",Opaque meal pharynx through to colon,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
60000-00,6000000,1992,"Digital subtraction angiography of head and neck, 1 to 3 data acquisition runs",DSA of head and neck 1 to 3 DAR,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
60000-01,6000001,1992,"Digital subtraction angiography of head and neck with arch aortography, 1 to 3 data acquisition runs",DSA head & neck arch aortogr 1 to 3 DAR,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
60009-00,6000900,1992,"Digital subtraction angiography of head and neck, 10 or more data acquisition runs",DSA of head and neck 10 or more DAR,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
60009-01,6000901,1992,"Digital subtraction angiography of head and neck with arch aortography, 10 or more data acquisition runs",DSA head & neck w arch aortogr >= 10 DAR,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
60012-00,6001200,1993,"Digital subtraction angiography of thorax, 1 to 3 data acquisition runs",DSA thorax 1 to 3 data acquisition runs,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
