code_id,code_id_clean,block,ascii_desc,ascii_short_desc,effective_from,inactive,sex,AgeL,AgeH,Atype,rare_use_flag
55076-00,5507600,1941,"Ultrasound of breast, bilateral","Ultrasound of breast, bilateral",1/7/2002,,,,,,0
55084-00,5508400,1943,Ultrasound of urinary bladder,Ultrasound of urinary bladder,1/7/2006,,,,,,0
55112-00,5511200,1942,M-mode and 2 dimensional real time ultrasound of heart,"M-mode & 2D real time u/s of heart",1/7/1998,1/7/2008,,,,,0
55113-00,5511300,1942,M-mode and 2 dimensional real time ultrasound of heart,"M-mode & 2D real time u/s of heart",1/7/2008,,,,,,0
55118-00,5511800,1942,2 dimensional real time transoesophageal ultrasound of heart,"2D real time transoesophageal u/s heart",1/7/1998,,,,,,0
55130-00,5513000,1942,2 dimensional real time transoesophageal ultrasound of heart performed during cardiac surgery,"2D real tme trnsoesphgl u/s hrt dur surg",1/7/1998,1/7/2013,,,,,0
55238-00,5523800,1946,"Duplex ultrasound of arteries or bypass grafts in lower limb, unilateral","Duplex u/s art/byps grafts low lmb, uni",1/7/1998,,,,,,0
55238-01,5523801,1946,"Duplex ultrasound of arteries or bypass grafts in lower limb, bilateral","Duplex u/s art/byps grafts low lmb, bil",1/7/2004,,,,,,0
55244-00,5524400,1946,"Duplex ultrasound of veins in lower limb, unilateral","Duplex u/s of vein in low limb, uni",1/7/1998,,,,,,0
55244-01,5524401,1946,"Duplex ultrasound of veins in lower limb, bilateral","Duplex u/s of vein in low limb, bil",1/7/2004,,,,,,0
55248-00,5524800,1946,"Duplex ultrasound of arteries or bypass grafts in upper limb, unilateral","Duplex u/s art/byps grafts upp lmb, uni",1/7/1998,,,,,,0
55248-01,5524801,1946,"Duplex ultrasound of arteries or bypass grafts in upper limb, bilateral","Duplex u/s art/byps grafts upp lmb, bil",1/7/2004,,,,,,0
55252-00,5525200,1946,"Duplex ultrasound of veins in upper limb, unilateral","Duplex u/s of veins in upp limb, uni",1/7/1998,,,,,,0
55252-01,5525201,1946,"Duplex ultrasound of veins in upper limb, bilateral","Duplex u/s of veins in upp limb, bil",1/7/2004,,,,,,0
55256-00,5525600,1946,"Duplex ultrasound of arteries or bypass grafts in lower limb, bilateral","Duplex u/s art/byps grafts low lmb, bil",1/7/1998,1/7/2004,,,,,0
55262-00,5526200,1946,"Duplex ultrasound of veins in lower limb, bilateral","Duplex u/s of vein in low limb, bil",1/7/1998,1/7/2004,,,,,0
55266-00,5526600,1946,"Duplex ultrasound of arteries or bypass grafts in upper limb, bilateral","Duplex u/s art/byps grafts upp lmb, bil",1/7/1998,1/7/2004,,,,,0
55270-00,5527000,1946,"Duplex ultrasound of veins in upper limb, bilateral","Duplex u/s of veins in upp limb, bil",1/7/1998,1/7/2004,,,,,0
55274-00,5527400,1944,"Duplex ultrasound of extracranial, carotid and vertebral vessels","Duplex u/s extracranial/carotid & vert",1/7/1998,,,,,,0
55276-00,5527600,1945,"Duplex ultrasound of intra-abdominal, aorta and iliac arteries or inferior vena cava and iliac veins","Dplx u/s intrabdo iliac art / veins IVC",1/7/1998,,,,,,0
55278-00,5527800,1945,Duplex ultrasound of renal or visceral vessels,"Duplex u/s renal or visceral vessels",1/7/1998,,,,,,0
55280-00,5528000,1944,Duplex ultrasound of intracranial vessels,Duplex ultrasound of intracranial vessel,1/7/1998,,,,,,0
55282-00,5528200,1947,Duplex ultrasound of artery of penis,Duplex ultrasound of artery of penis,1/7/1998,,1,,,,0
55284-00,5528400,1947,Duplex ultrasound of cavernosal tissue of penis,"Duplex u/s of cavernosal tissue of penis",1/7/1998,,1,,,,0
55286-00,5528600,1948,Duplex ultrasound of vessels of other sites,"Duplex u/s of vessels of other sites",1/7/1998,1/7/2000,,,,,0
55292-00,5529200,1946,Duplex ultrasound of surgically created arteriovenous fistula or access graft of upper limb,"Dplx u/s AV fist/access gft upp lmb",1/7/2004,,,,,,0
55292-01,5529201,1946,Duplex ultrasound of surgically created arteriovenous fistula or access graft of lower limb,"Dplx u/s AV fist/access grft low lmb",1/7/2004,,,,,,0
55294-00,5529400,1948,Duplex ultrasound of arteries for bypass conduit mapping,"Dplx u/s art for bypass conduit mapping",1/7/2004,,,,,,0
55294-01,5529401,1948,Duplex ultrasound of veins for bypass conduit mapping,"Dplx u/s of ven for byps conduit mapping",1/7/2004,,,,,,0
55294-02,5529402,1948,Duplex ultrasound of arteries and veins for bypass conduit mapping,"Dplx u/s art & ven byps conduit mapping",1/7/2004,,,,,,0
55300-00,5530000,1943,"Transrectal ultrasound of prostate, bladder base and urethra","Trnsrectl u/s prostate, bladder, urethra",1/7/1998,1/7/2006,1,,,,0
55600-00,5560000,1943,"Ultrasound of prostate, bladder base and urethra","U/s prostate, bladder, urethra",1/7/2006,,1,,,,0
55700-00,5570000,1943,Ultrasound for detection of fetal abnormality,"U/s for detection of fetal abnormality",1/7/2002,,2,210,260,2,0
55700-01,5570001,1943,Ultrasound for fetal growth measurement,Ultrasound for fetal growth measurement,1/7/2002,,2,210,260,2,0
55700-02,5570002,1943,Ultrasound of abdomen or pelvis for other pregnancy related conditions,"U/s abdo/pelvis for other pregnancy cond",1/7/2002,,2,210,260,2,0
55729-00,5572900,1943,Ultrasound measurement of umbilical blood flow,"U/s measurement of umbilical blood flow",1/7/2002,1/7/2008,2,212,255,2,0
55729-01,5572901,1945,Duplex ultrasound of umbilical artery,Duplex ultrasound of umbilical artery,1/7/2008,,2,210,260,2,0
55731-00,5573100,1943,Ultrasound of female pelvis,Ultrasound of female pelvis,1/7/2002,1/7/2017,2,,,,0
55800-00,5580000,1950,Ultrasound of hand or wrist,Ultrasound of hand or wrist,1/7/2002,,,,,,0
55804-00,5580400,1950,Ultrasound of forearm or elbow,Ultrasound of forearm or elbow,1/7/2002,,,,,,0
55808-00,5580800,1950,Ultrasound of shoulder or upper arm,Ultrasound of shoulder or upper arm,1/7/2002,,,,,,0
55812-00,5581200,1950,Ultrasound of chest or abdominal wall,Ultrasound of chest or abdominal wall,1/7/2002,,,,,,0
55816-00,5581600,1950,Ultrasound of hip,Ultrasound of hip,1/7/2002,,,,,,0
55816-01,5581601,1950,Ultrasound of groin,Ultrasound of groin,1/7/2002,,,,,,0
55824-00,5582400,1950,Ultrasound of buttock,Ultrasound of buttock,1/7/2002,,,,,,0
55824-01,5582401,1950,Ultrasound of thigh,Ultrasound of thigh,1/7/2002,,,,,,0
55828-00,5582800,1950,Ultrasound of knee,Ultrasound of knee,1/7/2002,,,,,,0
55832-00,5583200,1950,Ultrasound of lower leg,Ultrasound of lower leg,1/7/2002,,,,,,0
55836-00,5583600,1950,Ultrasound of ankle or foot,Ultrasound of ankle or foot,1/7/2002,,,,,,0
55844-00,5584400,1950,Ultrasound of skin and subcutaneous tissue,"U/s of skin and subcutaneous tissue",1/7/2002,,,,,,0
55848-00,5584800,1949,Intraoperative musculoskeletal ultrasound,"Intraoperative musculoskeletal u/s",1/7/2002,1/7/2010,,,,,0
55852-00,5585200,1950,Ultrasound of spine and spinal cord,Ultrasound of spine and spinal cord,1/7/2002,,,,,,0
56001-00,5600100,1952,Computerised tomography of brain,Computerised tomography of brain,1/7/1998,,,,,,0
56007-00,5600700,1952,Computerised tomography of brain with intravenous contrast medium,CT of brain with IV contrast medium,1/7/1998,,,,,,0
56010-00,5601000,1953,Computerised tomography of pituitary fossa,Computerised tomography pituitary fossa,1/7/1998,,,,,,0
56010-01,5601001,1953,Computerised tomography of pituitary fossa with intravenous contrast medium,CT pituitary fossa w IV contrast medium,1/7/1998,,,,,,0
56010-02,5601002,1953,Computerised tomography of pituitary fossa and brain,CT of pituitary fossa & brain,1/7/1998,,,,,,0
56010-03,5601003,1953,Computerised tomography of pituitary fossa and brain with intravenous contrast medium,CT pituitary fsa & brain IV contrst medm,1/7/1998,,,,,,0
56013-00,5601300,1954,Computerised tomography of orbit,Computerised tomography of orbit,1/7/1998,,,,,,0
56013-01,5601301,1954,Computerised tomography of orbit with intravenous contrast medium,CT orbit with IV contrast medium,1/7/1998,,,,,,0
56013-02,5601302,1954,Computerised tomography of orbit and brain,CT of orbit & brain,1/7/1998,,,,,,0
56013-03,5601303,1954,Computerised tomography of orbit and brain with intravenous contrast medium,CT of orbit & brain w IV contrast medium,1/7/1998,,,,,,0
56016-00,5601600,1955,"Computerised tomography of middle ear and temporal bone, unilateral",CT middle ear & temporal bone unilateral,1/7/1998,,,,,,0
56016-01,5601601,1955,"Computerised tomography of middle ear and temporal bone with intravenous contrast medium, unilateral",CT mid ear & tmpl bone IV contrast uni,1/7/1998,,,,,,0
56016-02,5601602,1955,"Computerised tomography of middle ear, temporal bone and brain, unilateral",CT middle ear temporal bone & brain uni,1/7/1998,,,,,,0
56016-03,5601603,1955,"Computerised tomography of middle ear, temporal bone and brain with intravenous contrast medium, unilateral",CT mid ear tmpl bne & brain IV medm uni,1/7/1998,,,,,,0
56016-04,5601604,1955,"Computerised tomography of middle ear and temporal bone, bilateral","CT middle ear & temporal bone, bil",1/7/1998,,,,,,0
56016-05,5601605,1955,"Computerised tomography of middle ear and temporal bone with intravenous contrast medium, bilateral","CT mid ear, tmpl bne IV contrst medm bil",1/7/1998,,,,,,0
56016-06,5601606,1955,"Computerised tomography of middle ear, temporal bone and brain, bilateral","CT middle ear, temporal bone & brain bil",1/7/1998,,,,,,0
56016-07,5601607,1955,"Computerised tomography of middle ear, temporal bone and brain with intravenous contrast medium, bilateral","CT mid ear, tmpl bne & brain IV medm bil",1/7/1998,,,,,,0
56019-00,5601900,1955,Computerised tomography of temporal bone with air study,CT of temporal bone with air study,1/7/1998,1/7/2000,,,,,0
56022-00,5602200,1956,Computerised tomography of facial bone,CT of facial bone,1/7/1998,,,,,,0
56022-01,5602201,1956,Computerised tomography of paranasal sinus,CT of paranasal sinus,1/7/1998,,,,,,0
56022-02,5602202,1956,Computerised tomography of facial bone and paranasal sinus,CT of facial bone & paranasal sinus,1/7/1998,,,,,,0
56028-00,5602800,1956,Computerised tomography of facial bone with intravenous contrast medium,CT of facial bone w IV contrast medium,1/7/1998,,,,,,0
56028-01,5602801,1956,Computerised tomography of paranasal sinus with intravenous contrast medium,"CT of paranasal sinus, IV contrast medm",1/7/1998,,,,,,0
56028-02,5602802,1956,Computerised tomography of facial bone and paranasal sinus with intravenous contrast medium,CT facial bne & paranasal sinus IV medm,1/7/1998,,,,,,0
56030-00,5603000,1956,"Computerised tomography of facial bone, paranasal sinus and brain",CT facial bone paranasal sinus and brain,1/7/2002,,,,,,0
56036-00,5603600,1956,"Computerised tomography of facial bone, paranasal sinus and brain with intravenous contrast medium",CT fac bne paransl sin & brain w IV medm,1/7/2002,,,,,,0
56101-00,5610100,1958,Computerised tomography of soft tissue of neck,CT of soft tissue of neck,1/7/1998,,,,,,0
56107-00,5610700,1958,Computerised tomography of soft tissue of neck with intravenous contrast medium,CT soft tissue neck w IV contrast medium,1/7/1998,,,,,,0
56210-00,5621000,1959,Computerised tomography of spine,Computerised tomography of spine,1/7/1998,1/7/2004,,,,,0
56216-00,5621600,1959,Computerised tomography of spine with intravenous contrast medium,CT spine w IV contrast medium,1/7/1998,1/7/2004,,,,,0
56219-00,5621900,1959,Computerised tomography of spine with intrathecal contrast medium,CT spine w intrathecal contrast medium,1/7/1998,,,,,,0
56220-00,5622000,1959,"Computerised tomography of spine, cervical region",CT of spine cervical region,1/7/2004,,,,,,0
56221-00,5622100,1959,"Computerised tomography of spine, thoracic region",CT of spine thoracic region,1/7/2004,,,,,,0
56223-00,5622300,1959,"Computerised tomography of spine, lumbosacral region",CT of spine lumbosacral region,1/7/2004,,,,,,0
56224-00,5622400,1959,"Computerised tomography of spine with intravenous contrast medium, cervical region",CT spine w IV CM cervical region,1/7/2004,,,,,,0
56225-00,5622500,1959,"Computerised tomography of spine with intravenous contrast medium, thoracic region",CT spine w IV CM thoracic region,1/7/2004,,,,,,0
56226-00,5622600,1959,"Computerised tomography of spine with intravenous contrast medium, lumbosacral region",CT spine w IV CM lumbosacral region,1/7/2004,,,,,,0
56233-00,5623300,1959,"Computerised tomography of spine, multiple regions",CT of spine multiple regions,1/7/2004,,,,,,0
56234-00,5623400,1959,"Computerised tomography of spine with intravenous contrast medium, multiple regions",CT spine w IV CM multiple regions,1/7/2004,,,,,,0
56301-00,5630100,1960,Computerised tomography of chest,Computerised tomography of chest,1/7/1998,,,,,,0
56301-01,5630101,1957,Computerised tomography of chest and abdomen,Computerised tomography chest & abdomen,1/7/1998,,,,,,0
56307-00,5630700,1960,Computerised tomography of chest with intravenous contrast medium,CT of chest w IV contrast medium,1/7/1998,,,,,,0
56307-01,5630701,1957,Computerised tomography of chest and abdomen with intravenous contrast medium,CT chest & abdomen w IV contrast medium,1/7/1998,,,,,,0
56401-00,5640100,1962,Computerised tomography of abdomen,Computerised tomography of abdomen,1/7/1998,,,,,,0
56407-00,5640700,1962,Computerised tomography of abdomen with intravenous contrast medium,CT abdomen w IV contrast medium,1/7/1998,,,,,,0
56409-00,5640900,1964,Computerised tomography of pelvis,Computerised tomography of pelvis,1/7/1998,,,,,,0
56412-00,5641200,1964,Computerised tomography of pelvis with intravenous contrast medium,CT of pelvis with IV contrast medium,1/7/1998,,,,,,0
56501-00,5650100,1963,Computerised tomography of abdomen and pelvis,CT of abdomen & pelvis,1/7/1998,,,,,,0
56507-00,5650700,1963,Computerised tomography of abdomen and pelvis with intravenous contrast medium,CT abdomen & pelvis w IV contrast medium,1/7/1998,,,,,,0
56549-00,5654900,1966,Computerised tomography of colon,Computerised tomography of colon,1/7/2008,1/7/2010,,,,,0
56549-01,5654901,1962,Computerised tomography of colon,Computerised tomography of colon,1/7/2010,,,,,,0
56619-00,5661900,1965,Computerised tomography of limb,Computerised tomography of limb,1/7/1998,,,,,,0
56625-00,5662500,1965,Computerised tomography of limb with intravenous contrast medium,CT of limb with IV contrast medium,1/7/1998,,,,,,0
56801-00,5680100,1961,"Computerised tomography of chest, abdomen and pelvis","CT of chest, abdomen & pelvis",1/7/1998,,,,,,0
56807-00,5680700,1961,"Computerised tomography of chest, abdomen and pelvis with intravenous contrast medium",CT chest abdo & pelvis IV contrst medium,1/7/1998,,,,,,0
57001-00,5700100,1957,Computerised tomography of brain and chest,Computerised tomography of brain & chest,1/7/1998,,,,,,0
57001-01,5700101,1957,"Computerised tomography of brain, chest and abdomen","CT of brain, chest & abdomen",1/7/1998,,,,,,0
57007-00,5700700,1957,Computerised tomography of brain and chest with intravenous contrast medium,CT of brain & chest w IV contrast medium,1/7/1998,,,,,,0
57007-01,5700701,1957,"Computerised tomography of brain, chest and abdomen with intravenous contrast medium","CT brain, chest & abdo w IV contrst medm",1/7/1998,,,,,,0
57201-00,5720100,1964,Pelvimetry by computerised tomography,Pelvimetry by computerised tomography,1/7/1998,,,,,,0
57341-00,5734100,1966,Intraoperative computerised tomography,Intraoperative computerised tomography,1/7/1998,1/7/2010,,,,,0
57350-00,5735000,1966,"Spiral angiography by computerised tomography of head or neck, with intravenous contrast medium",Spiral ang by CT of head or neck w IV CM,1/7/1998,,,,,,0
57350-01,5735001,1966,"Spiral angiography by computerised tomography of upper extremity, with intravenous contrast medium",Spr Ang CT upp extrem w IV CM,1/7/2002,,,,,,0
57350-02,5735002,1966,"Spiral angiography by computerised tomography of chest, with intravenous contrast medium",Spr ang CT chest w IV CM,1/7/2002,,,,,,0
57350-03,5735003,1966,"Spiral angiography by computerised tomography of abdomen, with intravenous contrast medium",Spr ang CT abdo w IVCM,1/7/2002,,,,,,0
57350-04,5735004,1966,"Spiral angiography by computerised tomography of abdominal aorta and bilateral iliofemoral lower extremity, with intravenous contrast medium",Spr ang CT AA bil ifem low extrem w IVCM,1/7/2002,,,,,,0
57350-05,5735005,1966,"Spiral angiography by computerised tomography of spine, with intravenous contrast medium",Spr ang CT spine w IVCM,1/7/2002,,,,,,0
57350-06,5735006,1966,"Spiral angiography by computerised tomography of pelvis, with intravenous contrast medium",Spr ang CT pelvis w IVCM,1/7/2002,,,,,,0
57350-07,5735007,1966,"Spiral angiography by computerised tomography of lower extremity, with intravenous contrast medium",Spr ang CT low extrem w IVCM,1/7/2002,,,,,,0
57350-08,5735008,1966,"Spiral angiography by computerised tomography of other site, with intravenous contrast medium",Spr ang CT other site w IVCM,1/7/2002,,,,,,0
57360-00,5736000,1966,"Spiral coronary angiography by computerised tomography, with intravenous contrast medium",Spr coron ang CT w IV CM,1/7/2013,,,,,,0
57362-00,5736200,1956,Computerised tomography of temporo-mandibular joint [TMJ],CT of temporo-mandibular joint,1/7/2017,,,,,,0
57506-00,5750600,1971,Radiography of humerus,Radiography of humerus,1/7/1998,,,,,,0
57506-01,5750601,1971,Radiography of elbow,Radiography of elbow,1/7/1998,,,,,,0
57506-02,5750602,1971,Radiography of forearm,Radiography of forearm,1/7/1998,,,,,,0
57506-03,5750603,1971,Radiography of wrist,Radiography of wrist,1/7/1998,,,,,,0
57506-04,5750604,1971,Radiography of hand,Radiography of hand,1/7/1998,,,,,,0
57512-00,5751200,1971,Radiography of elbow and humerus,Radiography of elbow and humerus,1/7/1998,,,,,,0
57512-01,5751201,1971,Radiography of elbow and forearm,Radiography of elbow and forearm,1/7/1998,,,,,,0
57512-02,5751202,1971,"Radiography of hand, wrist and forearm","Radiography of hand, wrist and forearm",1/7/1998,,,,,,0
57512-03,5751203,1971,Radiography of hand and wrist,Radiography of hand and wrist,1/7/2008,,,,,,0
57518-00,5751800,1983,Radiography of femur,Radiography of femur,1/7/1998,,,,,,0
57518-01,5751801,1983,Radiography of knee,Radiography of knee,1/7/1998,,,,,,0
57518-02,5751802,1983,Radiography of leg,Radiography of leg,1/7/1998,,,,,,0
57518-03,5751803,1983,Radiography of ankle,Radiography of ankle,1/7/1998,,,,,,0
57518-04,5751804,1983,Radiography of foot,Radiography of foot,1/7/1998,,,,,,0
57524-00,5752400,1983,Radiography of femur and knee,Radiography of femur and knee,1/7/1998,,,,,,0
57524-01,5752401,1983,Radiography of knee and leg,Radiography of knee and leg,1/7/1998,,,,,,0
57524-02,5752402,1983,Radiography of leg and ankle,Radiography of leg and ankle,1/7/1998,,,,,,0
57524-03,5752403,1983,"Radiography of leg, ankle and foot","Radiography of leg, ankle and foot",1/7/1998,,,,,,0
57524-04,5752404,1983,Radiography of ankle and foot,Radiography of ankle and foot,1/7/1998,,,,,,0
57700-00,5770000,1970,Radiography of shoulder or scapula,Radiography of shoulder or scapula,1/7/1998,,,,,,0
57706-00,5770600,1970,Radiography of clavicle,Radiography of clavicle,1/7/1998,,,,,,0
57712-00,5771200,1981,Radiography of hip joint,Radiography of hip joint,1/7/1998,,,,,,0
57715-00,5771500,1981,Radiography of pelvis,Radiography of pelvis,1/7/1998,,,,,,0
57721-00,5772100,1981,Radiography of internal fixation of fracture of femur,Radiography of IF of fx of femur,1/7/1998,,,,,,0
57900-00,5790000,1967,Radiography of skull,Radiography of skull,1/7/1998,1/7/2000,,,,,0
57901-00,5790100,1967,Radiography of skull,Radiography of skull,1/7/2000,,,,,,0
57902-00,5790200,1967,Cephalometry,Cephalometry,1/7/2000,,,,,,0
57903-00,5790300,1967,Radiography of paranasal sinus,Radiography of paranasal sinus,1/7/1998,,,,,,0
57906-00,5790600,1967,Radiography of mastoid bone,Radiography of mastoid bone,1/7/1998,,,,,,0
57909-00,5790900,1967,Radiography of petrous temporal bone,Radiography of petrous temporal bone,1/7/1998,,,,,,0
57912-00,5791200,1967,Radiography of other facial bone,Radiography of other facial bone,1/7/1998,,,,,,0
57915-00,5791500,1967,Radiography of mandible,Radiography of mandible,1/7/1998,,,,,,0
57918-00,5791800,1967,Radiography of salivary gland,Radiography of salivary gland,1/7/1998,,,,,,0
57921-00,5792100,1967,Radiography of nose,Radiography of nose,1/7/1998,,,,,,0
57924-00,5792400,1967,Radiography of eye,Radiography of eye,1/7/1998,,,,,,0
57927-00,5792700,1967,Radiography of temporomandibular joint,Radiography of temporomandibular joint,1/7/1998,,,,,,0
57930-00,5793000,1967,Radiography of teeth,Radiography of teeth,1/7/1998,,,,,,0
57933-00,5793300,1967,"Radiography of teeth, full mouth","Radiography of teeth, full mouth",1/7/1998,,,,,,0
57936-00,5793600,1967,Orthopantomography,Orthopantomography,1/7/1998,1/7/2004,,,,,0
57939-00,5793900,1967,Palatopharyngeal study with fluoroscopic screening,Palatopharyngeal stud w fluorosc screen,1/7/1998,,,,,,0
57942-00,5794200,1967,Palatopharyngeal study,Palatopharyngeal study,1/7/1998,,,,,,0
57945-00,5794500,1967,Radiography of larynx,Radiography of larynx,1/7/1998,,,,,,0
57960-00,5796000,1967,Orthopantomography,Orthopantomography,1/7/2004,,,,,,0
58100-00,5810000,1968,Radiography of cervical spine,Radiography of cervical spine,1/7/1998,,,,,,0
58103-00,5810300,1968,Radiography of thoracic spine,Radiography of thoracic spine,1/7/1998,,,,,,0
58106-00,5810600,1968,Radiography of lumbosacral spine,Radiography of lumbosacral spine,1/7/1998,,,,,,0
58108-00,5810800,1969,"Radiography of spine, 4 regions","Radiography of spine, 4 regions",1/7/2004,,,,,,0
58109-00,5810900,1968,Radiography of sacrococcygeal spine,Radiography of sacrococcygeal spine,1/7/1998,,,,,,0
58112-00,5811200,1969,"Radiography of spine, 2 regions","Radiography of spine, 2 regions",1/7/1998,,,,,,0
58115-00,5811500,1969,"Radiography of spine, 3 regions","Radiography of spine, 3 regions",1/7/1998,,,,,,0
58300-00,5830000,1984,Bone age radiographic study of wrist and knee,Bone age radiographic study wrist & knee,1/7/1998,,,,,,0
58306-00,5830600,1986,Radiography of whole skeleton,Radiography of whole skeleton,1/7/1998,,,,,,0
58500-00,5850000,1974,Radiography of chest,Radiography of chest,1/7/1998,,,,,,0
58506-00,5850600,1974,Radiography of chest with fluoroscopic screening,Radiography chest w fluoroscopic screen,1/7/1998,,,,,,0
58509-00,5850900,1974,Radiography of thoracic inlet or trachea,Radiography of thoracic inlet or trachea,1/7/1998,,,,,,0
58521-00,5852100,1972,Radiography of sternum,Radiography of sternum,1/7/1998,,,,,,0
58521-01,5852101,1972,"Radiography of ribs, unilateral","Radiography of ribs, unilateral",1/7/1998,,,,,,0
58524-00,5852400,1972,"Radiography of ribs, bilateral","Radiography of ribs, bilateral",1/7/1998,,,,,,0
58524-01,5852401,1972,"Radiography of sternum and ribs, unilateral",Radiography of sternum & ribs unilateral,1/7/1998,,,,,,0
58527-00,5852700,1972,"Radiography of sternum and ribs, bilateral",Radiography of sternum & ribs bilateral,1/7/1998,,,,,,0
58700-00,5870000,1980,Radiography of urinary tract,Radiography of urinary tract,1/7/1998,,,,,,0
58706-00,5870600,1978,Intravenous pyelography,Intravenous pyelography,1/7/1998,,,,,,0
58715-00,5871500,1980,Antegrade pyelography,Antegrade pyelography,1/7/1998,,,,,,0
58715-01,5871501,1979,Retrograde pyelography,Retrograde pyelography,1/7/1998,,,,,,0
58718-00,5871800,1979,Retrograde cystography,Retrograde cystography,1/7/1998,,,,,,0
58718-01,5871801,1979,Retrograde urethrography,Retrograde urethrography,1/7/1998,,,,,,0
58721-00,5872100,1979,Retrograde micturating cystourethrography,Retrograde micturating CUG,1/7/1998,,,,,,0
58900-00,5890000,1977,Radiography of abdomen,Radiography of abdomen,1/7/1998,,,,,,0
58909-00,5890900,1975,"Opaque meal of pharynx, oesophagus, stomach or duodenum","Opaque meal phrynx/oesoph/stomch/duodnm",1/7/1998,,,,,,0
58909-01,5890901,1975,"Opaque meal of pharynx, oesophagus, stomach or duodenum with screening radiography of chest","Opaque meal to stomch/duodnm w radiogr",1/7/1998,,,,,,0
58912-00,5891200,1975,"Opaque meal of pharynx, oesophagus, stomach and duodenum and follow through to colon",Opaque meal pharynx through to colon,1/7/1998,,,,,,0
58912-01,5891201,1975,"Opaque meal of oesophagus, stomach and duodenum and follow through to colon with screening radiography of chest",Opaq meal & thru to colon w radiogr chst,1/7/1998,,,,,,0
58915-00,5891500,1975,Opaque meal of small intestine,Opaque meal of small intestine,1/7/1998,,,,,,0
58916-00,5891600,1975,Opaque enema of small intestine,Opaque enema of small intestine,1/7/1998,,,,,,0
58921-00,5892100,1975,Other opaque enema,Other opaque enema,1/7/1998,,,,,,0
58924-00,5892400,1976,Cholecystography,Cholecystography,1/7/1998,1/7/2019,,,,,0
58927-00,5892700,1976,"Direct cholangiography, postoperative","Direct cholangiography, postoperative",1/7/1998,,,,,,0
58936-00,5893600,1976,Drip infusion cholangiography,Drip infusion cholangiography,1/7/1998,,,,,,0
58939-00,5893900,1975,Defaecography,Defaecography,1/7/1998,,,,,,0
59103-00,5910300,1987,Radiography for localisation of foreign body,Radiography for localisation of FB,1/7/1998,1/7/2010,,,,,0
59300-00,5930000,1973,"Radiography of breast, bilateral","Radiography of breast, bilateral",1/7/1998,,2,,,,0
59300-01,5930001,1973,"Radiography of breast with thermography, bilateral","Radiography breast w thermography, bil",1/7/1998,,2,,,,0
59303-00,5930300,1973,"Radiography of breast, unilateral","Radiography of breast, unilateral",1/7/1998,,2,,,,0
59303-01,5930301,1973,"Radiography of breast with thermography, unilateral","Radiography breast w thermography, uni",1/7/1998,,2,,,,0
59306-00,5930600,1973,"Mammary ductography of breast, unilateral",Mammary ductography of breast unilateral,1/7/1998,,2,,,,0
59309-00,5930900,1973,"Mammary ductography of breast, bilateral","Mammary ductography of breast, bilateral",1/7/1998,,2,,,,0
59312-00,5931200,1973,"Intraoperative radiography of breast, bilateral","Intraop radiogr of breast, bilateral",1/7/1998,1/7/2010,2,,,,0
59314-00,5931400,1973,"Intraoperative radiography of breast, unilateral","Intraop radiography of breast, uni",1/7/1998,1/7/2010,2,,,,0
59318-00,5931800,1973,Intraoperative radiography of excised breast tissue,Intraop radiography excised breast tis,1/7/1998,1/7/2010,2,,,,0
59503-00,5950300,1981,Radiographic pelvimetry,Radiographic pelvimetry,1/7/1998,1/7/2019,,,,,0
59700-00,5970000,1968,Discography,Discography,1/7/1998,,,,,,0
59703-00,5970300,1967,Dacryocystography,Dacryocystography,1/7/1998,,,,,,0
59712-00,5971200,1982,Hysterosalpingography,Hysterosalpingography,1/7/1998,,2,,,,0
59715-00,5971500,1974,Bronchography,Bronchography,1/7/1998,,,,,,0
59718-00,5971800,1990,Phlebography,Phlebography,1/7/1998,,,,,,0
59724-00,5972400,1968,Myelography,Myelography,1/7/1998,,,,,,0
59733-00,5973300,1967,Radiography of salivary gland with contrast,Radiography salivary gland with contrast,1/7/1998,,,,,,0
59736-00,5973600,1982,Vaso-epididymography,Vaso-epididymography,1/7/1998,,1,,,,0
59739-00,5973900,1988,Sinography of chest wall,Sinography of chest wall,1/7/1998,,,,,,0
59739-01,5973901,1988,Sinography of abdominal wall,Sinography of abdominal wall,1/7/1998,,,,,,0
59739-02,5973902,1988,Sinography of retroperitoneum,Sinography of retroperitoneum,1/7/1998,,,,,,0
59739-03,5973903,1988,Other sinography,Other sinography,1/7/1998,,,,,,0
59751-00,5975100,1985,Arthrography,Arthrography,1/7/1998,,,,,,0
59754-00,5975400,1990,Lymphangiography,Lymphangiography,1/7/1998,,,,,,0
59760-00,5976000,1977,Peritoneography,Peritoneography,1/7/1998,1/7/2019,,,,,0
59763-00,5976300,1999,Air insufflation during fluoroscopic imaging,Air insufflation during fluorosc imaging,1/7/1998,,,,,,0
59900-00,5990000,607,Left ventriculography,Left ventriculography,1/7/1998,1/7/2008,,,,,0
59900-01,5990001,607,Right ventriculography,Right ventriculography,1/7/1998,1/7/2008,,,,,0
59900-02,5990002,607,Left and right ventriculography,Left and right ventriculography,1/7/1998,1/7/2008,,,,,0
59903-00,5990300,607,Left ventriculography,Left ventriculography,1/7/2008,,,,,,0
59903-01,5990301,607,Right ventriculography,Right ventriculography,1/7/2008,,,,,,0
59903-02,5990302,607,Left and right ventriculography,Left and right ventriculography,1/7/2008,,,,,,0
