," Atrial rhythm disturbance,   ",to 1,11.03.09,427.8,,I49.8,,11.01.01," Supraventricular rhythm disturbance,   ",,,,,,,,,
," Ectopic atrial rhythm,",to 1,11.03.52,427.8,,I49.8,,11.01.01," Supraventricular rhythm disturbance,   ",,,,,,,,,
," Ectopic (focal) atrial tachycardia,",to 817,not relevant,,,,,,,,,,,,,,,
, Macro-reentrant tachycardia (including atrial flutter),to 820,not relevant,,,,,,,,,,,,,,,
, Atrial fibrillation,to 822,not relevant,,,,,,,,,,,,,,,
, Premature atrial depolarisation(s) (complexes-contractions)    ,to 825,not relevant,,,,,,,,,,,,,,,
," Atrial arrhythmia following interruption of normal blood supply,",to 1,11.03.50,427.8,,I49.8,,11.01.01," Supraventricular rhythm disturbance,   ",,,,,,,,,
," Atrial arrhythmia due to high atrial wall stress or hypertrophy,",to 1,11.03.51,427.8,,I49.8,,11.01.01," Supraventricular rhythm disturbance,   ",,,,,,,,,
," Postprocedural atrial rhythm disturbance,  ",to 1,11.03.11,997.1,,I97.8,I49.9,15.60.02," Arrhythmia following procedure,    ",,,,,,,,,
," Sinoatrial rhythm disturbance,   ",to 1,11.02.10,427.8,,I49.8,,11.02.03," Sinus node dysfunction (including sick sinus),  ",,,,,,,,,
," Paroxysmal atrial tachycardia,   ",to 1,11.03.05,427,,I47.1,,11.03.05," Paroxysmal atrial tachycardia,   ",,,,,,,,,
, ,,,,,,,,,,,,,,,,,
817," Ectopic (focal) atrial tachycardia,",,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
," Ectopic atrial tachycardia,    ",to 880,11.03.12,427.8,,I47.1,,11.03.12," Ectopic atrial tachycardia,    ",,,,,,,,,
," Ectopic atrial tachycardia with automaticity mechanism,",to 880,11.03.60,427.8,,I47.1,,11.03.12," Ectopic atrial tachycardia,    ",,,,,,,,,
," Ectopic atrial tachycardia with triggered automaticity mechanism,",to 880,11.03.62,427.8,,I47.1,,11.03.12," Ectopic atrial tachycardia,    ",,,,,,,,,
," Ectopic atrial tachycardia with microreentry mechanism,",to 880,11.03.63,427.8,,I47.1,,11.03.12," Ectopic atrial tachycardia,    ",,,,,,,,,
," Sinus tachycardia: inappropriate,    ",to 1,11.03.61,427.8,,I47.1,,11.02.07," Sinus tachycardia,    ",,,,,,,,,
," Sinus node reentry tachycardia,   ",to 1,11.02.12,427.8,,I47.1,,11.03.12," Ectopic atrial tachycardia,    ",,,,,,,,,
," Multifocal atrial tachycardia (chaotic),",to 880,11.03.15,427.8,,I47.1,,11.03.15," Multifocal atrial tachycardia (chaotic),",,,,,,,,,
, ,, ,,,,,,,,,,,,,,,
820," Macroreentrant atrial tachycardia (including atrial flutter),",,, ,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,,,,,
," Macroreentrant atrial tachycardia (including atrial flutter),",to 1,11.03.13,427.8,,I47.1,,11.03.13," Macroreentrant atrial tachycardia (including atrial flutter),",,,,,,,,,
," Atrial flutter,    ",to 838,11.03.07,427.3,,I48,,11.03.07," Atrial flutter,    ",,,,,,,,,
," Atrial flutter with preexcitation,    ",to 838,11.07.25,426.7,,I45.6,,11.03.07," Atrial flutter,    ",,,,,,,,,
," Cavotricuspid isthmus dependent macro-reentrant atrial tachycardia (atrial flutter),",to 838,11.03.66,427.3,,I48,,11.03.66," Cavotricuspid isthmus dependent atrial tachycardia (including atrial flutter),",,,,,,,,,
," Cavotricuspid isthmus dependent macro-reentrant atrial tachycardia: typical atrial flutter: counterclockwise,",to 838,11.03.43,427.8,,I49.8,,11.03.66," Cavotricuspid isthmus dependent atrial tachycardia (including atrial flutter),",,,,,,,,,
," Cavotricuspid isthmus dependent macro-reentrant atrial tachycardia: atypical (reverse) atrial flutter: clockwise,",to 838,11.03.44,427.8,,I49.8,,11.03.66," Cavotricuspid isthmus dependent atrial tachycardia (including atrial flutter),",,,,,,,,,
," Cavotricuspid isthmus dependent macro-reentrant atrial tachycardia: scar mediated (intraatrial reentry),",to 880,11.03.46,427.8,,I49.8,,11.03.66," Cavotricuspid isthmus dependent atrial tachycardia (including atrial flutter),",,,,,,,,,
," Non-cavotricuspid isthmus dependent macro-reentrant atrial tachycardia,",to 1,11.03.67,427.8,,I49.8,,11.03.67," Non-cavotricuspid isthmus dependent atrial tachycardia,",,,,,,,,,
," Non-cavotricuspid isthmus dependent macro-reentrant atrial tachycardia: scar mediated (intraatrial reentry),",to 880,11.03.45,427.8,,I49.8,,11.03.67," Non-cavotricuspid isthmus dependent atrial tachycardia,",,,,,,,,,
," Non-cavotricuspid isthmus dependent macro-reentrant atrial tachycardia: non-scar mediated (intraatrial reentry),",to 1,11.03.48,427.8,,I49.8,,11.03.67," Non-cavotricuspid isthmus dependent atrial tachycardia,",,,,,,,,,
," Right atrial non-cavotricuspid isthmus dependent macroreentrant atrial tachycardia,",to 1,11.03.68,427.8,,I49.8,,11.03.67," Non-cavotricuspid isthmus dependent atrial tachycardia,",,,,,,,,,
," Right atrial non-cavotricuspid isthmus dependent macroreentrant atrial tachycardia: scar mediated (intraatrial reentry),",to 880,11.03.69,427.8,,I49.8,,11.03.67," Non-cavotricuspid isthmus dependent atrial tachycardia,",,,,,,,,,
," Right atrial non-cavotricuspid isthmus dependent macroreentrant atrial tachycardia: non-scar mediated (intraatrial reentry),",to 1,11.03.70,427.8,,I49.8,,11.03.67," Non-cavotricuspid isthmus dependent atrial tachycardia,",,,,,,,,,
," Left atrial non-cavotricuspid isthmus dependent macroreentrant atrial tachycardia,",to 1,11.03.71,427.8,,I49.8,,11.03.67," Non-cavotricuspid isthmus dependent atrial tachycardia,",,,,,,,,,
," Left atrial non-cavotricuspid isthmus dependent macroreentrant atrial tachycardia: scar mediated (intraatrial reentry),",to 880,11.03.72,427.8,,I49.8,,11.03.67," Non-cavotricuspid isthmus dependent atrial tachycardia,",,,,,,,,,
," Left atrial non-cavotricuspid isthmus dependent macroreentrant atrial tachycardia: non-scar mediated (intraatrial reentry),",to 1,11.03.73,427.8,,I49.8,,11.03.67," Non-cavotricuspid isthmus dependent atrial tachycardia,",,,,,,,,,
, , , ,,,,,,,,,,,,,,,
822, Atrial fibrillation - descriptive,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
 ," Atrial fibrillation,    ",to 823,11.03.08,427.3,,I48,,11.03.08," Atrial fibrillation,    ",,,,,,,,,
," Atrial fibrillation: first episode,    ",to 823,11.03.19,427.3,,I48,,11.03.08," Atrial fibrillation,    ",,,,,,,,,
," Atrial fibrillation: paroxysmal (less than or equal to 7 days duration),    ",to 823,11.03.16,427.3,,I48,,11.03.08," Atrial fibrillation,    ",,,,,,,,,
," Atrial fibrillation: persistent (more than 7 days duration),    ",to 823,11.03.17,427.3,,I48,,11.03.08," Atrial fibrillation,    ",,,,,,,,,
," Atrial fibrillation: long standing persistent (over one year),    ",to 823,11.03.20,427.3,,I48,,11.03.08," Atrial fibrillation,    ",,,,,,,,,
," Atrial fibrillation: permanent,    ",to 823,11.03.18,427.3,,I48,,11.03.08," Atrial fibrillation,    ",,,,,,,,,
," Atrial fibrillation with preexcitation,    ",to 823,11.07.24,426.7,,I45.6,,11.03.08," Atrial fibrillation,    ",,,,,,,,,
," Atrial flutter with preexcitation,    ",to 838,11.07.25,426.7,,I45.6,,11.03.07," Atrial flutter,    ",,,,,,,,,
," Familial atrial fibrillation,",to 823,11.03.80,427.3,,I48,,11.03.08," Atrial fibrillation,    ",,,,,,,,,
,,,,,,,,,,,,,,,,,,
823,Atrial fibrillation - mechanism,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Atrial fibrillation: focal,    ",to 880,11.03.55,427.3,,I48,,11.03.08," Atrial fibrillation,    ",,,,,,,,,
," Atrial fibrillation: multiple circuits,    ",to 880,11.03.56,427.3,,I48,,11.03.08," Atrial fibrillation,    ",,,,,,,,,
," Atrial fibrillation: multiple circuits (left atrial macro-reentrant),    ",to 880,11.03.57,427.3,,I48,,11.03.08," Atrial fibrillation,    ",,,,,,,,,
," Atrial fibrillation: multiple circuits (right atrial macro-reentrant),    ",to 880,11.03.58,427.3,,I48,,11.03.08," Atrial fibrillation,    ",,,,,,,,,
,,,,,,,,,,,,,,,,,,
825,Premature atrial depolarisation(s) ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ," Premature atrial depolarisation(s) (complexes-contractions),   ",to 1,11.03.21,427.6,,I49.1,,11.03.21," Premature atrial depolarisation(s) (complexes-contractions),   ",,,,,,,,,
," Premature atrial depolarisation(s) (complexes-contractions) with normal conduction,  ",to 1,11.03.22,427.6,,I49.1,,11.03.21," Premature atrial depolarisation(s) (complexes-contractions),   ",,,,,,,,,
," Premature atrial depolarisation(s) (complexes-contractions) with aberrant ventricle conduction,  ",to 1,11.03.23,427.6,,I49.1,,11.03.21," Premature atrial depolarisation(s) (complexes-contractions),   ",,,,,,,,,
," Premature atrial depolarisation(s) (complexes-contractions) with atrioventricular block,  ",to 1,11.03.24,427.6,,I49.1,,11.03.21," Premature atrial depolarisation(s) (complexes-contractions),   ",,,,,,,,,
," Premature atrial depolarisation(s) (complexes-contractions) with atrial bigeminy,  ",to 1,11.03.25,427.6,,I49.1,,11.03.21," Premature atrial depolarisation(s) (complexes-contractions),   ",,,,,,,,,
," Premature atrial depolarisation(s) (complexes-contractions) with atrial trigeminy,  ",to 1,11.03.26,427.6,,I49.1,,11.03.21," Premature atrial depolarisation(s) (complexes-contractions),   ",,,,,,,,,
," Premature atrial depolarisation(s) (complexes-contractions) with interpolation (fusion),  ",to 1,11.03.30,427.6,,I49.1,,11.03.21," Premature atrial depolarisation(s) (complexes-contractions),   ",,,,,,,,,
,,,,,,,,,,,,,,,,,,
830,Rhythm disturbance at level of atrioventricular junction,,,, ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
, Atrioventricular reentry (reciprocating) tachycardia (accessory pathway mediated),to 832,not relevant,,,,,,,,,,,,,,,
 ," Rhythm disturbance at level of atrioventricular junction,",to 1,11.04.00,427.8,,I49.8,,11.04.00,"Rhythm disturbance at level of atrioventricular junction,",,,,,,,,,
," Rhythm disturbance at level of atrioventricular junction: accelerated junctional rhythm (automatic),",to 1,11.04.40,427.8,,I49.8,,11.04.00,"Rhythm disturbance at level of atrioventricular junction,",,,,,,,,,
," Rhythm disturbance at level of atrioventricular junction: junctional rhythm (automatic),",to 1,11.04.41,427.8,,I49.8,,11.04.00,"Rhythm disturbance at level of atrioventricular junction,",,,,,,,,,
," Atrioventricular junctional (nodal) or junctional escape bradycardia,  ",to 1,11.04.03,427.8,,I49.2,,11.04.00,"Rhythm disturbance at level of atrioventricular junction,",,,,,,,,,
," Atrioventricular junctional (nodal) premature depolarisation(s),   ",to 1,11.04.21,427.6,,I49.2,,11.04.00,"Rhythm disturbance at level of atrioventricular junction,",,,,,,,,,
," Atrioventricular junctional (nodal) premature depolarisation(s) with aberrant ventricle conduction, ",to 1,11.04.25,427.6,,I49.2,,11.04.00,"Rhythm disturbance at level of atrioventricular junction,",,,,,,,,,
," Atrioventricular junctional (nodal) tachycardia,  ",to 1,11.04.07,427.0,,I47.1,,11.04.07,"Atrioventricular junctional (nodal) tachycardia,  ",,,,,,,,,
," Atrioventricular junctional (nodal) arrest,   ",to 1,11.04.43,427.6,,I49.2,,11.04.00,"Rhythm disturbance at level of atrioventricular junction,",,,,,,,,,
," Atrioventricular junctional (nodal) escape rhythm,   ",to 1,11.04.44,427.6,,I49.2,,11.04.00,"Rhythm disturbance at level of atrioventricular junction,",,,,,,,,,
 ," Atrioventricular nodal reentry tachycardia (AVNRT),   ",to 1,11.04.11,427.0,,I47.1,,11.04.11,"Atrioventricular nodal reentry tachycardia (AVNRT),   ",,,,,,,,,
," Atrioventricular nodal reentry tachycardia (AVNRT): typical: slow-fast (dual pathway physiology),",to 1,11.07.17,426.7,,I45.8,,11.04.00,"Rhythm disturbance at level of atrioventricular junction,",,,,,,,,,
," Atrioventricular nodal reentry tachycardia (AVNRT): atypical: fast-slow (dual pathway physiology),",to 1,11.07.18,426.7,,I45.8,,11.04.00,"Rhythm disturbance at level of atrioventricular junction,",,,,,,,,,
," Atrioventricular nodal reentry tachycardia (AVNRT): atypical: slow-slow (dual pathway physiology),",to 1,11.07.40,426.7,,I45.8,,11.04.00,"Rhythm disturbance at level of atrioventricular junction,",,,,,,,,,
," Atrioventricular nodal reentry tachycardia: complex (including multiple nodal physiology),",to 1,11.04.45,426.7,,I45.8,,11.04.00,"Rhythm disturbance at level of atrioventricular junction,",,,,,,,,,
," Atrioventricular nodal reentry tachycardia (complex AVNRT): twin atrioventricular nodes (multiple nodal physiology),",to 1,11.07.19,426.7,,I45.8,,11.04.00,"Rhythm disturbance at level of atrioventricular junction,",,,,,,,,,
," Junctional ectopic tachycardia (His bundle),",to 1,11.04.42,427.0,,I47.1,,11.04.42," Junctional ectopic tachycardia (His bundle),",,,,,,,,,
," Junctional ectopic tachycardia (His bundle): post-op,  ",to 1,11.04.12,997.1,,I97.1,,11.04.12," Junctional ectopic tachycardia (His bundle): post-op,  ",,,,,,,,,
," Junctional ectopic tachycardia (His bundle): congenital,  ",to 1,11.04.13,427.0,,I47.1,,11.04.42," Junctional ectopic tachycardia (His bundle),",,,,,,,,,
," Junctional ectopic tachycardia (His bundle): acquired idiopathic,  ",to 1,11.04.46,427.0,,I47.1,,11.04.42," Junctional ectopic tachycardia (His bundle),",,,,,,,,,
," Atrial fibrillation with preexcitation,    ",to 823,11.07.24,426.7,,I45.6,,11.03.08," Atrial fibrillation,    ",,,,,,,,,
," Atrial flutter with preexcitation,    ",to 838,11.07.25,426.7,,I45.6,,11.03.07," Atrial flutter,    ",,,,,,,,,
, ,,,,,,,,,,,,,,,,,
832, Atrioventricular reentry (reciprocating) tachycardia (accessory pathway mediated),,,,,,,, ,,,,,,,,,
, , ,,,,,, ,,,,,,,,,,
," Atrioventricular reentry (reciprocating) tachycardia (accessory pathway mediated),",to 835,11.07.29,426.7,,I45.6, ,11.07.29," Atrioventricular reciprocating (reentry) tachycardia (accessory pathway mediated),",,,,,,,,,
," Atrioventricular reentry (reciprocating) tachycardia: manifest preexcitation in sinus rhythm (Wolff Parkinson White),  ",to 835,11.07.01,426.7,,I45.6,,11.07.01," Atrioventricular reciprocating (reentry) tachycardia: manifest preexcitation in sinus rhythm (Wolff Parkinson White),  ",,,,,,,,,
," Atrioventricular reentry (reciprocating) tachycardia: manifest preexcitation in sinus rhythm (Wolff Parkinson White): symptomatic,  ",to 835,11.07.30,426.7,,I45.6,,11.07.01," Atrioventricular reciprocating (reentry) tachycardia: manifest preexcitation in sinus rhythm (Wolff Parkinson White),  ",,,,,,,,,
," Atrioventricular reentry (reciprocating) tachycardia: manifest preexcitation in sinus rhythm: asymptomatic,  ",to 835,11.07.31,426.7,,I45.6,,11.07.01," Atrioventricular reciprocating (reentry) tachycardia: manifest preexcitation in sinus rhythm (Wolff Parkinson White),  ",,,,,,,,,
," Atrioventricular reentry (reciprocating) tachycardia: orthodromic (typically narrow QRS),  ",to 835,11.07.22,426.7,,I45.6,,11.07.22," Atrioventricular reciprocating (reentry) tachycardia: orthodromic,  ",,,,,,,,,
," Atrioventricular reentry (reciprocating) tachycardia: orthodromic (typically narrow QRS): concealed (no preexcitation in sinus rhythm),  ",to 835,11.07.32,426.7,,I45.6,,11.07.22," Atrioventricular reciprocating (reentry) tachycardia: orthodromic,  ",,,,,,,,,
," Atrioventricular reentry (reciprocating) tachycardia (typically narrow QRS): orthodromic: manifest (preexcitation in sinus rhythm), ",to 835,11.07.33,426.7,,I45.6,,11.07.22," Atrioventricular reciprocating (reentry) tachycardia: orthodromic,  ",,,,,,,,,
," Atrioventricular reentry (reciprocating) tachycardia: antidromic (typically wide QRS),  ",to 835,11.07.23,426.7,,I45.6,,11.07.23," Atrioventricular reentry (reciprocating) tachycardia: antidromic (typically wide QRS),  ",,,,,,,,,
," Atrioventricular reentry (reciprocating) tachycardia: orthodromic & antidromic,  ",to 835,11.07.28,426.7,,I45.6,,11.07.28," Atrioventricular reentry (reciprocating) tachycardia: orthodromic & antidromic,  ",,,,,,,,,
," Permanent junctional reciprocating tachycardia (PJRT),  ",to 835,11.07.14,427.8,,I47.1,,11.07.14," Permanent junctional reciprocating tachycardia (PJRT),  ",,,,,,,,,
, ,,,,,,,,,,,,,,,,,
835,Accessory pathway substrates for atrioventricular rhythm disturbance,,,,,,,,,,,,,,,,,
, , ,,,,,,,,,,,,,,,,
," Manifest accessory pathway,   ",to 885,11.07.11,426.7,,I45.6,,11.07.11," Manifest accessory pathway,   ",,,,,,,,,
," Manifest accessory pathway: delta wave disappearance with exercise,   ",to 885,11.07.36,426.7,,I45.6,,11.07.11," Manifest accessory pathway,   ",,,,,,,,,
," Manifest accessory pathway: delta wave persists with exercise,   ",to 885,11.07.37,426.7,,I45.6,,11.07.11," Manifest accessory pathway,   ",,,,,,,,,
," Accessory pathway: antegrade conduction only (preexcitation sinus rhythm),    ",to 885,11.07.21,426.7,,I45.6,,11.07.11," Manifest accessory pathway,   ",,,,,,,,,
," Accessory pathway: retrograde conduction only (concealed: no preexcitation sinus rhythm),  ",to 885,11.07.06,426.7,,I45.8,,11.07.06," Accessory pathway: retrograde conduction only (concealed: no preexcitation sinus rhythm),  ",,,,,,,,,
," Accessory pathway: antegrade & retrograde conduction (preexcitation sinus rhythm),  ",to 885,11.07.27,426.7,,I45.8,,11.07.11," Manifest accessory pathway,   ",,,,,,,,,
," Accessory pathway: atriofascicular (Mahaim),   ",to 885,11.07.12,426.7,,I45.8,,11.07.11," Manifest accessory pathway,   ",,,,,,,,,
," Accessory pathway: nodofascicular,   ",to 885,11.07.38,426.7,,I45.8,,11.07.11," Manifest accessory pathway,   ",,,,,,,,,
," Accessory pathway: concealed with decremental conduction properties,",to 885,11.07.20,426.7,,I45.8,,11.07.06," Accessory pathway: retrograde conduction only (concealed: no preexcitation sinus rhythm),  ",,,,,,,,,
, Accessory pathway: antegrade conduction only with decremental properties,to 885,11.07.34,426.7,,I45.8,,11.07.11," Manifest accessory pathway,   ",,,,,,,,,
, Accessory pathway: retrograde conduction only with decremental properties,to 885,11.07.35,426.7,,I45.8,,11.07.06," Accessory pathway: retrograde conduction only (concealed: no preexcitation sinus rhythm),  ",,,,,,,,,
," Multiple accessory pathways,   ",to 885,11.07.26,426.7,,I45.6,,11.07.26," Multiple accessory pathways,   ",,,,,,,,,
,No entry,to 885,not relevant,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
838 @,Variable atrioventricular conduction qualifiers ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," - 1:1 atrioventricular conduction,",to 1,Q1.00.61,,,,,not relevant,,,,,,,,,,
," - 2:1 atrioventricular conduction,",to 1,Q1.00.62,,,,,not relevant,,,,,,,,,,
," - 3:1 atrioventricular conduction,",to 1,Q1.00.63,,,,,not relevant,,,,,,,,,,
," - 4:1 atrioventricular conduction,",to 1,Q1.00.64,,,,,not relevant,,,,,,,,,,
," - 5:1 atrioventricular conduction,",to 1,Q1.00.65,,,,,not relevant,,,,,,,,,,
," - variable atrioventricular conduction,",to 1,Q1.00.66,,,,,not relevant,,,,,,,,,,
," - fixed atrioventricular conduction,",to 1,Q1.00.67,,,,,not relevant,,,,,,,,,,
,no entry,to 1,not relevant,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
, ____________________ End of branch ____________________,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
840,Ventricular rhythm disturbances,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ," Ventricular rhythm disturbance,",to 886,11.05.00,427.8,,I49.8,,11.05.00,"Ventricular rhythm disturbance,",,,,,,,,,
, Ventricular tachycardia - descriptive    ,to 841,not relevant,,,,,,,,,,,,,,,
, Reentrant ventricular tachycardia,to 842,not relevant,,,,,,,,,,,,,,,
, Focal ventricular tachycardia,to 843,not relevant,,,,,,,,,,,,,,,
, Ventricular tachycardia: aetiology,to 844,not relevant,,,,,,,,,,,,,,,
," Automatic idioventricular rhythm,    ",to 1,11.05.19,427.8,,I49.8,,11.05.00,"Ventricular rhythm disturbance,",,,,,,,,,
," Postprocedural ventricular rhythm disturbance,  ",to 1,11.05.13,997.1,,I97.8,I49.9,15.60.02,"Arrhythmia following procedure,    ",,,,,,,,,
," Ventricular arrest,    ",to 1,11.05.03,427.5,,I49.8,,11.05.00,"Ventricular rhythm disturbance,",,,,,,,,,
," Ventricular fibrillation,    ",to 886,11.05.10,427.4,,I49.0,,11.05.10,"Ventricular fibrillation,    ",,,,,,,,,
," Idiopathic ventricular fibrillation,",to 856,11.05.55,426.9,,I45.8,,11.05.10,"Ventricular fibrillation,    ",,,,,,,,,
," Ventricular flutter,    ",to 1,11.05.09,427.4,,I49.0,,11.05.09,"Ventricular flutter,    ",,,,,,,,,
, Premature ventricular depolarisation(s) (complexes-contractions)   ,to 846,not relevant,,,,,,,,,,,,,,,
, Causes and genetics of arrhythmias - qualifiers,to 856,not relevant,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
841,Ventricular tachycardia - descriptive, ,,,,,,, ,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
 ," Ventricular tachycardia,   ",to 1,11.05.06,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Ventricular tachycardia: fast (rate usually over 180),   ",to 1,11.05.78,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Ventricular tachycardia: slow (rate usually less than 150),   ",to 1,11.05.79,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Accelerated idioventricular ventricular rhythm (slow VT),   ",to 1,11.05.05,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Paroxysmal ventricular tachycardia,   ",to 1,11.05.07,427.1,,I47.9,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Non-sustained ventricular tachycardia,",to 1,11.05.50,427.1,,I47.2,,11.05.50," Non-sustained ventricular tachycardia,",,,,,,,,,
," Sustained ventricular tachycardia,",to 1,11.05.51,427.1,,I47.9,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Incessant ventricular tachycardia,",to 1,11.05.81,427.1,,I47.9,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Bidirectional ventricular tachycardia,   ",to 1,11.05.39,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Monomorphic ventricular tachycardia,",to 1,11.05.41,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Polymorphic ventricular tachycardia,",to 1,11.05.42,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Torsade de pointes,    ",to 886,11.05.14,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Ventricular tachycardia associated with 1:1 conduction in atrial flutter,",to 1,11.05.70,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
,,,,,,,,,,,,,,,,,,
842,Reentrant Ventricular Tachycardia,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Macroreentrant ventricular tachycardia,",to 883,11.05.57,427.1,,I47.2,,11.05.57," Macroreentrant ventricular tachycardia,",,,,,,,,,
," Bundle branch reentry ventricular tachycardia,",to 1,11.05.36,427.1,,I47.2,,11.05.57," Macroreentrant ventricular tachycardia,",,,,,,,,,
," Idiopathic fascicular ventricular tachycardia,",to 1,11.05.84,427.1,,I47.2,,11.05.84," Idiopathic fascicular ventricular tachycardia,",,,,,,,,,
," Idiopathic fascicular ventricular tachycardia (reentry + right bundle branch pattern),",to 1,11.05.75,427.1,,I47.2,,11.05.84," Idiopathic fascicular ventricular tachycardia,",,,,,,,,,
," Idiopathic fascicular ventricular tachycardia (reentry + right bundle branch pattern): left posterior with left axis (verapamil sensitive) (Belhassen),",to 1,11.05.63,427.1,,I47.2,,11.05.84," Idiopathic fascicular ventricular tachycardia,",,,,,,,,,
," Idiopathic fascicular ventricular tachycardia (reentry + right bundle branch pattern): left anterior with right axis,",to 1,11.05.76,427.1,,I47.2,,11.05.84," Idiopathic fascicular ventricular tachycardia,",,,,,,,,,
," Idiopathic fascicular ventricular tachycardia (reentry): left upper septal with narrow QRS & normal axis,",to 1,11.05.77,427.1,,I47.2,,11.05.84," Idiopathic fascicular ventricular tachycardia,",,,,,,,,,
," Idiopathic fascicular left ventricular tachycardia,",to 1,11.05.43,427.1,,I47.2,,11.05.06,"Ventricular tachycardia,   ",,,,,,,,,
," Idiopathic fascicular ventricular tachycardia: interfascicular,",to 1,11.05.85,427.1,,I47.2,,11.05.84," Idiopathic fascicular ventricular tachycardia,",,,,,,,,,
, ,,,,,,,,,,,,,,,,,
843,Focal ventricular tachycardia, ,,, ,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,,,
," Focal ventricular tachycardia,",to 883,11.05.56,427.1,,I47.2,,11.05.56," Focal ventricular tachycardia,",,,,,,,,,
," Focal ventricular tachycardia: automatic (ectopic) with triggered activity (microreentrant),",to 883,11.05.38,427.1,,I47.2,,11.05.56," Focal ventricular tachycardia,",,,,,,,,,
," Idiopathic left ventricular tachycardia: focal,",to 883,11.05.64,427.1,,I47.2,,11.05.56," Focal ventricular tachycardia,",,,,,,,,,
," Microreentry ventricular tachycardia,",to 883,11.05.61,427.1,,I47.2,,11.05.56," Focal ventricular tachycardia,",,,,,,,,,
," Idiopathic right ventricular outflow tract tachycardia,",to 1,11.05.37,427.1,,I47.2,,11.05.56," Focal ventricular tachycardia,",,,,,,,,,
," Idiopathic left ventricular outflow tract tachycardia,",to 1,11.05.62,427.1,,I47.2,,11.05.56," Focal ventricular tachycardia,",,,,,,,,,
," Mitral valve annular ventricular tachycardia,",to 1,11.05.88,427.1,,I47.2,,11.05.56," Focal ventricular tachycardia,",,,,,,,,,
, , ,,,,,,,,,,,,,,,,
844,Ventricular tachycardia - aetiology,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
, Ion channelopathies (including QT & Brugada syndromes),to 860,not relevant,,,,,,,,,,,,,,,
," Idiopathic ventricular tachycardia,   ",to 1,11.05.16,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Exercise induced ventricular tachycardia,   ",to 1,11.05.12,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Bradycardia induced ventricular tachycardia,",to 1,11.05.58,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Incessant infant ventricular tachycardia (oncogenic),   ",to 1,11.05.08,427.1,,P291,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Drug induced ventricular tachycardia,  ",to 985,11.05.15,427.1,995.2,I47.2,T 88.7,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Scar mediated ventricular tachycardia,",to 880,11.05.45,427.1,997.1,I47.2,Y83.8,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Ischaemia mediated ventricular tachycardia,",to 1,11.05.46,427.1,,I47.2,I23.8,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Ventricular tachycardia following myocardial infarct,",to 1,11.05.65,427.1,,I47.2,I23.8,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Postprocedural ventricular tachycardia,",to 1,11.05.66,427.1,,I47.2,I23.8,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
," Tumour mediated ventricular tachycardia, ",to 1,11.05.47,427.1,,I47.2,,11.05.06," Ventricular tachycardia,   ",,,,,,,,,
