"section","section_name","go_to","ipccc_name","ipccc_code","epcc_code","epcc_name","icd_10","icd_10_additional","icd_9","icd_9_additional"
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Scimitar syndrome (partially anomalous pulmonary venous connection) repair,","12.00.17","12.00.17","Scimitar syndrome (partially anomalous pulmonary venous connection) repair,",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection repair: interatrial baffle redirection to left atrium,","12.00.71","12.00.02","Partially anomalous pulmonary venous connection repair,",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection repair: interatrial baffle redirection to left atrium & ASD patch,","12.60.15","12.00.02","Partially anomalous pulmonary venous connection repair,",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection repair: interatrial baffle redirection to left atrium & patches to ASD + superior caval vein (SVC),","12.60.16","12.00.02","Partially anomalous pulmonary venous connection repair,",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection repair using roofing patch to create right to left atrium tunnel,","12.00.72","12.00.02","Partially anomalous pulmonary venous connection repair,",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection repair: anastomosis of pulmonary venous confluence to left atrium via connecting vein,","12.00.73","12.00.02","Partially anomalous pulmonary venous connection repair,",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection repair: direct anomalous vein anastomosis to left atrium,","12.00.74","12.00.02","Partially anomalous pulmonary venous connection repair,",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection repair: direct anomalous vein anastomosis to left atrial appendage,","12.00.75","12.00.02","Partially anomalous pulmonary venous connection repair,",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection repair: direct anomalous vein anastomosis to right atrium & baffled to left atrium,","12.00.76","12.00.02","Partially anomalous pulmonary venous connection repair,",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection repair: baffle redirection to left atrium & systemic vein reimplanted in right atrium,","12.00.77","12.00.78","Partially anomalous pulmonary venous connection repair: baffle redirection to left atrium & systemic vein translocated to right atrial appendage (Warden),",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection repair: baffle redirection to left atrium & systemic vein translocated to right atrial appendage (Warden),","12.00.78","12.00.78","Partially anomalous pulmonary venous connection repair: baffle redirection to left atrium & systemic vein translocated to right atrial appendage (Warden),",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection repair: unroofing coronary sinus & patch closure of interatrial communications,","12.60.13","12.00.02","Partially anomalous pulmonary venous connection repair,",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection repair: unroofing coronary sinus & baffle closure of interatrial communication,","12.60.19","12.00.02","Partially anomalous pulmonary venous connection repair,",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection repair: baffle redirection to left atrium & superior caval vein (SVC) anastomosis with right atrial appendage,","12.60.14","12.00.02","Partially anomalous pulmonary venous connection repair,",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection repair: baffle redirection to left atrium & superior caval vein (SVC) anastomosis with right atrial appendage & ASD patch,","12.60.17","12.00.02","Partially anomalous pulmonary venous connection repair,",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection left unrepaired,","12.00.80","No equivalent",,,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Partially anomalous pulmonary venous connection repair by interatrial septum translocation,","12.60.18","12.00.02","Partially anomalous pulmonary venous connection repair,",,,,
"1007","Repair of partially anomalous pulmonary venous connection","to 1009","Additional procedures associated with anomalous pulmonary vein operations","not relevant",,,,,,
"1008","Pulmonary venous pathway (post Senning-Mustard) & pulmonary vein procedures","to 1000","Pulmonary venous pathway procedure,","12.60.50","12.29.52","Pulmonary venous pathway procedure (post Senning-Mustard),",,,,
"1008","Pulmonary venous pathway (post Senning-Mustard) & pulmonary vein procedures","to 1000","Pulmonary venous pathway procedure (post Senning-Mustard),","12.29.52","12.29.52","Pulmonary venous pathway procedure (post Senning-Mustard),",,,,
"1008","Pulmonary venous pathway (post Senning-Mustard) & pulmonary vein procedures","to 1000","Pulmonary venous pathway repair (post Senning-Mustard),","12.29.44","12.29.52","Pulmonary venous pathway procedure (post Senning-Mustard),",,,,
"1008","Pulmonary venous pathway (post Senning-Mustard) & pulmonary vein procedures","to 1608","Pulmonary venous pathway patch enlargement,","12.60.32","12.29.52","Pulmonary venous pathway procedure (post Senning-Mustard),",,,,
"1008","Pulmonary venous pathway (post Senning-Mustard) & pulmonary vein procedures","to 1000","Pulmonary venous atrium enlargement,","12.29.73","12.29.52","Pulmonary venous pathway procedure (post Senning-Mustard),",,,,
"1008","Pulmonary venous pathway (post Senning-Mustard) & pulmonary vein procedures","to 1681","Pulmonary vein procedure,","12.00.20","12.00.20","Pulmonary vein procedure,",,,,
"1008","Pulmonary venous pathway (post Senning-Mustard) & pulmonary vein procedures","to 1681","Pulmonary venous stenosis repair,","12.00.03","12.00.03","Pulmonary vein stenosis repair,",,,,
"1008","Pulmonary venous pathway (post Senning-Mustard) & pulmonary vein procedures","to 1681","Pulmonary venous stenosis repair with patch,","12.60.30","12.00.03","Pulmonary vein stenosis repair,",,,,
"1008","Pulmonary venous pathway (post Senning-Mustard) & pulmonary vein procedures","to 1681","Pulmonary venous stenosis repair using pericardial well (sutureless with neo-atrium) technique,","12.60.31","12.00.03","Pulmonary vein stenosis repair,",,,,
"1008","Pulmonary venous pathway (post Senning-Mustard) & pulmonary vein procedures","to 1681","Pulmonary venous stenosis repair using pericardial well (sutureless with neo-atrium) technique (Lacour-Gayet),","12.60.39","12.00.03","Pulmonary vein stenosis repair,",,,,
"1008","Pulmonary venous pathway (post Senning-Mustard) & pulmonary vein procedures","to 1681","Pulmonary venous stenosis repair: endovenectomy,","12.60.38","12.00.03","Pulmonary vein stenosis repair,",,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 1000","Procedure involving anomalous pulmonary vein,","12.60.35","12.00.20","Pulmonary vein procedure,",,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 1000","Relief of anastomotic stricture between pulmonary venous confluence & left atrium,","12.00.69","12.00.20","Pulmonary vein procedure,",,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 1000","Anomalous connecting vein ligation,","12.60.11","12.00.20","Pulmonary vein procedure,",,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 1000","Anomalous pulmonary vein ligation,","12.60.12","12.00.20","Pulmonary vein procedure,",,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 1604","Ligation of ascending vertical vein,","12.60.36","12.00.20","Pulmonary vein procedure,",,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 1604","Ligation & division of ascending vertical vein,","12.00.11","12.00.20","Pulmonary vein procedure,",,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 1645","Banding of ascending vertical vein,","12.00.12","12.00.20","Pulmonary vein procedure,",,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 1000","No procedure to ascending vertical vein,","12.00.13","No equivalent",,,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 1604","Ligation of descending vertical vein,","12.60.37","12.00.20","Pulmonary vein procedure,",,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 1604","Ligation & division of descending vertical vein,","12.00.14","12.00.20","Pulmonary vein procedure,",,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 1645","Banding of descending vertical vein,","12.00.15","12.00.20","Pulmonary vein procedure,",,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 1000","No procedure to descending vertical vein,","12.00.16","No equivalent",,,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 94","Additional anomalous pulmonary vein repaired,","12.60.51","12.00.20","Pulmonary vein procedure,",,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 94","Additional anomalous pulmonary vein left unrepaired,","12.60.52","No equivalent",,,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 1024","Procedures to create-enlarge an interatrial communication","not relevant",,,,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 1608","Materials for atrial baffles","not relevant",,,,,,
"1009","Additional procedures associated with anomalous pulmonary vein operations","to 94","Pulmonary vein involved in procedures - qualifiers","not relevant",,,,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1011","Superior caval vein (SVC) procedures","not relevant",,,,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1013","Inferior caval vein (IVC) procedures","not relevant",,,,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1016","Hepatic vein procedures","not relevant",,,,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1000","Systemic vein procedure,","12.00.30","12.00.30","Systemic vein procedure,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 3220","Non-caval systemic vein procedure,","12.70.20","12.00.30","Systemic vein procedure,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 3220","Non-caval systemic vein repair,","12.70.29","12.00.30","Systemic vein procedure,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 3220","Non-caval systemic vein repair with patch,","12.70.30","12.00.30","Systemic vein procedure,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1620","Insertion of valve in non-caval systemic vein,","12.70.22","12.00.30","Systemic vein procedure,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1620","Non-caval systemic vein conduit procedure,","12.70.27","12.00.30","Systemic vein procedure,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 3220","Non-caval systemic vein reimplantation procedure,","12.70.28","12.00.30","Systemic vein procedure,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1000","Anomalous systemic venous connection repair,","12.00.81","12.00.81","Anomalous systemic venous connection repair,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1000","Anomalous systemic venous connection repair with atrial baffle,","12.00.82","12.00.81","Anomalous systemic venous connection repair,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1000","Anomalous systemic vein ligation,","12.70.21","12.00.30","Systemic vein procedure,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1000","Systemic venous stenosis repair,","12.00.83","12.00.83","Systemic venous stenosis repair,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1000","Systemic venous pathway procedure,","12.60.60","12.00.29","Systemic venous pathway procedure (post Senning-Mustard),",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1000","Systemic venous pathway procedure (post Senning-Mustard),","12.00.29","12.00.29","Systemic venous pathway procedure (post Senning-Mustard),",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1608","Systemic venous pathway repair (post Senning-Mustard),","12.00.31","12.00.29","Systemic venous pathway procedure (post Senning-Mustard),",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1608","Systemic venous pathway enlargement,","12.00.84","12.00.29","Systemic venous pathway procedure (post Senning-Mustard),",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1000","Azygos vein procedure,","12.70.23","12.00.30","Systemic vein procedure,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1604","Ligation/division of azygos vein,","12.00.34","12.00.30","Systemic vein procedure,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1000","Azygos vein repair,","12.70.24","12.00.30","Systemic vein procedure,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1000","Hemiazygos vein procedure,","12.70.25","12.00.30","Systemic vein procedure,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1604","Ligation/division of hemiazygos vein,","12.00.35","12.00.30","Systemic vein procedure,",,,,
"1010","Systemic great veins & systemic venous pathway procedures","to 1000","Hemiazygos vein repair,","12.70.26","12.00.30","Systemic vein procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1000","Superior caval vein (SVC) procedure,","12.00.39","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1000","Superior caval vein (SVC) repair,","12.29.41","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1608","Superior caval vein (SVC) repair with patch,","12.29.54","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1630","Superior caval vein (SVC) repair using conduit,","12.29.55","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1619","Insertion of valve in superior caval vein (SVC),","12.30.18","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1655","Removal of obstruction from superior caval vein (SVC),","12.29.69","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1655","Removal of thrombus from superior caval vein (SVC),","12.29.72","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1000","Anomalous superior caval vein repair,","12.29.75","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1000","Right superior caval vein procedure,","12.70.90","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1012","Left superior caval vein procedures","not relevant",,,,,,
"1011","Superior caval vein (SVC) procedures","to 1604","Ligation of right superior caval vein (SVC),","12.29.60","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1000","Diversion of right superior caval vein (SVC) to systemic venous atrium,","12.00.38","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1000","Right superior caval vein (SVC) reimplanted in systemic venous atrium,","12.29.56","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1000","Right superior caval vein (SVC) reimplanted in systemic venous atrium: direct,","12.29.61","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1630","Right superior caval vein (SVC) reimplanted in systemic venous atrium using conduit,","12.29.62","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1000","Right superior caval vein (SVC) reimplanted in innominate (brachiocephalic) vein,","12.70.80","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1000","Right superior caval vein (SVC) reimplanted in innominate (brachiocephalic) vein: direct,","12.70.81","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1630","Right superior caval vein (SVC) reimplanted in innominate (brachiocephalic) vein using conduit,","12.70.82","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1000","Right superior caval vein (SVC) redirected to left superior caval vein (SVC),","12.29.63","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1000","Right superior caval vein (SVC) redirected to left superior caval vein (SVC): direct,","12.29.64","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1011","Superior caval vein (SVC) procedures","to 1630","Right superior caval vein (SVC) redirected to left superior caval vein (SVC) using conduit,","12.29.65","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1012","Procedures involving left superior caval vein","to 1000","Left superior caval vein procedure,","12.70.91","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1012","Procedures involving left superior caval vein","to 1604","Ligation of left superior caval vein (SVC),","12.00.37","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1012","Procedures involving left superior caval vein","to 1608","Diversion of left superior caval vein (SVC) to systemic venous atrium with interatrial baffle,","12.00.40","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1012","Procedures involving left superior caval vein","to 1000","Left superior caval vein (SVC) reimplanted in systemic venous atrium,","12.29.57","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1012","Procedures involving left superior caval vein","to 1000","Left superior caval vein (SVC) reimplanted in systemic venous atrium: direct,","12.29.66","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1012","Procedures involving left superior caval vein","to 1630","Left superior caval vein (SVC) reimplanted in systemic venous atrium using conduit,","12.29.67","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1012","Procedures involving left superior caval vein","to 1000","Left superior caval vein (SVC) reimplanted in innominate (brachiocephalic) vein,","12.70.83","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1012","Procedures involving left superior caval vein","to 1000","Left superior caval vein (SVC) reimplanted in innominate (brachiocephalic) vein: direct,","12.70.84","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1012","Procedures involving left superior caval vein","to 1630","Left superior caval vein (SVC) reimplanted in innominate (brachiocephalic) vein using conduit,","12.70.85","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1012","Procedures involving left superior caval vein","to 1000","Left superior caval vein (SVC) redirected to right superior caval vein (SVC),","12.29.68","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1012","Procedures involving left superior caval vein","to 1000","Left superior caval vein (SVC) redirected to right superior caval vein (SVC): direct,","12.29.58","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1012","Procedures involving left superior caval vein","to 1630","Left superior caval vein (SVC) redirected to right superior caval vein (SVC) using conduit,","12.29.59","12.00.39","Superior caval vein (SVC) procedure,",,,,
"1013","Inferior caval vein (IVC) procedures","to 1000","Inferior caval vein (IVC) procedure,","12.00.42","12.00.42","Inferior caval vein (IVC) procedure,",,,,
"1013","Inferior caval vein (IVC) procedures","to 1000","Inferior caval vein (IVC) repair,","12.29.42","12.00.42","Inferior caval vein (IVC) procedure,",,,,
"1013","Inferior caval vein (IVC) procedures","to 1608","Inferior caval vein (IVC) repair with patch,","12.00.45","12.00.42","Inferior caval vein (IVC) procedure,",,,,
"1013","Inferior caval vein (IVC) procedures","to 1000","Inferior caval vein (IVC) repair with membrane excision,","12.29.48","12.00.42","Inferior caval vein (IVC) procedure,",,,,
"1013","Inferior caval vein (IVC) procedures","to 1000","Inferior caval vein (IVC) redirected to systemic venous atrium,","12.00.47","12.00.42","Inferior caval vein (IVC) procedure,",,,,
"1013","Inferior caval vein (IVC) procedures","to 1630","Inferior caval vein (IVC) repair using conduit,","12.00.48","12.00.42","Inferior caval vein (IVC) procedure,",,,,
"1013","Inferior caval vein (IVC) procedures","to 1000","Anomalous inferior caval vein repair,","12.29.76","12.00.42","Inferior caval vein (IVC) procedure,",,,,
"1013","Inferior caval vein (IVC) procedures","to 1000","Inferior caval vein (IVC) reimplantation,","12.00.49","12.00.42","Inferior caval vein (IVC) procedure,",,,,
"1013","Inferior caval vein (IVC) procedures","to 1619","Insertion of valve in inferior caval vein (IVC),","12.30.19","12.00.42","Inferior caval vein (IVC) procedure,",,,,
"1013","Inferior caval vein (IVC) procedures","to 1655","Removal of obstruction from inferior caval vein (IVC),","12.29.70","12.00.42","Inferior caval vein (IVC) procedure,",,,,
"1013","Inferior caval vein (IVC) procedures","to 1655","Removal of thrombus from inferior caval vein (IVC),","12.29.71","12.00.42","Inferior caval vein (IVC) procedure,",,,,
"1015","Procedures involving coronary sinus and veins","to 1000","Coronary sinus procedure,","12.00.50","12.00.50","Coronary sinus procedure,",,,,
"1015","Procedures involving coronary sinus and veins","to 1000","Coronary sinus interatrial communication (ASD) repair,","12.00.55","12.00.55","Coronary sinus interatrial communication (ASD) repair,",,,,
"1015","Procedures involving coronary sinus and veins","to 1608","Unroofed coronary sinus repair to create tunnel ('roofing'),","12.00.51","12.00.55","Coronary sinus interatrial communication (ASD) repair,",,,,
"1015","Procedures involving coronary sinus and veins","to 1000","Unroofed coronary sinus repair to create tunnel ('roofing') by direct suture,","12.30.81","12.00.55","Coronary sinus interatrial communication (ASD) repair,",,,,
"1015","Procedures involving coronary sinus and veins","to 1608","Unroofed coronary sinus repair to create tunnel ('roofing') with patch,","12.30.82","12.00.55","Coronary sinus interatrial communication (ASD) repair,",,,,
"1015","Procedures involving coronary sinus and veins","to 1608","Coronary sinus interatrial communication (ASD) closure with patch,","12.00.52","12.00.55","Coronary sinus interatrial communication (ASD) repair,",,,,
"1015","Procedures involving coronary sinus and veins","to 1603","Coronary sinus interatrial communication (ASD) closure with direct suture,","12.00.60","12.00.55","Coronary sinus interatrial communication (ASD) repair,",,,,
"1015","Procedures involving coronary sinus and veins","to 1000","Unroofed coronary sinus closure with left superior caval vein (SVC) ligation,","12.00.53","12.00.55","Coronary sinus interatrial communication (ASD) repair,",,,,
"1015","Procedures involving coronary sinus and veins","to 1000","Unroofed coronary sinus closure with right superior caval vein (SVC) ligation,","12.00.58","12.00.55","Coronary sinus interatrial communication (ASD) repair,",,,,
"1015","Procedures involving coronary sinus and veins","to 1000","Procedure to relieve coronary sinus obstruction,","12.00.54","12.00.50","Coronary sinus procedure,",,,,
"1015","Procedures involving coronary sinus and veins","to 1000","Coronary sinus orifice stenosis relief,","12.30.83","12.00.50","Coronary sinus procedure,",,,,
"1015","Procedures involving coronary sinus and veins","to 1000","Coronary sinus orifice stenosis relief by unroofing coronary sinus,","12.30.84","12.00.50","Coronary sinus procedure,",,,,
"1015","Procedures involving coronary sinus and veins","to 1000","Coronary sinus orifice remodelling procedure,","12.30.89","12.00.50","Coronary sinus procedure,",,,,
"1015","Procedures involving coronary sinus and veins","to 1608","Coronary sinus orifice patch enlargement,","12.30.90","12.00.50","Coronary sinus procedure,",,,,
"1015","Procedures involving coronary sinus and veins","to 1000","Coronary sinus directed to right atrium,","12.00.57","12.00.50","Coronary sinus procedure,",,,,
"1015","Procedures involving coronary sinus and veins","to 1000","Coronary sinus directed to left atrium,","12.00.56","12.00.50","Coronary sinus procedure,",,,,
"1015","Procedures involving coronary sinus and veins","to 1000","Coronary sinus directed to pulmonary venous atrium,","12.30.86","12.00.50","Coronary sinus procedure,",,,,
"1015","Procedures involving coronary sinus and veins","to 1000","Coronary sinus directed to systemic venous atrium,","12.30.87","12.00.50","Coronary sinus procedure,",,,,
"1015","Procedures involving coronary sinus and veins","to 1000","Coronary sinus unroofing,","12.30.85","12.00.50","Coronary sinus procedure,",,,,
"1015","Procedures involving coronary sinus and veins","to 1000","Procedure involving coronary vein(s),","12.30.88","12.00.50","Coronary sinus procedure,",,,,
"1016","Procedures involving hepatic veins","to 1000","Hepatic vein procedure,","12.70.00","12.00.30","Systemic vein procedure,",,,,
"1016","Procedures involving hepatic veins","to 1000","Hepatic venous return directed to right-sided atrium,","12.70.01","12.00.30","Systemic vein procedure,",,,,
"1016","Procedures involving hepatic veins","to 1000","Hepatic venous return directed to left-sided atrium,","12.70.02","12.00.30","Systemic vein procedure,",,,,
"1016","Procedures involving hepatic veins","to 1000","Hepatic venous return directed to left pulmonary artery,","12.70.03","12.00.30","Systemic vein procedure,",,,,
"1016","Procedures involving hepatic veins","to 1000","Hepatic venous return directed to right pulmonary artery,","12.70.04","12.00.30","Systemic vein procedure,",,,,
"1016","Procedures involving hepatic veins","to 1000","Exclusion of hepatic venous return from total cavopulmonary connection,","12.70.05","12.00.30","Systemic vein procedure,",,,,
"1016","Procedures involving hepatic veins","to 1000","Hepatic vein anastomosis to azygos vein,","12.70.13","12.00.30","Systemic vein procedure,",,,,
"1020","Atrial and atrial septum procedures","to 1420","Atrial and atrial septal transluminal/ transcatheter procedures","not relevant",,,,,,
"1020","Atrial and atrial septum procedures","to 1021","Right atrial procedures","not relevant",,,,,,
"1020","Atrial and atrial septum procedures","to 1022","Left atrial procedures","not relevant",,,,,,
"1020","Atrial and atrial septum procedures","to 1023","Procedures to close an interatrial communication","not relevant",,,,,,
"1020","Atrial and atrial septum procedures","to 1024","Procedures to create-enlarge an interatrial communication","not relevant",,,,,,
"1020","Atrial and atrial septum procedures","to 1025","Atrial inversion procedures","not relevant",,,,,,
"1020","Atrial and atrial septum procedures","to 1027","Interatrial communication ('ASD') closure takedown procedures","not relevant",,,,,,
"1020","Atrial and atrial septum procedures","to 1233","Fenestration procedures for Fontan type connections","not relevant",,,,,,
"1020","Atrial and atrial septum procedures","to 1234","Procedures to close or partially close (reduce) a fenestration for Fontan type procedures","not relevant",,,,,,
"1020","Atrial and atrial septum procedures","to 1000","Interatrial communication left open,","12.01.80","12.01.80","Interatrial communication left open,",,,,
"1020","Atrial and atrial septum procedures","to 1000","Patent oval foramen (PFO) left open,","12.01.81","12.01.80","Interatrial communication left open,",,,,
"1020","Atrial and atrial septum procedures","to 1000","Atrial septal defect (ASD) secundum left open,","12.01.82","12.01.80","Interatrial communication left open,",,,,
"1020","Atrial and atrial septum procedures","to 1000","Atrial septal procedure,","12.01.50","12.32.21","Cardiac procedure,",,,,
"1020","Atrial and atrial septum procedures","to 1000","Atrial septal stent removal,","12.60.27","12.32.21","Cardiac procedure,",,,,
"1020","Atrial and atrial septum procedures","to 1000","Procedure involving atrium,","12.01.51","12.32.21","Cardiac procedure,",,,,
"1020","Atrial and atrial septum procedures","to 1000","Atrial baffle procedure,","12.01.57","12.01.57","Atrial baffle procedure,",,,,
"1020","Atrial and atrial septum procedures","to 1000","Atrial septal translocation procedure,","12.60.42","12.01.22","Atrial septation procedure,",,,,
"1020","Atrial and atrial septum procedures","to 1000","Atrioplasty,","12.60.28","12.32.21","Cardiac procedure,",,,,
"1021","Right atrial procedures","to 1000","Right atrial procedure,","12.01.60","12.01.60","Right atrial procedure,",,,,
"1021","Right atrial procedures","to 1000","Right atrial lesion excision,","12.01.61","12.01.60","Right atrial procedure,",,,,
"1021","Right atrial procedures","to 1000","Right atrial myxoma excision,","12.01.67","12.32.10","Heart tumour resection,",,,,
"1021","Right atrial procedures","to 1000","Right atrial vegetation excision,","12.01.62","12.32.20","Removal of cardiac vegetations,",,,,
"1021","Right atrial procedures","to 1000","Right atrial thrombus removal,","12.01.63","12.32.22","Removal of cardiac thrombus,",,,,
"1021","Right atrial procedures","to 1000","Right atrial reduction atrioplasty,","12.01.68","12.01.60","Right atrial procedure,",,,,
"1021","Right atrial procedures","to 1000","Right atrial wall plication,","12.01.64","12.01.60","Right atrial procedure,",,,,
"1021","Right atrial procedures","to 1000","Right atrial reduction by resection,","12.60.29","12.01.60","Right atrial procedure,",,,,
"1021","Right atrial procedures","to 1000","Right atrial catheter open insertion,","12.01.65","12.01.60","Right atrial procedure,",,,,
"1021","Right atrial procedures","to 1000","Eustachian valve procedure,","12.60.40","12.01.60","Right atrial procedure,",,,,
"1021","Right atrial procedures","to 1000","Eustachian valve excision,","12.01.54","12.01.60","Right atrial procedure,",,,,
"1021","Right atrial procedures","to 1000","Eustachian valve refashioned,","12.01.55","12.01.60","Right atrial procedure,",,,,
"1021","Right atrial procedures","to 1000","Thebesian valve procedure,","12.60.41","12.01.60","Right atrial procedure,",,,,
"1021","Right atrial procedures","to 1000","Thebesian valve excision,","12.01.56","12.01.60","Right atrial procedure,",,,,
"1021","Right atrial procedures","to 1630","Right atrium to right ventricle conduit construction,","12.30.08","12.36.00","Conduit construction procedure,",,,,
"1021","Right atrial procedures","to 1630","Right atrium to pulmonary trunk conduit construction,","12.36.20","12.36.00","Conduit construction procedure,",,,,
"1021","Right atrial procedures","to 1000","Right atrial appendage excision,","12.01.66","12.01.60","Right atrial procedure,",,,,
"1022","Left atrial procedures","to 1000","Left atrial procedure,","12.01.30","12.01.30","Left atrial procedure,",,,,
"1022","Left atrial procedures","to 1000","Cor triatriatum (divided left atrium) repair,","12.01.31","12.01.31","Cor triatriatum (divided left atrium) repair,",,,,
